,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,new_addition,go_id,updated_github_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
105,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,20,True,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-05-04 21:19:55.000000,2021-05-04 10:42:33.000000,43.0,22.0,44.0,38.0,268.0,2021-01-14 22:35:59.000000,0.0.7,,5540.0,7.0,25.0,25.0,16.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2021-01-14 22:35:59.000000,,5540.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
106,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,True,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-04-29 14:58:29.000000,2021-04-06 16:18:43.000000,356.0,92.0,670.0,2225.0,699.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,99.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
107,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-04-13 20:54:50.000000,2021-04-13 20:54:42.000000,193.0,110.0,111.0,1803.0,463.0,,,,3444.0,14.0,,,18.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2021-03-16 17:18:48.868000,99880.0,2.0,,,,,,,,,,,,,,,,,,,,
108,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,19,True,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2021-03-05 18:39:25.000000,2021-03-05 18:39:24.000000,45.0,12.0,29.0,464.0,208.0,2018-12-12 18:30:14.000000,0.9.0,,2355.0,10.0,7.0,7.0,9.0,https://pypi.org/project/ansible-kernel,Apache-2.0,2018-12-12 18:30:14.000000,,166.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,6767.0,2.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66347.0,,,,,,,,,,,,,,,
109,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,19,True,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-05-05 12:34:19.000000,2021-05-05 12:29:00.000000,56.0,37.0,21.0,459.0,89.0,2021-04-29 10:22:28.814000,0.9.0,,7934.0,11.0,6.0,6.0,16.0,,BSD-3-Clause,,,,,,,2.0,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814000,,7934.0,,,,,,,,,,
110,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,19,False,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,69.0,41.0,27.0,449.0,69.0,2020-02-16 07:15:03.000000,0.2.0,,10139.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000000,31.0,10139.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
111,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter/enterprise_gateway,,kernels,19,True,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-05-05 01:59:31.000000,2021-05-04 17:48:26.000000,139.0,83.0,387.0,426.0,1086.0,2021-02-16 22:52:25.000000,2.5.0,9355.0,924.0,26.0,1.0,,79.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,707.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
112,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,19,True,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,53.0,27.0,130.0,370.0,347.0,2018-06-11 13:11:15.000000,0.28.4,,10348.0,97.0,5.0,,16.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,10348.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
113,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,True,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-05-02 01:18:36.000000,2021-02-02 21:32:06.000000,48.0,43.0,30.0,355.0,322.0,2020-08-11 15:42:42.282000,2.0.1,,4891.0,15.0,3.0,2.0,17.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2020-03-04 03:43:10.000000,1.0,1091.0,,,,2.0,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2020-08-11 15:42:42.282000,,3800.0,,,,,,,,,,
114,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,19,True,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2020-11-09 20:50:58.000000,2020-11-04 01:10:24.000000,37.0,4.0,5.0,325.0,,2020-08-17 02:44:36.000000,1.0.0,,41270.0,15.0,104.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2020-08-17 02:44:36.000000,104.0,41270.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
115,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,19,True,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-03-29 01:56:53.000000,2021-03-29 01:56:50.000000,38.0,6.0,66.0,234.0,,2021-03-28 03:28:25.639000,0.3.1,,8484.0,24.0,4.0,4.0,12.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,3988.0,,,,2.0,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2021-03-28 03:28:25.639000,,4496.0,,,,,,,,,,
116,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,19,True,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2021-03-21 14:29:54.000000,2021-03-11 01:31:03.000000,32.0,21.0,10.0,174.0,49.0,2021-03-11 01:34:17.000000,0.5.1,,4279.0,6.0,7.0,3.0,11.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000000,4.0,2067.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-01-15 16:27:22.402000,,2212.0,,,,,,,,,,
117,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,19,True,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-04-03 23:14:56.000000,2021-04-03 23:14:56.000000,28.0,6.0,67.0,171.0,,2021-03-22 17:05:54.885000,3.0.0,,74912.0,13.0,0.0,,14.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-03-22 03:18:28.000000,0.0,16839.0,,,,2.0,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-03-22 17:05:54.885000,,58073.0,,,,,,,,,,
118,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,True,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-01-08 04:19:39.000000,2021-01-08 04:19:33.000000,30.0,18.0,7.0,170.0,29.0,2020-03-12 16:09:39.000000,0.0.8,,9449.0,10.0,26.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,26.0,9449.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
119,itables,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,19,True,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2021-02-04 23:19:55.000000,2021-02-04 23:19:48.000000,15.0,11.0,7.0,168.0,85.0,2020-12-14 21:51:13.000000,0.3.0,,1989.0,5.0,55.0,50.0,3.0,https://pypi.org/project/itables,MIT,2020-12-14 21:51:13.000000,5.0,1989.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
120,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,19,True,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-05-06 08:38:31.000000,2021-05-04 14:55:01.000000,17.0,14.0,34.0,151.0,585.0,2021-04-24 12:31:50.858000,3.0.1,1.0,1326.0,25.0,1.0,1.0,24.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/mamba_gator,2021-04-24 15:21:50.973000,4871.0,2.0,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-04-24 12:31:50.858000,,515.0,,,,,,,,,,
121,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000000,2018-10-05 21:02:27.447000,2018-09-20 15:43:57.000000,22.0,15.0,18.0,131.0,188.0,2018-03-23 20:36:58.000000,0.4.1,,4212.0,14.0,56.0,56.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000000,,2905.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,66675.0,2.0,,,,,,,,,,,,,,,vericast/spylon-kernel,,,,,
122,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,True,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-05-05 12:02:36.000000,2021-05-05 12:02:36.000000,94.0,39.0,69.0,119.0,327.0,2021-04-07 15:14:58.000000,1.1.0,,517.0,9.0,9.0,9.0,38.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2021-04-07 15:14:58.000000,0.0,517.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
123,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,True,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2021-05-03 15:07:53.000000,2021-05-01 10:48:41.000000,271.0,252.0,332.0,1900.0,2294.0,,,,,1.0,5.0,5.0,74.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,binderhub,,,
124,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,18,True,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-05-05 16:05:11.000000,2021-04-22 07:55:04.000000,202.0,110.0,187.0,1372.0,945.0,,,1114.0,137.0,37.0,,,33.0,,BSD-3-Clause,,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-04-01 10:48:08.962440,6.0,7721.0,,,,,,,,,,,,,,,
125,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,True,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2020-08-24 06:43:31.000000,2020-08-18 05:47:40.000000,166.0,13.0,11.0,862.0,183.0,2020-04-17 13:38:41.000000,1.0.3,,4209.0,9.0,0.0,,13.0,https://pypi.org/project/pyforest,MIT,2020-04-17 13:38:41.000000,0.0,4209.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
126,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,True,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-05-06 02:36:05.000000,2021-05-06 00:51:56.000000,5.0,49.0,129.0,614.0,628.0,2019-09-08 08:27:43.000000,0.4.0,14.0,11.0,3.0,140.0,140.0,42.0,,MIT,,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-03-04 04:58:11.064228,,820.0,,,,,,,,,,,,,iruby,,
127,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,18,False,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,109.0,35.0,53.0,545.0,86.0,2019-07-22 16:07:09.000000,0.7.2,2835.0,5487.0,10.0,42.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000000,42.0,5441.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
128,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,18,True,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38.000000,33.0,8.0,11.0,519.0,,2018-01-08 14:52:15.000000,0.1.15,,1054.0,14.0,63.0,61.0,10.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000000,2.0,1054.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
129,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,18,True,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2021-05-05 22:06:01.000000,2021-05-05 20:11:48.000000,42.0,24.0,26.0,395.0,,2021-04-19 15:43:27.002000,0.5.1,,18839.0,41.0,,,14.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2021-05-04 07:48:02.000000,,2709.0,,,,2.0,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929000,,16130.0,,,,,,,,,,
130,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2021-04-29 19:48:14.000000,2020-06-22 15:55:30.000000,62.0,27.0,65.0,340.0,511.0,2020-05-27 00:10:19.202000,2.0.0,,3558.0,32.0,2.0,2.0,13.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202000,,3558.0,,,,,,,,,,
131,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,False,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-02-26 16:38:32.000000,2020-03-04 03:38:48.000000,70.0,23.0,34.0,282.0,192.0,2020-03-04 03:40:19.000000,2.0.0,,3649.0,21.0,4.0,2.0,12.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2020-03-04 03:40:19.000000,2.0,1132.0,,,,2.0,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2020-03-04 03:39:30.578000,,2517.0,,,,,,,,,,
132,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,18,False,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,45.0,37.0,24.0,258.0,57.0,2017-09-08 07:23:49.000000,0.4.3,,1256.0,9.0,14.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000000,14.0,1256.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
133,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,18,True,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-04-21 02:18:31.000000,2021-03-23 03:29:09.000000,23.0,11.0,66.0,241.0,,2021-02-27 04:59:39.000000,0.1.5,,1001.0,15.0,14.0,14.0,6.0,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000000,,134.0,https://anaconda.org/conda-forge/tributary,2020-10-15 18:24:08.479000,9538.0,3.0,,,,,,,,,,,,,,,,,,,,
134,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,True,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2021-04-05 15:36:10.000000,2021-04-05 15:36:03.000000,36.0,27.0,76.0,217.0,,2021-01-13 16:55:53.211000,5.0.0,,30353.0,24.0,0.0,,17.0,https://pypi.org/project/dask-labextension,BSD-3-Clause,2021-01-13 00:57:37.000000,0.0,5126.0,https://anaconda.org/conda-forge/dask-labextension,2021-03-03 15:52:21.078000,258558.0,2.0,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2021-01-13 16:55:53.211000,,13986.0,,,,,,,,,,
135,nbQA,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,18,True,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-05-03 16:57:46.000000,2021-05-03 16:57:42.000000,12.0,24.0,183.0,215.0,489.0,2021-05-02 17:09:14.000000,0.8.0,,4480.0,61.0,0.0,,18.0,https://pypi.org/project/nbqa,MIT,2021-05-02 17:09:14.000000,0.0,4480.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
136,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,True,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2021-03-28 05:36:45.000000,2021-03-28 05:32:11.000000,24.0,3.0,63.0,185.0,314.0,2021-03-28 05:43:45.000000,2.7.4,44587.0,969.0,26.0,,,16.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
137,JupyterLab Chart Editor,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,18,True,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-03-10 20:57:44.000000,2021-03-10 20:56:11.000000,17.0,12.0,19.0,184.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,3437.0,12.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112000,,3437.0,,,,,,,,,,
138,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,18,True,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-04-20 09:50:58.000000,2021-04-20 09:50:56.000000,20.0,12.0,16.0,172.0,,2021-02-04 22:39:49.000000,0.8.0,,10585.0,20.0,5.0,5.0,5.0,,BSD-3-Clause,,,,,,,2.0,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408000,,10585.0,,,,,,,,,,
139,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-05-02 04:26:33.000000,2021-05-02 04:26:33.000000,68.0,5.0,49.0,166.0,213.0,2021-04-01 19:19:54.000000,2.4.4,,899.0,11.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000000,2.0,899.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
140,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,True,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-02-15 14:16:19.000000,2021-02-03 03:28:02.000000,50.0,30.0,7.0,154.0,214.0,2021-02-15 14:16:19.000000,1.1.1,2341.0,1149.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2021-02-15 14:16:19.000000,,1082.0,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,863.0,,,,,,,,,,,,,,,
141,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,18,True,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2020-05-24 13:16:18.000000,2020-05-24 13:16:16.000000,29.0,53.0,34.0,149.0,426.0,2019-10-03 18:34:08.594000,3.0.0,,194.0,17.0,14.0,10.0,9.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594000,4.0,194.0,,,,,,,,,,
142,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,18,True,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2020-07-25 11:36:37.000000,2020-07-25 11:36:09.000000,10.0,3.0,36.0,143.0,127.0,2020-07-13 15:45:12.000000,0.9.1,,14513.0,23.0,118.0,96.0,3.0,https://pypi.org/project/ipytest,MIT,2020-07-13 15:45:12.000000,22.0,14513.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
143,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,18,True,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2021-04-26 14:44:49.000000,2020-06-18 03:28:01.000000,23.0,88.0,93.0,67.0,269.0,2020-06-18 03:31:10.000000,0.5.10,,694.0,23.0,26.0,22.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000000,4.0,694.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
144,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-02-22 20:44:43.000000,2020-12-07 14:41:33.000000,36.0,30.0,24.0,66.0,144.0,2020-12-07 11:49:55.000000,0.15.0,,2083.0,16.0,13.0,13.0,15.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000000,0.0,2083.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
145,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,18,False,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-04-20 18:04:56.000000,2020-03-24 14:27:42.000000,31.0,16.0,17.0,65.0,242.0,2019-04-23 08:43:52.000000,0.2.2,,286.0,5.0,22.0,22.0,16.0,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000000,,286.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
146,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,18,True,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-05-05 03:10:30.000000,2021-05-04 17:23:28.000000,8.0,3.0,20.0,51.0,,2021-05-04 17:24:29.000000,0.17.2,,4224.0,15.0,96.0,96.0,7.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2021-05-04 17:24:29.000000,0.0,4224.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
147,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,18,True,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-04-22 13:11:57.000000,2021-04-15 12:32:23.000000,31.0,14.0,19.0,37.0,112.0,2018-06-19 13:50:35.000000,0.5.2,,1938.0,8.0,36.0,33.0,14.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000000,3.0,1938.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
