,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,new_addition,go_id,updated_github_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
148,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,18,True,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000000,2021-05-04 14:14:44.000000,2021-01-12 14:56:07.000000,7.0,7.0,1.0,27.0,64.0,2021-01-15 09:49:03.000000,1.5.0,,22891.0,15.0,16.0,16.0,2.0,https://pypi.org/project/ipyvue,MIT,2021-01-12 15:13:18.000000,0.0,21739.0,https://anaconda.org/conda-forge/ipyvue,2021-01-13 12:18:25.912000,24196.0,3.0,,,,,,,,,,,,,,,,,,,,
149,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,18,False,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43.000000,3.0,2.0,4.0,12.0,172.0,2021-01-05 12:56:20.000000,0.6.0,,1444.0,9.0,45.0,45.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000000,0.0,79.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793000,47799.0,3.0,,,,,,,,,,,,,,,,,,,,
150,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,17,True,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-01-30 00:58:02.504000,2020-11-30 15:55:07.000000,50.0,24.0,95.0,371.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,7063.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-01-30 00:58:02.504000,416748.0,3.0,,,,,,,,,,,,,,,,,,,,
151,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,17,False,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2021-03-31 10:19:22.000000,2020-01-04 12:02:35.000000,40.0,44.0,37.0,338.0,634.0,2020-01-04 11:56:53.000000,0.3.3,,1284.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,MIT,2020-01-04 11:56:53.000000,,1284.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
152,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,17,True,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2020-10-08 09:00:07.000000,2020-10-08 09:00:06.000000,17.0,4.0,9.0,259.0,56.0,2019-11-28 16:00:27.000000,0.1.3,,2615.0,4.0,31.0,29.0,4.0,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000000,2.0,2615.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
153,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,17,False,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000000,2020-08-07 13:12:52.000000,2019-04-11 00:12:09.000000,8.0,5.0,5.0,258.0,16.0,2019-04-11 00:12:42.000000,0.0.2,,3879.0,2.0,115.0,111.0,3.0,https://pypi.org/project/blackcellmagic,MIT,2019-04-11 00:12:42.000000,4.0,3879.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
154,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,17,True,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2021-04-27 17:03:15.000000,2021-04-27 17:02:47.000000,12.0,,,239.0,4984.0,2020-07-31 19:39:55.000000,0.3.0,,1062.0,7.0,,,13.0,https://pypi.org/project/lfortran,MIT,2020-07-31 19:39:55.000000,,92.0,https://anaconda.org/conda-forge/lfortran,2021-03-08 22:57:01.503000,21343.0,3.0,,,,,,,,,,,,,,,,,,,,
155,ThebeLab,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,True,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-05-03 05:35:15.000000,2021-04-09 16:16:09.000000,47.0,64.0,59.0,213.0,533.0,2021-04-09 14:39:39.000000,0.7.1,,,2.0,,,24.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
156,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,True,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,40.0,16.0,14.0,193.0,106.0,2018-03-08 14:28:54.000000,0.4.0,,1617.0,4.0,5.0,,12.0,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000000,5.0,1617.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
157,SciJava Kernel,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,False,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2019-08-27 12:36:47.000000,2019-08-27 12:36:11.000000,39.0,14.0,69.0,170.0,393.0,2017-06-02 21:19:27.000000,0.5.0,66.0,1385.0,15.0,,,8.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,67841.0,3.0,,,,,,,,,,,,,,,,,,,,
158,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,True,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,35.0,11.0,7.0,165.0,217.0,2020-02-03 15:59:07.000000,1.0.0,1050.0,1847.0,8.0,,,5.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,41303.0,,,,,,,,,,,,,,,
159,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,17,False,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2019-12-09 16:52:17.000000,2019-12-09 16:52:07.000000,16.0,34.0,39.0,165.0,619.0,2019-12-09 16:49:29.000000,2.5.1,,1546.0,18.0,5.0,4.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000000,1.0,1546.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
160,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,17,True,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2021-04-09 14:14:10.000000,2021-04-09 14:14:02.000000,6.0,,24.0,152.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,60.0,60.0,2.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
161,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,17,True,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-03-28 18:24:12.000000,2021-03-28 18:23:45.000000,9.0,,4.0,132.0,196.0,2021-03-28 03:39:09.000000,0.1.26,,161.0,23.0,7.0,5.0,3.0,https://pypi.org/project/ipyexperiments,Apache-2.0,2021-03-28 03:39:09.000000,2.0,161.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
162,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,17,True,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-05-04 07:55:27.000000,2021-05-04 07:55:21.000000,19.0,14.0,43.0,102.0,408.0,2021-04-20 15:49:40.000000,0.5.6,,1446.0,36.0,,,9.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2021-04-20 15:49:40.000000,,638.0,https://anaconda.org/conda-forge/cdsdashboards,2021-04-20 17:16:51.293000,8084.0,3.0,,,,,,,,,,,,,,,,,,,,
163,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,17,True,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,2019-01-27 23:43:18.000000,2021-04-19 15:44:31.000000,2021-02-04 21:10:31.000000,7.0,7.0,9.0,89.0,,2021-02-04 21:12:12.000000,0.6.1,,11422.0,13.0,3.0,3.0,3.0,,BSD-3-Clause,,,,,,,2.0,,,,,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2020-10-30 20:22:49.425000,,11422.0,,,,,,,,,,
164,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,True,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-04-14 17:03:41.000000,2021-02-10 20:53:07.000000,57.0,25.0,34.0,75.0,182.0,2020-05-09 03:29:47.000000,v1.2.0,,918.0,8.0,22.0,22.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,BSD-3-Clause,2020-05-09 03:33:22.000000,,918.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
165,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,17,True,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-05-03 15:42:29.000000,2021-03-19 07:45:36.000000,15.0,14.0,28.0,70.0,280.0,2020-12-17 06:29:52.673000,0.5.1,,1596.0,7.0,0.0,,4.0,https://pypi.org/project/jupyterlab_hdf,BSD-3-Clause,2020-12-17 06:29:34.000000,0.0,894.0,,,,2.0,,,,,,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2020-12-17 06:29:52.673000,,702.0,,,,,,,,,,
166,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,17,False,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,69.0,43.0,2018-08-10 16:52:09.000000,0.1.0,,811.0,4.0,193.0,191.0,6.0,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000000,2.0,811.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,
167,JupyterLab IFrame,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,17,True,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-03-23 20:58:41.000000,2021-02-01 03:53:50.000000,11.0,4.0,55.0,68.0,,2021-01-17 00:05:25.321000,0.3.0,,2368.0,18.0,11.0,3.0,3.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000000,8.0,513.0,,,,2.0,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2021-01-17 00:05:25.321000,,1855.0,,,,,,,,,,
168,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,True,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2020-10-28 21:57:40.000000,2020-10-28 21:57:33.000000,20.0,3.0,14.0,34.0,73.0,2020-03-18 10:11:00.000000,0.14.1,,5626.0,7.0,48.0,45.0,11.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2020-03-18 10:11:00.000000,3.0,5626.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
169,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,False,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2020-06-24 20:08:48.000000,2019-07-16 04:37:36.000000,91.0,58.0,41.0,855.0,60.0,2019-07-16 04:35:55.953000,0.11.0,,836.0,14.0,3.0,3.0,8.0,,MIT,,,,,,,3.0,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953000,,836.0,,,,,,,,,,
170,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,False,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2018-04-21 09:16:49.000000,2018-04-21 09:16:37.000000,17.0,2.0,3.0,728.0,32.0,2017-08-19 16:11:38.000000,0.0.2,,914.0,2.0,23.0,23.0,3.0,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000000,,914.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
171,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,False,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,121.0,56.0,56.0,644.0,90.0,2019-05-06 03:28:50.000000,1.3.0,48315.0,1380.0,5.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
172,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,16,True,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,69.0,13.0,126.0,426.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5190.0,65.0,15.0,,,27.0,,BSD-3-Clause,,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,534.0,,,,,,,,,,,,,,,
173,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,16,False,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-04-30 01:15:21.000000,2020-02-14 15:11:45.000000,26.0,9.0,16.0,380.0,343.0,2020-02-06 15:50:53.838000,0.6.1,,119.0,9.0,,,12.0,,MIT,,,,,,,3.0,,,,,,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838000,,119.0,,,,,,,,,,
174,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,16,True,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2020-11-09 20:41:50.000000,2020-11-09 20:41:43.000000,71.0,23.0,99.0,377.0,210.0,2018-11-30 21:07:39.000000,0.16.1,,952.0,44.0,1.0,,17.0,https://pypi.org/project/matlab_kernel,BSD-3-Clause,2018-11-30 21:07:39.000000,1.0,952.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
175,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,False,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2021-05-06 05:44:05.000000,2021-05-06 02:17:20.000000,54.0,968.0,3910.0,274.0,,2021-05-05 21:04:50.000000,2021.6.0,,,11.0,14.0,14.0,228.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
176,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,16,True,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-02-24 06:31:50.000000,2021-02-24 06:31:50.000000,26.0,16.0,8.0,253.0,31.0,2020-06-27 13:40:43.778000,0.2.1,,5324.0,9.0,2.0,2.0,6.0,,MIT,,,,,,,3.0,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778000,,5324.0,,,,,,,,,,
177,JupyterLab Go-To-Definition,Navigate to variable's definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,False,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2020-03-16 22:19:05.000000,2020-03-16 22:19:04.000000,7.0,9.0,13.0,187.0,88.0,2020-03-14 15:54:46.503000,1.0.0,,7631.0,19.0,12.0,10.0,2.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503000,2.0,7631.0,,,,,,,,,,
178,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,16,True,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-04-30 19:45:22.000000,2021-04-30 19:45:21.000000,14.0,2.0,17.0,134.0,23.0,2021-01-18 14:16:24.052000,1.1.0,,7769.0,2.0,,,8.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052000,,7769.0,,1.0,,,,,,,,
179,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,16,True,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-04-30 21:29:53.000000,2021-03-24 21:37:32.000000,6.0,7.0,19.0,121.0,88.0,2021-01-11 04:19:41.041000,3.0.0,,5968.0,18.0,,,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041000,,5968.0,,,,,,,,,,
180,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,16,True,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000000,2021-04-13 16:44:32.000000,2021-04-13 16:44:32.000000,16.0,8.0,26.0,113.0,93.0,2021-03-19 19:48:47.000000,0.5.2,,3784.0,14.0,1.0,1.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-02-28 16:31:52.230000,,3784.0,,,,,jupyterlab-contrib/spellchecker,,,,,
181,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,16,True,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-04-07 14:34:32.000000,2021-04-07 14:34:32.000000,20.0,3.0,13.0,91.0,80.0,2021-03-31 07:31:34.852000,3.0.0,,4187.0,9.0,,,6.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-03-31 07:31:34.852000,,4187.0,,,,,,,,,,
182,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,24.0,7.0,20.0,75.0,136.0,2017-04-05 01:49:01.000000,0.7.0,,1316.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000000,6.0,239.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,60314.0,3.0,,,,,,,,,,,,,,,,,,,,
183,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,16,True,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-03-03 13:15:38.895000,2021-03-03 12:57:09.000000,19.0,11.0,12.0,73.0,93.0,2021-03-03 12:59:31.000000,0.2.1,,6839.0,10.0,0.0,,7.0,https://pypi.org/project/ipytree,MIT,2021-03-03 12:59:31.000000,0.0,6191.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,16866.0,3.0,,,,,,,,,,,,,,,,,,,,
184,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,16,True,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-03-21 22:13:27.000000,2021-03-21 22:13:20.000000,7.0,6.0,,65.0,36.0,2020-12-31 18:08:20.000000,1.0.0,,1178.0,7.0,1.0,,5.0,https://pypi.org/project/jupyterlab-quickopen,BSD-3-Clause,2020-12-31 18:08:20.000000,1.0,530.0,,,,3.0,,,,,,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580000,,648.0,,,,,,,,,,
185,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,16,True,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-03-21 13:34:36.000000,2021-03-21 13:34:33.000000,6.0,2.0,11.0,57.0,81.0,2021-02-10 17:17:10.910000,3.0.2,,581.0,17.0,3.0,3.0,4.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2021-02-10 17:17:10.910000,,581.0,,,,,,,,,,
186,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,16,True,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-04-16 15:33:43.971000,2021-04-14 22:31:35.000000,,10.0,47.0,44.0,296.0,2021-01-14 22:31:15.129000,0.8.0,,730.0,43.0,4.0,4.0,3.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971000,8291.0,3.0,,,,,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129000,,316.0,,,,,,,,,,
187,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,True,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-04-16 06:47:19.000000,2021-02-07 16:28:23.000000,6.0,3.0,23.0,37.0,162.0,2021-01-03 10:46:26.000000,3.0.0-post1,3251.0,850.0,15.0,,,6.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyter-archive,2021-01-03 14:04:18.363000,12912.0,3.0,,,,,,,,,,,,,,,,,,,,
188,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,15,False,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,136.0,37.0,46.0,1021.0,647.0,,,,2262.0,,,,9.0,,Apache-2.0,,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,5.0,131244.0,,,,,,,,,,,,,,,
189,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,15,True,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-01-25 02:00:25.000000,2021-01-25 02:00:24.000000,82.0,16.0,68.0,684.0,259.0,,,,99.0,7.0,,,23.0,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2122.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,278.0,,,,,,,,,,,,,,,
190,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,15,False,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,35.0,2.0,14.0,432.0,38.0,2018-03-28 15:38:57.000000,0.3.0,,774.0,9.0,,,3.0,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000000,,774.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
191,IElixir,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,15,True,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2021-03-20 17:48:12.317861,2021-03-20 17:27:38.000000,39.0,10.0,20.0,318.0,282.0,2020-11-15 17:48:03.000000,0.9.21,,3.0,8.0,,,18.0,,Apache-2.0,,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,218.0,,,,,,,,,,,,,,ielixir,
