,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
35,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,26,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,356.0,128.0,279.0,3087.0,737.0,2020-10-29 01:31:20.000000,5.7.1,,13355.0,28.0,1904.0,1594.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,310.0,9359.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,171861.0,2.0,,,,,,,,,,,,,,,,,,
36,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,26,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-08-28 12:59:35.000000,2021-01-21 14:02:57.000000,380.0,341.0,4173.0,2597.0,1689.0,2021-08-28 12:59:35.000000,2.3.6,31.0,21639.0,50.0,40.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2021-08-28 12:59:35.000000,40.0,8271.0,https://anaconda.org/conda-forge/beakerx,2021-07-20 12:14:16.709000,452829.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244075.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776000,0.0,1311.0,,,,,,,,
37,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-09-07 14:25:38.000000,2021-09-07 14:25:01.000000,213.0,179.0,123.0,1661.0,947.0,2019-07-07 19:46:13.862000,0.5.2,,38910.0,46.0,618.0,566.0,39.0,https://pypi.org/project/ipyvolume,MIT,2021-04-13 12:23:25.000000,48.0,29857.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,313724.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-04-13 12:31:01.403000,4.0,3349.0,,,,,,,,
38,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-08-23 23:56:33.000000,2021-01-27 08:24:41.000000,42.0,35.0,60.0,359.0,435.0,2020-07-30 10:58:32.000000,0.9.6,,80831.0,19.0,1309.0,1133.0,26.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-07-30 10:58:32.000000,176.0,77901.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,155329.0,2.0,,,,,,,,,,,,,,,,,,
39,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,26,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-08-20 16:27:32.000000,2021-08-10 12:07:40.000000,305.0,27.0,180.0,310.0,916.0,2021-07-19 12:33:35.000000,14.1.0,,40897.0,28.0,279.0,221.0,100.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-08-10 12:09:46.000000,58.0,40312.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,16976.0,1.0,,,,,,,,,,,,,,,,,,
40,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,True,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-09-07 09:24:04.000000,2021-09-07 09:24:03.000000,2376.0,63.0,614.0,6493.0,2271.0,,,,705094.0,,,,205.0,,BSD-3-Clause,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-09-07 01:09:56.922979,312.0,52176963.0,,,,,,,,,,,,,
41,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,362.0,152.0,123.0,2751.0,405.0,2020-04-07 16:43:54.000000,1.3.1,,70354.0,73.0,127.0,1.0,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,126.0,60261.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,317790.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,0.0,2703.0,,,,,,,,
42,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,25,False,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-09-09 01:32:20.000000,2021-09-01 02:59:25.000000,202.0,33.0,367.0,2604.0,489.0,2021-09-01 03:24:50.000000,1.56.0,,18209.0,131.0,228.0,228.0,17.0,https://pypi.org/project/dtale,LGPL-2.1,2021-09-01 03:17:36.000000,0.0,13876.0,https://anaconda.org/conda-forge/dtale,2021-09-01 03:40:20.006000,82343.0,2.0,,,,,,,,,,,,,,,,,,
43,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,162.0,164.0,260.0,1019.0,2157.0,2021-02-01 03:34:36.000000,1.1.19,,13874.0,92.0,260.0,216.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,44.0,12416.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,32076.0,2.0,,,,,,,,,,,,,,,,,,
44,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,25,True,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-09-05 08:31:53.000000,2021-09-01 23:40:02.000000,82.0,123.0,235.0,1018.0,2124.0,2021-08-02 09:34:22.000000,3.8.1,,11136.0,60.0,62.0,60.0,34.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2021-08-02 09:23:44.446000,2.0,11136.0,,,,,,,,
45,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,25,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-07-28 20:50:00.000000,2021-02-26 14:01:59.000000,162.0,63.0,142.0,755.0,1659.0,2021-02-26 14:01:21.000000,2.3.0,,55001.0,43.0,52.0,18.0,27.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2021-02-26 14:01:21.000000,26.0,42448.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,331571.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,8.0,7373.0,,,,,,,,
46,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,25,True,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-08-04 00:22:24.000000,2021-07-21 11:25:58.000000,230.0,54.0,209.0,373.0,958.0,2021-07-21 11:28:55.000000,1.1.0,,10931.0,22.0,110.0,92.0,64.0,https://pypi.org/project/jupyterhub-kubespawner,BSD-3-Clause,2021-07-21 11:28:55.000000,18.0,10931.0,,,,1.0,,,,,,,,,,,,,,,,,,
47,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,25,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-09-01 07:03:34.000000,2021-09-01 07:03:25.000000,95.0,66.0,81.0,184.0,694.0,2021-07-03 06:36:23.000000,3.1.0,,59982.0,25.0,95.0,1.0,55.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2021-07-03 06:36:23.000000,94.0,45562.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-07-04 06:56:46.142000,447026.0,1.0,,,,,,,,,,,,,,,,,,
48,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,True,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-09-08 08:45:38.000000,2021-08-21 17:58:44.000000,302.0,56.0,256.0,2938.0,1275.0,2021-08-21 17:41:20.000000,1.1.22,,43621.0,94.0,2.0,,61.0,https://pypi.org/project/nbdev,Apache-2.0,2021-08-21 17:41:20.000000,2.0,43621.0,,,,2.0,,,,,,,,,,,,,,,,,,
49,lux,Python API for Intelligent Visual Data Discovery.,https://github.com/lux-org/lux,,widgets,24,True,lux-org/lux,lux-api,conda-forge/lux-api,https://github.com/lux-org/lux,2020-01-08 04:53:29.000000,2021-08-31 22:39:44.000000,2021-08-31 22:39:43.000000,222.0,62.0,128.0,2799.0,663.0,2021-07-20 23:52:15.031000,0.1.7,,6850.0,15.0,50.0,50.0,18.0,https://pypi.org/project/lux-api,Apache-2.0,2021-07-20 23:45:37.000000,,5696.0,https://anaconda.org/conda-forge/lux-api,2021-07-21 03:10:50.796000,2216.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,2021-07-20 23:52:15.031000,,838.0,,,,,,,,
50,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,24,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-08-31 22:27:03.502000,2021-08-12 17:02:52.000000,770.0,9.0,13.0,2299.0,,2021-08-31 23:47:22.891000,3.0.1,,118812.0,94.0,70.0,8.0,4.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000000,,,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-08-31 22:27:03.502000,62.0,118812.0,,,,,,,,
51,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,24,True,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-08-31 22:27:03.502000,2021-06-27 17:45:42.000000,770.0,5.0,13.0,2299.0,,2021-08-31 23:47:22.891000,3.0.1,,119192.0,94.0,70.0,8.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2020-12-31 23:08:14.000000,0.0,380.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-08-31 22:27:03.502000,62.0,118812.0,,,,,,,,
52,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,24,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-09-08 07:37:00.000000,2021-09-08 06:46:50.000000,808.0,63.0,239.0,2055.0,,2020-05-05 18:42:38.000000,6.3.0,,7697.0,28.0,2155.0,1665.0,102.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2021-09-07 08:00:48.000000,490.0,,https://anaconda.org/conda-forge/ipyparallel,2021-08-05 06:25:22.813000,500330.0,2.0,,,,,,,,,,,,,,,,,,
53,elyra,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,24,True,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-09-09 05:39:23.000000,2021-09-09 02:43:53.000000,175.0,244.0,933.0,1056.0,1243.0,2021-08-18 17:24:38.000000,3.0.1,,1843.0,61.0,23.0,23.0,30.0,https://pypi.org/project/elyra,Apache-2.0,2021-08-18 17:24:38.000000,0.0,1298.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,7085.0,1.0,,,,,,,,,,,,,,,,,,
54,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,24,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-09-08 18:09:20.000000,2021-09-01 09:49:17.000000,269.0,195.0,578.0,1035.0,2998.0,2021-05-08 15:44:14.000000,0.6.2,,4421.0,24.0,18.0,,84.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2021-05-08 15:42:11.000000,18.0,2692.0,https://anaconda.org/conda-forge/nbgrader,2021-03-10 20:40:41.451000,96865.0,2.0,,,,,,,,,,,,,,,,,,
55,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,True,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-09-09 09:48:43.000000,2021-09-09 09:48:39.000000,131.0,69.0,141.0,258.0,12135.0,2021-09-09 09:51:09.000000,1.11.0,111.0,20105.0,42.0,,,444.0,https://pypi.org/project/jupyter_server,BSD-3-Clause,2018-07-31 14:15:16.000000,,,https://anaconda.org/conda-forge/jupyter_server,2021-08-03 00:42:27.171000,723635.0,3.0,,,,,,,,,,,,,,,,,,
56,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,95.0,51.0,32.0,851.0,488.0,2018-12-29 12:36:16.000000,0.4.1,,210580.0,13.0,314.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,314.0,210580.0,,,,2.0,,,,,,,,,,,,,,,,,,
57,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,23,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-09-07 03:54:43.000000,2021-09-07 03:54:38.000000,211.0,12.0,,680.0,1146.0,2020-08-01 16:46:23.000000,0.4.0,,10290.0,13.0,9.0,,102.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,10290.0,,,,1.0,,,,,,,,,,,,,,,,,,
58,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,23,True,nglviewer/nglview,nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,2015-11-09 16:48:57.000000,2021-06-11 04:58:09.722000,2021-06-11 00:28:00.000000,93.0,25.0,380.0,477.0,1397.0,2021-06-11 00:32:29.000000,3.0.3,188.0,9445.0,75.0,42.0,2.0,33.0,https://pypi.org/project/nglview,MIT,2021-06-11 00:32:29.000000,40.0,2783.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722000,359675.0,2.0,,,,,,,,,,,,,,,,,,
59,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-08-31 21:54:57.000000,2021-06-18 11:53:42.000000,38.0,31.0,60.0,461.0,352.0,2021-06-18 11:59:19.000000,0.9.0,,1194.0,25.0,215.0,215.0,13.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2021-06-18 11:58:10.000000,0.0,,https://anaconda.org/conda-forge/ipycanvas,2021-06-18 12:16:48.874000,28663.0,2.0,,,,,,,,,,,,,,,,,,
60,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,23,True,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-09-02 13:28:50.000000,2021-09-02 13:28:49.000000,48.0,11.0,80.0,313.0,526.0,2021-06-03 20:52:09.000000,3.5.0,,30126.0,38.0,148.0,,10.0,https://pypi.org/project/vega,BSD-3-Clause,2021-06-03 20:52:09.000000,148.0,22927.0,https://anaconda.org/conda-forge/vega,2021-08-11 21:51:27.565000,453538.0,2.0,,,,,,,,,,,,,,,,,,
61,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,71.0,25.0,113.0,258.0,1071.0,2020-11-09 20:39:53.000000,0.27.5,,44288.0,88.0,574.0,480.0,28.0,https://pypi.org/project/metakernel,BSD-3-Clause,2020-11-09 20:39:53.000000,94.0,36576.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,501287.0,1.0,,,,,,,,,,,,,,,,,,
62,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,True,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-09-06 06:37:48.000000,2021-09-06 06:37:39.000000,60.0,28.0,25.0,255.0,170.0,2021-04-29 13:47:38.000000,0.6.0,,32835.0,4.0,66.0,66.0,16.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2021-04-29 13:31:58.000000,0.0,12833.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,360050.0,2.0,,,,,,,,,,,,,,,,,,
63,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,149.0,58.0,76.0,157.0,167.0,2020-08-28 12:01:56.000000,1.3.2,,11871.0,9.0,84.0,77.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,11329.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,21157.0,1.0,,,,,,,,,,,,,,,,,,
64,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,23,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-09-03 01:35:54.657000,2021-09-02 23:36:37.000000,53.0,42.0,67.0,138.0,,2021-09-02 23:38:11.000000,1.0.2,,84011.0,19.0,390.0,360.0,23.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2021-09-02 23:38:11.000000,30.0,83184.0,https://anaconda.org/conda-forge/nbgitpuller,2021-09-03 01:35:54.657000,22335.0,2.0,,,,,,,,,,,,,,,,,,
65,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-06-24 15:48:32.000000,2021-06-24 15:45:56.000000,213.0,42.0,120.0,3012.0,387.0,2021-06-24 15:51:03.000000,0.7.3,40.0,1227.0,15.0,5.0,5.0,28.0,,MIT,,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,83458.0,,,,,,,,github.com/gopherdata/gophernotes,,,,,
66,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,22,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-06-16 07:25:16.000000,2021-06-16 07:25:16.000000,156.0,59.0,150.0,1645.0,325.0,2019-09-26 17:24:18.653000,5.2.0,,2455.0,32.0,90.0,52.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2019-09-26 17:24:18.653000,38.0,2455.0,,,,,,,,
67,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,22,True,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-06-14 09:40:15.000000,2021-06-11 15:16:36.000000,200.0,42.0,29.0,1490.0,44.0,2021-06-11 15:17:12.000000,0.3.0,,18695.0,13.0,36.0,36.0,8.0,https://pypi.org/project/colabcode,MIT,2021-06-11 15:17:12.000000,,18695.0,,,,3.0,,,,,,,,,,,,,,,,,,
68,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-09-07 00:53:58.486451,2021-08-02 11:47:04.000000,288.0,51.0,500.0,1467.0,583.0,2021-05-11 11:36:15.000000,1.2,,11218.0,16.0,,,40.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,44391.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-09-07 00:53:58.486451,39.0,968485.0,,,,,,,,,IRkernel,,,,
69,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-09-07 09:52:05.000000,2021-09-06 12:10:09.000000,287.0,169.0,299.0,1251.0,,2021-08-24 17:28:11.000000,2021.08.0,,3782.0,17.0,152.0,128.0,100.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2021-08-24 16:57:08.000000,24.0,3782.0,,,,2.0,,,,,,,,,,,,,,,,,,
70,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,22,False,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,143.0,66.0,136.0,717.0,1380.0,2019-07-21 08:49:48.715000,0.9.0,,20903.0,94.0,75.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2019-07-21 08:49:39.000000,74.0,14408.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,241779.0,2.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1846.0,,,,,,,,
71,Stencila,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,True,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-09-09 06:05:30.000000,2021-09-09 03:12:18.000000,38.0,23.0,462.0,602.0,4372.0,2021-09-09 03:12:23.000000,0.116.0,1074.0,605.0,100.0,24.0,16.0,22.0,,Apache-2.0,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059000,8.0,245.0,,,,,,,,
72,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,True,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-05-31 23:04:25.000000,2021-04-19 05:00:36.000000,121.0,35.0,67.0,577.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,12793.0,20.0,134.0,116.0,21.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000000,18.0,12793.0,,,,2.0,,,,,,,,,,,,,,,,,,
73,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,67.0,15.0,26.0,551.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,13657.0,20.0,1227.0,1103.0,15.0,https://pypi.org/project/watermark,BSD-3-Clause,2021-02-18 16:56:30.000000,124.0,10612.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,179693.0,2.0,,,,,,,,,,,,,,,,,,
74,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,22,True,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-09-01 00:46:03.000000,2021-08-11 12:20:28.000000,58.0,60.0,55.0,438.0,293.0,2021-08-13 08:05:12.035000,0.5.0,,18918.0,22.0,21.0,3.0,9.0,https://pypi.org/project/ipysheet,MIT,2021-08-11 12:28:11.000000,18.0,13387.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,37347.0,2.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2021-08-13 08:05:12.035000,,4364.0,,,,,,,,
