,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
75,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,22,True,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-08-31 21:50:44.000000,2021-08-26 11:23:10.000000,37.0,47.0,101.0,219.0,201.0,2021-08-06 11:26:20.000000,1.8.1,,45820.0,46.0,10.0,4.0,10.0,https://pypi.org/project/ipyvuetify,MIT,2021-08-06 11:26:20.000000,6.0,43617.0,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,57290.0,2.0,,,,,,,,,,,,,,,,,,
76,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,True,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-08-02 17:37:33.000000,2021-05-24 03:32:18.000000,27.0,55.0,1352.0,206.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,1074.0,1074.0,33.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
77,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,29.0,20.0,190.0,209.0,2021-03-29 11:25:34.632000,0.6.0,,38402.0,12.0,359.0,343.0,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,16.0,33650.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,210817.0,2.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632000,0.0,450.0,,,,,,,,
78,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,True,cytoscape/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-08-04 16:24:23.000000,2021-07-27 08:52:42.000000,44.0,48.0,84.0,159.0,621.0,2021-06-18 12:21:51.000000,1.2.1,3.0,1247.0,17.0,40.0,40.0,26.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,22449.0,2.0,,,,,,,,,,,,,,,,,,
79,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-09-01 18:09:52.000000,2021-09-01 18:09:44.000000,552.0,50.0,39.0,5622.0,631.0,2020-10-27 19:53:29.453000,5.11.0,,381.0,71.0,3.0,3.0,27.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453000,,381.0,,,,,,,,
80,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-09-01 00:27:04.000000,2021-09-01 00:27:04.000000,639.0,130.0,166.0,4869.0,587.0,2021-01-20 07:28:10.000000,0.9.0,,3446.0,30.0,1.0,,60.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2021-01-20 07:28:10.000000,1.0,3446.0,,,,2.0,,,,,,,,,,,,,,,,,,
81,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,21,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-06-15 08:12:16.000000,2020-12-02 09:03:55.000000,485.0,152.0,400.0,1939.0,1382.0,,,,17649.0,,6.0,6.0,83.0,,BSD-3-Clause,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1923829.0,,,,,,,,,,,,,
82,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-08-31 21:53:05.000000,2021-04-10 13:03:02.000000,77.0,38.0,112.0,828.0,163.0,2021-04-10 13:07:39.934000,3.0.9,,11647.0,11.0,3.0,3.0,16.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934000,,11647.0,,,,,,,,
83,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,21,True,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-08-31 21:53:11.000000,2021-06-29 12:29:51.000000,56.0,37.0,25.0,492.0,101.0,2021-04-29 10:22:28.814000,0.9.0,,5614.0,11.0,111.0,111.0,16.0,,BSD-3-Clause,,,,,,,1.0,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814000,,5614.0,,,,,,,,
84,Code Formatter,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-08-31 21:43:12.000000,2021-04-02 15:15:07.000000,37.0,21.0,114.0,466.0,353.0,2021-04-02 15:07:25.000000,1.4.10,,28903.0,54.0,2.0,,30.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2021-04-02 15:07:25.000000,2.0,20264.0,,,,2.0,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2021-04-02 15:06:23.719000,,8639.0,,,,,,,,
85,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter/enterprise_gateway,,kernels,21,True,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-09-07 19:45:43.000000,2021-08-22 16:39:58.000000,151.0,100.0,393.0,452.0,1096.0,2021-08-18 15:16:46.000000,2.5.1,10637.0,1099.0,27.0,1.0,,82.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,873.0,,,,2.0,,,,,,,,,,,,,,,,,,
86,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,21,False,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,59.0,17.0,37.0,443.0,32.0,2018-01-15 18:14:37.000000,0.9.0,,15072.0,10.0,219.0,185.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000000,34.0,15072.0,,,,3.0,,,,,,,,,,,,,,,,,,
87,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-08-17 09:21:01.475000,2021-07-22 10:14:46.000000,277.0,16.0,231.0,393.0,,2021-03-26 10:26:12.000000,12.0.0,,7629.0,15.0,139.0,99.0,62.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2021-07-22 10:16:21.000000,40.0,7366.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475000,8947.0,2.0,,,,,,,,,,,,,,,,,,
88,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,21,True,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-08-31 10:20:17.000000,2021-08-19 19:38:23.000000,49.0,67.0,100.0,378.0,875.0,2021-05-14 15:18:42.716000,0.32.1,64.0,8763.0,64.0,4.0,,19.0,https://pypi.org/project/itkwidgets,Apache-2.0,2021-05-14 15:16:38.000000,4.0,6622.0,,,,3.0,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2021-05-14 15:18:42.716000,,2138.0,,,,,,,,
89,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,21,True,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2021-08-24 23:56:48.000000,2021-08-24 23:55:59.000000,115.0,14.0,159.0,362.0,557.0,2021-08-25 00:19:46.000000,2.5.1,104.0,5424.0,27.0,6.0,,43.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2021-08-24 23:55:16.000000,6.0,5422.0,,,,2.0,,,,,,,,,,,,,,,,,,
90,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,21,True,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-04-29 18:43:27.000000,2021-04-29 18:43:27.000000,43.0,32.0,73.0,128.0,346.0,2020-09-21 17:37:11.000000,0.3.2,,66146.0,8.0,17.0,,23.0,https://pypi.org/project/jupyter_sphinx,BSD-3-Clause,2018-08-06 23:12:20.000000,17.0,66146.0,,,,2.0,,,,,,,,,,,,,,,,,,
91,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,21,True,greenape/mknotebooks,mknotebooks,,https://github.com/greenape/mknotebooks,2018-09-18 08:13:25.000000,2021-09-09 11:44:49.000000,2021-09-09 11:42:55.000000,17.0,8.0,23.0,81.0,909.0,2021-09-07 13:41:02.000000,0.7.0,,11544.0,450.0,124.0,114.0,13.0,https://pypi.org/project/mknotebooks,MIT,2021-09-09 11:44:49.000000,10.0,11544.0,,,,2.0,,,,,,,,,,,,,,,,,,
92,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-07-28 19:09:56.000000,2021-06-02 09:43:47.000000,338.0,145.0,1092.0,3729.0,2357.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,87.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
93,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,True,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-07-13 22:12:59.000000,2021-07-13 22:08:40.000000,275.0,15.0,66.0,2184.0,,2021-07-13 22:12:59.000000,0.13.2,,17654.0,4.0,,,10.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,19.0,494325.0,,,,,,,,,,,,,
94,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,20,True,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41.000000,174.0,13.0,14.0,915.0,196.0,2021-06-14 15:07:13.000000,1.1.0,,4472.0,10.0,0.0,,13.0,https://pypi.org/project/pyforest,MIT,2021-06-14 15:07:13.000000,0.0,4472.0,,,,2.0,,,,,,,,,,,,,,,,,,
95,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,20,False,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-03-10 10:08:52.000000,2017-11-16 19:29:56.000000,88.0,39.0,29.0,776.0,264.0,2017-11-16 17:59:43.000000,1.5.1,,5264.0,26.0,177.0,129.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000000,48.0,4440.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32170.0,3.0,,,,,,,,,,,,,,,,,,
96,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,False,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34.000000,134.0,22.0,8.0,511.0,41.0,2021-01-22 17:06:54.671000,0.4.0,,12302.0,10.0,136.0,135.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000000,1.0,,,,,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671000,,12302.0,,,,,,,,
97,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-09-01 00:03:13.000000,2021-07-14 22:24:46.000000,59.0,49.0,31.0,492.0,347.0,2021-07-06 17:15:27.404000,3.0.0,,3502.0,16.0,3.0,2.0,20.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2021-07-07 16:25:27.000000,1.0,649.0,,,,2.0,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404000,,2853.0,,,,,,,,
98,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-09-01 00:41:10.000000,2021-07-29 16:32:39.000000,33.0,18.0,13.0,389.0,177.0,2016-12-23 12:20:44.000000,1.0.4,,1542.0,2.0,22.0,22.0,3.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nbtutor,2021-08-22 15:03:42.049000,87941.0,3.0,,,,,,,,,,,,,,,,,,
99,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,True,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-04-26 19:20:13.000000,2021-04-26 19:20:06.000000,63.0,3.0,49.0,374.0,96.0,2020-06-09 08:23:50.000000,0.8.0,,5791.0,16.0,318.0,280.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000000,38.0,2966.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,129953.0,2.0,,,,,,,,,,,,,,,,,,
100,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,True,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24.000000,37.0,4.0,5.0,326.0,,2020-08-17 02:44:36.000000,1.0.0,,40399.0,15.0,104.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2020-08-17 02:44:36.000000,104.0,40399.0,,,,2.0,,,,,,,,,,,,,,,,,,
101,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,20,True,jupyter-xeus/xeus-python,xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,2018-10-12 13:18:30.000000,2021-09-09 14:39:22.000000,2021-09-09 14:11:22.000000,52.0,58.0,100.0,301.0,704.0,2021-05-27 14:27:40.000000,0.12.4,,23611.0,60.0,0.0,,16.0,https://pypi.org/project/xeus-python,BSD-3-Clause,2021-06-23 20:47:25.000000,0.0,,https://anaconda.org/conda-forge/xeus-python,2021-06-25 09:54:17.687000,779166.0,2.0,,,,,,,,,,,,,,,,,,
102,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,20,True,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24.000000,32.0,18.0,7.0,190.0,29.0,2020-03-12 16:09:39.000000,0.0.8,,8258.0,10.0,26.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,26.0,8258.0,,,,2.0,,,,,,,,,,,,,,,,,,
103,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,20,True,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-09-08 18:26:57.000000,2021-09-03 10:24:22.000000,21.0,16.0,35.0,177.0,599.0,2021-09-03 10:15:28.752000,3.0.2,2.0,1137.0,27.0,1.0,1.0,24.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360000,8547.0,2.0,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752000,,283.0,,,,,,,,
104,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,20,True,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2021-07-28 17:52:52.000000,2021-07-28 17:34:15.000000,14.0,2.0,41.0,165.0,,2021-07-28 17:34:35.000000,0.11.0,,21099.0,28.0,136.0,114.0,4.0,https://pypi.org/project/ipytest,MIT,2021-07-28 17:34:35.000000,22.0,21099.0,,,,3.0,,,,,,,,,,,,,,,,,,
105,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,True,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-08-09 01:17:36.000000,2021-05-05 12:02:36.000000,94.0,42.0,70.0,126.0,327.0,2021-04-07 15:14:58.000000,1.1.0,,479.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2021-04-07 15:14:58.000000,0.0,479.0,,,,2.0,,,,,,,,,,,,,,,,,,
106,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,True,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-08-26 08:02:21.000000,2021-08-26 08:02:18.000000,24.0,4.0,16.0,116.0,111.0,2021-08-26 08:02:17.096000,3.1.1,,4006.0,12.0,97.0,97.0,7.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-08-26 08:02:17.096000,,4006.0,,,,,,,,
107,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,20,True,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,7.0,3.0,5.0,25.0,266.0,2021-01-04 10:18:03.000000,4.2.0,,49236.0,16.0,389.0,363.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2021-01-04 10:18:03.000000,26.0,46584.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,103444.0,3.0,,,,,,,,,,,,,,,,,,
108,IHaskell,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,19,True,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-09-09 07:17:33.000000,2021-09-09 07:17:28.000000,241.0,43.0,680.0,2281.0,2013.0,2018-08-01 13:19:52.714000,0.0.6,,19.0,6.0,,,103.0,,MIT,,,,,,,2.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714000,,19.0,,,,,,,,
109,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-09-08 13:19:38.000000,2021-06-23 14:52:14.000000,203.0,118.0,112.0,1935.0,465.0,,,,3522.0,14.0,,,19.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2021-03-16 17:18:48.868000,116232.0,2.0,,,,,,,,,,,,,,,,,,
110,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-09-07 21:39:23.000000,2021-09-03 16:34:44.000000,789.0,23.0,256.0,1917.0,,2021-09-07 15:07:19.000000,e2679f9a71ed9c5961457be9a6331f58995c39efbfa524413e197431d4a95a65,,2480.0,47.0,,,142.0,,Apache-2.0,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-09-07 15:36:30.535270,155.0,190960.0,,,,,,,,,,,,,
111,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,True,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-09-01 18:10:30.000000,2021-09-01 14:23:22.000000,204.0,110.0,189.0,1395.0,989.0,,,1135.0,157.0,37.0,,,35.0,,BSD-3-Clause,,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,9962.0,,,,,,,,,,,,,
112,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-08-17 16:18:39.000000,2021-08-17 16:18:35.000000,8.0,41.0,138.0,644.0,693.0,2021-08-17 16:20:34.000000,0.7.4,15.0,16.0,10.0,147.0,147.0,44.0,,MIT,,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-05-28 09:43:26.289926,3.0,1291.0,,,,,,,,,,iruby,,,
113,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,19,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-06-06 22:41:26.000000,2021-01-22 17:01:16.000000,156.0,32.0,14.0,560.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,4.0,12.0,875.0,875.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2021-01-22 17:02:58.000000,0.0,,,,,3.0,,,,,,,,,,,-4.0,,,,,,,
114,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,19,True,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-08-31 17:28:38.000000,2021-08-31 17:28:35.000000,61.0,32.0,69.0,406.0,525.0,2021-03-11 21:19:20.467000,3.1.2,,5103.0,30.0,1.0,1.0,23.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2021-03-11 21:19:20.467000,,5103.0,,,,,,,,
115,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,19,False,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,54.0,31.0,131.0,380.0,347.0,2018-06-11 13:11:15.000000,0.28.4,,25662.0,97.0,5.0,,16.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,25662.0,,,,2.0,,,,,,,,,,,,,,,,,,
116,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,False,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-08-10 23:18:25.000000,2020-03-04 03:38:48.000000,72.0,23.0,34.0,295.0,192.0,2020-03-04 03:40:19.000000,2.0.0,,2239.0,21.0,4.0,2.0,12.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2020-03-04 03:40:19.000000,2.0,,,,,2.0,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2020-03-04 03:39:30.578000,,2239.0,,,,,,,,
117,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-widgets,,widgets,19,True,microsoft/responsible-ai-widgets,raiwidgets,,https://github.com/microsoft/responsible-ai-widgets,2020-07-06 20:46:53.000000,2021-09-09 06:20:42.000000,2021-09-09 05:48:39.000000,65.0,87.0,112.0,254.0,,2021-09-02 20:00:18.000000,0.10.0,,3197.0,23.0,15.0,15.0,18.0,https://pypi.org/project/raiwidgets,MIT,2021-09-02 20:00:18.000000,0.0,3197.0,,,,3.0,,,,,,,,,,,,,,,,,,
118,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,19,True,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37.000000,23.0,24.0,25.0,220.0,,2021-01-06 19:12:18.000000,0.4.2,,47559.0,7.0,86.0,66.0,11.0,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2021-01-06 19:12:18.000000,20.0,47559.0,,,,3.0,,,,,,,,,,,,,,,,,,
