,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id,updated_github_id
81,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,21,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-01-18 18:24:24.000000,2020-07-16 08:00:16.000000,29.0,34.0,19.0,161.0,206.0,2019-07-04 12:53:46.000000,0.5.0,,9555.0,12.0,16.0,,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,16.0,4940.0,https://anaconda.org/conda-forge/ipywebrtc,2020-10-15 16:10:33.776000,168013.0,2.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2018-11-21 12:33:58.052000,0.0,615.0,,,,,,,,,
82,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,21,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-01-26 18:12:18.000000,2020-12-14 10:15:47.000000,143.0,53.0,72.0,145.0,162.0,2020-08-28 12:01:56.000000,1.3.2,,3461.0,9.0,70.0,63.0,28.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,2943.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,16588.0,1.0,,,,,,,,,,,,,,,,,,,
83,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,21,True,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2020-10-29 20:16:45.000000,2020-10-29 20:16:43.000000,35.0,31.0,66.0,103.0,327.0,2020-09-21 17:37:11.000000,0.3.2,,15946.0,8.0,17.0,,21.0,https://pypi.org/project/jupyter_sphinx,BSD-3-Clause,2018-08-06 23:12:20.000000,17.0,15946.0,,,,2.0,,,,,,,,,,,,,,,,,,,
84,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,21,False,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-02-11 12:21:11.000000,2021-02-11 12:20:48.000000,26.0,6.0,11.0,24.0,205.0,2021-01-08 16:02:18.000000,0.7.11,,8482.0,19.0,31.0,29.0,16.0,https://pypi.org/project/jupyter-packaging,BSD-3-Clause,2021-02-11 12:21:11.000000,2.0,7844.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-01-08 17:12:04.800000,5747.0,3.0,,,,,,,,,,,,,,,,,,,
85,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-02-10 10:57:48.000000,2021-02-10 10:56:55.000000,332.0,145.0,1048.0,3671.0,2168.0,2021-02-01 02:10:26.000000,2.14.7,,,82.0,,,85.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
86,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,20,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2020-10-28 18:05:00.000000,2020-10-28 18:04:49.000000,191.0,40.0,116.0,2785.0,377.0,2020-07-22 09:44:18.000000,0.7.1,36.0,1348.0,13.0,,,26.0,,MIT,,,,,,,2.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,5.0,82235.0,,,,,,,,,github.com/gopherdata/gophernotes,,,,,
87,IHaskell,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,20,True,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-01-28 18:04:04.000000,2021-01-28 18:03:32.000000,231.0,37.0,656.0,2221.0,1878.0,2018-08-01 13:12:37.900000,0.0.5,,19.0,5.0,4.0,4.0,99.0,,MIT,,,,,,,2.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:12:37.900000,,19.0,,-1.0,,,,,,,
88,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,True,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-02-08 17:03:48.000000,2021-01-15 13:13:35.000000,208.0,25.0,50.0,1740.0,,2021-01-11 00:36:32.000000,0.12.1,,16054.0,3.0,,,9.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-01-11 00:11:14.480525,15.0,337147.0,,,,,,,,,,,,,,
89,elyra,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,20,True,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-02-10 23:16:22.000000,2021-02-06 06:19:29.000000,119.0,149.0,598.0,802.0,821.0,2021-01-27 23:23:21.000000,2.0.1,,839.0,38.0,12.0,12.0,16.0,https://pypi.org/project/elyra,Apache-2.0,2021-01-27 23:23:21.000000,0.0,513.0,https://anaconda.org/conda-forge/elyra,2021-01-13 18:23:08.007000,1961.0,2.0,,,,,,,,,,,,,,,,,,,
90,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,20,False,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2020-11-03 15:07:00.000000,2017-11-16 19:29:56.000000,83.0,38.0,29.0,758.0,264.0,2017-11-16 17:59:43.000000,1.5.1,,2687.0,26.0,132.0,112.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000000,20.0,1722.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,30908.0,3.0,,,,,,,,,,,,,,,,,,,
91,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,20,False,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2019-12-13 22:49:07.000000,2019-12-03 21:57:25.000000,119.0,34.0,67.0,556.0,220.0,2019-06-03 21:24:10.000000,0.10.2,,3536.0,20.0,108.0,90.0,20.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000000,18.0,3536.0,,,,3.0,,,,,,,,,,,,,,,,,,,
92,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,20,True,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-05 01:24:34.000000,2020-02-16 06:42:48.000000,64.0,37.0,26.0,442.0,69.0,2020-02-16 07:15:03.000000,0.2.0,,8316.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000000,31.0,8316.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,
93,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,20,True,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-02-08 22:12:30.000000,2021-02-08 22:11:10.000000,59.0,35.0,66.0,389.0,458.0,2021-01-05 22:16:44.757000,3.0.0,,5626.0,27.0,1.0,1.0,23.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2021-01-05 22:16:44.757000,,5626.0,,,,,,,,,
94,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,20,True,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2020-09-29 21:19:31.000000,2020-09-29 21:19:30.000000,99.0,12.0,149.0,333.0,537.0,2020-08-18 18:00:44.000000,2.4.3,74.0,9553.0,26.0,6.0,,36.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2020-08-18 17:56:44.000000,6.0,9551.0,,,,2.0,,,,,,,,,,,,,,,,,,,
95,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/QuantStack/ipycytoscape,,widgets,20,True,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/QuantStack/ipycytoscape,2020-02-05 13:46:52.000000,2021-02-10 08:17:24.000000,2021-02-08 07:54:21.000000,38.0,52.0,63.0,120.0,523.0,2021-01-05 04:00:14.000000,1.2.0,,1068.0,15.0,21.0,21.0,24.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/ipycytoscape,2021-01-05 07:41:06.454000,11753.0,3.0,,,,,,,,,,,,,,,,,,,
96,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,20,True,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-01-26 09:17:29.000000,2021-01-26 09:17:27.000000,29.0,6.0,13.0,36.0,73.0,2020-12-04 12:44:11.000000,1.0.0,,1141.0,5.0,59.0,50.0,7.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2020-12-04 12:44:11.000000,9.0,1141.0,,,,2.0,,,,,,,,,,,,,,,,,,,
97,Native Authenticator,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,20,True,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-01-31 12:16:43.000000,2021-01-31 12:16:42.000000,41.0,16.0,40.0,35.0,262.0,2021-01-14 22:35:59.000000,0.0.7,,1694.0,7.0,17.0,17.0,16.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2021-01-14 22:35:59.000000,,1694.0,,,,2.0,,,,,,,,,,,,,,,,,,,
98,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,True,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-02-08 20:07:34.000000,2021-01-08 22:33:25.000000,345.0,80.0,661.0,2183.0,694.0,2020-11-30 18:49:34.000000,1.23.1,,,40.0,,,98.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
99,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-01-27 16:30:21.000000,2021-01-27 16:30:20.000000,186.0,100.0,107.0,1712.0,457.0,,,,3307.0,13.0,,,17.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2021-01-22 09:08:17.369000,85986.0,2.0,,,,,,,,,,,,,,,,,,,
100,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,True,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-02-04 17:50:01.000000,2021-02-03 19:10:17.000000,136.0,36.0,17.0,1013.0,41.0,2021-02-03 19:12:47.000000,0.2.0,,1656.0,12.0,15.0,15.0,7.0,https://pypi.org/project/colabcode,MIT,2021-02-03 19:12:47.000000,,1656.0,,,,3.0,,,,,,,,,,,,,,,,,,,
101,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-02-08 05:28:33.000000,2021-02-08 05:28:33.000000,64.0,59.0,125.0,592.0,617.0,2019-09-08 08:27:43.000000,0.4.0,12.0,7.0,3.0,139.0,139.0,42.0,,MIT,,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2020-01-13 07:14:18.703415,,528.0,,,,,,,,,,iruby,,,,
102,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,True,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-01-19 14:40:37.214000,2021-01-19 14:26:52.000000,93.0,34.0,35.0,441.0,313.0,2021-01-19 14:40:37.214000,1.8.0,,6505.0,38.0,0.0,,18.0,https://pypi.org/project/witwidget,Apache-2.0,2021-01-19 14:40:21.000000,0.0,3266.0,,,,3.0,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-01-19 14:40:37.214000,,3239.0,,,,,,,,,
103,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,False,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,57.0,16.0,37.0,419.0,32.0,2018-01-15 18:14:37.000000,0.9.0,,3308.0,10.0,158.0,144.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000000,14.0,3308.0,,,,3.0,,,,,,,,,,,,,,,,,,,
104,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter/enterprise_gateway,,kernels,19,True,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-02-05 01:35:21.000000,2021-01-18 17:13:54.000000,128.0,72.0,376.0,401.0,1071.0,2020-11-30 18:14:15.000000,2.4.0,8467.0,411.0,25.0,1.0,,75.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,200.0,,,,2.0,,,,,,,,,,,,,,,,,,,
105,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,19,True,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-01-30 00:58:02.504000,2020-11-30 15:55:07.000000,49.0,23.0,94.0,356.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,6620.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-01-30 00:58:02.504000,370724.0,2.0,,,,,,,,,,,,,,,,,,,
106,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,True,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-02-02 21:32:07.000000,2021-02-02 21:32:06.000000,43.0,42.0,30.0,344.0,322.0,2020-08-11 15:42:42.282000,2.0.1,,4012.0,15.0,3.0,2.0,17.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2020-03-04 03:43:10.000000,1.0,486.0,,,,2.0,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2020-08-11 15:42:42.282000,,3526.0,,,,,,,,,
107,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,19,True,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2020-11-09 20:50:58.000000,2020-11-04 01:10:24.000000,37.0,4.0,5.0,325.0,,2020-02-02 07:08:00.000000,0.6.7,,21143.0,15.0,104.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2020-08-17 02:44:36.000000,104.0,21143.0,,,,2.0,,,,,,,,,,,,,,,,,,,
108,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,19,True,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-01-06 19:16:05.000000,2021-01-06 19:15:51.000000,20.0,24.0,21.0,204.0,,2021-01-06 19:12:18.000000,0.4.2,,37568.0,7.0,32.0,12.0,10.0,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2021-01-06 19:12:18.000000,20.0,37568.0,,,,3.0,,,,,,,,,,,,,,,,,,,
109,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,19,True,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-01-05 07:12:58.000000,2021-01-05 06:49:02.000000,20.0,43.0,40.0,187.0,583.0,2021-01-05 06:47:54.000000,0.2.6,,536.0,37.0,38.0,1.0,6.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000000,37.0,536.0,,,,3.0,,,,,,,,,,,,,,,,,,,
110,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,True,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-01-08 04:19:39.000000,2021-01-08 04:19:33.000000,28.0,16.0,7.0,162.0,29.0,2020-03-12 16:09:39.000000,0.0.8,,3325.0,10.0,13.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,13.0,3325.0,,,,3.0,,,,,,,,,,,,,,,,,,,
111,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,19,True,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2021-01-15 16:35:10.000000,2021-01-15 16:31:06.000000,32.0,22.0,7.0,162.0,35.0,2021-01-15 16:35:10.000000,0.5.0,,3267.0,6.0,7.0,3.0,8.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000000,4.0,913.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-01-15 16:27:22.402000,,2354.0,,,,,,,,,
112,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,19,True,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-02-05 18:50:20.000000,2020-11-12 15:52:32.000000,27.0,10.0,57.0,160.0,,2020-11-12 15:58:55.000000,2.0.4,,64089.0,9.0,,,13.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2020-11-12 15:58:55.000000,,791.0,,,,2.0,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2020-07-14 08:53:23.430000,,63298.0,,,,,,,,,
113,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/Valassis-Digital-Media/spylon-kernel,,kernels,19,False,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/Valassis-Digital-Media/spylon-kernel,2016-11-21 02:23:14.000000,2018-10-05 21:02:27.447000,2018-09-20 15:43:57.000000,22.0,15.0,17.0,126.0,188.0,2017-03-05 04:26:44.000000,0.2.0,,2138.0,14.0,48.0,48.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000000,,862.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,61249.0,2.0,,,,,,,,,,,,,,,,,,,
114,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,19,False,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43.000000,3.0,,4.0,12.0,172.0,2021-01-05 12:56:20.000000,0.6.0,,1519.0,9.0,45.0,45.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000000,0.0,70.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793000,46393.0,3.0,,,,,,,,,,,,,,,,,,,
115,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,True,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2021-02-10 12:40:24.000000,2021-02-10 02:47:00.000000,261.0,252.0,326.0,1813.0,2245.0,,,,,1.0,5.0,5.0,67.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,binderhub,,,
116,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,18,True,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-02-02 23:02:48.000000,2021-01-14 09:50:09.000000,195.0,88.0,183.0,1353.0,884.0,,,1053.0,121.0,34.0,,,32.0,,BSD-3-Clause,,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-01-14 10:51:31.805303,5.0,6171.0,,,,,,,,,,,,,,
117,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,True,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2020-08-24 06:43:31.000000,2020-08-18 05:47:40.000000,153.0,13.0,11.0,761.0,183.0,2020-04-17 13:38:41.000000,1.0.3,,1390.0,9.0,0.0,,13.0,https://pypi.org/project/pyforest,MIT,2020-04-17 13:38:41.000000,0.0,1390.0,,,,3.0,,,,,,,,,,,,,,,,,,,
118,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,18,False,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,96.0,31.0,53.0,531.0,86.0,2019-07-22 16:07:09.000000,0.7.2,2835.0,2841.0,10.0,16.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000000,16.0,2793.0,,,,2.0,,,,,,,,,,,,,,,,,,,
119,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,18,False,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2019-05-01 16:17:44.000000,2018-04-16 21:58:03.000000,30.0,7.0,11.0,496.0,56.0,2018-01-08 14:51:41.000000,0.1.15,,361.0,14.0,50.0,49.0,9.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000000,1.0,361.0,,,,2.0,,,,,,,,,,,,,,,,,,,
120,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,18,True,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2020-02-03 14:29:33.000000,2020-02-03 14:29:31.000000,43.0,12.0,28.0,453.0,206.0,2018-08-17 14:49:57.000000,0.8.0,,2447.0,9.0,7.0,7.0,8.0,https://pypi.org/project/ansible-kernel,Apache-2.0,2018-08-17 14:49:57.000000,,82.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,5868.0,2.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66321.0,,,,,,,,,,,,,,
121,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,18,False,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2020-10-15 14:07:05.970000,2016-12-23 12:16:35.000000,28.0,14.0,11.0,373.0,175.0,2016-12-23 12:20:44.000000,1.0.4,,1419.0,2.0,19.0,19.0,2.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nbtutor,2020-10-15 14:07:05.970000,70964.0,3.0,,,,,,,,,,,,,,,,,,,
122,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,18,True,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,53.0,20.0,129.0,350.0,347.0,2018-06-11 13:11:15.000000,0.28.4,,6579.0,97.0,5.0,,16.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,6579.0,,,,2.0,,,,,,,,,,,,,,,,,,,
123,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2020-12-11 04:34:14.000000,2020-06-22 15:55:30.000000,60.0,27.0,65.0,331.0,511.0,2020-05-27 00:10:19.202000,2.0.0,,4564.0,32.0,2.0,2.0,13.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202000,,4564.0,,,,,,,,,
