,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
10,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,31,True,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-07-09 23:50:42.000000,2021-07-09 13:48:44.000000,204.0,130.0,152.0,231.0,1947.0,2021-04-12 07:16:17.000000,6.2.0,,11025736.0,39.0,3594.0,,102.0,https://pypi.org/project/jupyter-client,BSD-3-Clause,2021-04-12 20:29:03.000000,3594.0,11025736.0,,,,1.0,,,,,,,,,,,,,,,,,,
11,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,31,True,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-06-10 23:11:54.000000,2021-06-10 23:11:53.000000,113.0,38.0,63.0,145.0,752.0,2021-04-02 04:40:44.000000,5.1.3,,11793032.0,21.0,130880.0,114840.0,58.0,https://pypi.org/project/nbformat,BSD-3-Clause,2021-04-02 04:40:44.000000,16040.0,11706741.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,5436339.0,1.0,,,,,,,,,,,,,,,,,,
12,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,30,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-07-15 06:44:26.445000,2021-07-14 22:57:35.000000,291.0,70.0,383.0,4702.0,2190.0,2021-07-14 23:01:45.000000,1.11.4,,279548.0,100.0,1808.0,1700.0,62.0,https://pypi.org/project/jupytext,MIT,2021-07-14 23:01:45.000000,108.0,257269.0,https://anaconda.org/conda-forge/jupytext,2021-07-15 06:44:26.445000,197604.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-06-10 05:02:37.901000,,16104.0,,,,,,,,
13,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,30,True,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-07-15 11:00:11.000000,2021-07-15 11:00:10.000000,191.0,351.0,945.0,1258.0,1522.0,2021-04-15 09:58:42.000000,0.11.3,,159634.0,105.0,1769.0,1733.0,72.0,https://pypi.org/project/panel,BSD-3-Clause,2021-07-12 14:17:44.000000,36.0,151865.0,https://anaconda.org/conda-forge/panel,2021-04-15 10:16:04.506000,256403.0,1.0,,,,,,,,,,,,,,,,,,
14,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,29,True,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-07-15 08:27:49.000000,2021-07-14 11:20:26.000000,1590.0,172.0,1813.0,6582.0,,2021-05-12 15:21:10.000000,1.4.1,,138717.0,44.0,1937.0,1427.0,248.0,https://pypi.org/project/jupyterhub,BSD-3-Clause,2021-05-12 15:21:10.000000,510.0,105420.0,https://anaconda.org/conda-forge/jupyterhub,2021-05-14 20:52:36.475000,414058.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-06-09 13:30:10.294586,291.0,2262641.0,,,,,,,,,,,,,
15,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,29,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-07-14 11:25:54.000000,2021-07-01 06:06:55.000000,331.0,232.0,294.0,3371.0,903.0,2021-04-28 14:59:39.000000,0.2.10,,47095.0,58.0,4339.0,4313.0,50.0,https://pypi.org/project/voila,BSD-3-Clause,2021-04-28 14:59:39.000000,26.0,39036.0,https://anaconda.org/conda-forge/voila,2021-04-28 16:36:18.470000,130185.0,1.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,4114.0,,,,,,,,
16,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-07-13 21:58:24.000000,2021-07-13 21:58:24.000000,415.0,34.0,2028.0,2148.0,10224.0,2021-02-13 17:21:54.000000,8.1.3,,2230.0,73.0,647.0,377.0,221.0,https://pypi.org/project/nikola,MIT,2021-02-13 17:18:18.000000,270.0,2230.0,,,,1.0,,,,,,,,,,,,,,,,,,
17,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-07-15 07:20:58.000000,2021-07-15 07:20:58.000000,300.0,165.0,265.0,1154.0,945.0,2021-06-17 16:00:18.000000,0.14.0,,84161.0,71.0,1034.0,934.0,68.0,https://pypi.org/project/ipyleaflet,MIT,2021-06-17 16:00:18.000000,98.0,47773.0,https://anaconda.org/conda-forge/ipyleaflet,2021-06-17 16:32:56.948000,715480.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-06-17 15:58:50.351000,2.0,24848.0,,,,,,,,
18,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,29,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-06-15 20:20:04.000000,2021-05-07 14:58:22.000000,152.0,115.0,97.0,1099.0,305.0,2021-03-22 22:31:41.750000,0.9.0,,108650.0,36.0,1693.0,1641.0,23.0,https://pypi.org/project/ipympl,BSD-3-Clause,2021-03-22 22:31:30.000000,52.0,61260.0,,,,1.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2021-03-22 22:31:41.750000,,47390.0,,1.0,,,,,,
19,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,29,True,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-07-13 12:28:49.000000,2021-06-02 09:01:23.000000,28.0,20.0,47.0,68.0,197.0,2021-02-26 08:08:24.000000,0.5.3,,10552359.0,14.0,22636.0,22636.0,20.0,https://pypi.org/project/nbclient,BSD-3-Clause,2021-02-26 08:08:24.000000,0.0,10467316.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,1445737.0,1.0,,,,,,,,,,,,,,,,,,
20,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-07-13 18:38:40.089000,2021-06-18 10:48:06.000000,2028.0,65.0,49.0,11203.0,521.0,2021-05-18 18:28:04.505000,5.0.12,,104274.0,86.0,101.0,101.0,13.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2021-07-13 18:38:40.089000,0.0,104274.0,,,,,,,,
21,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-07-14 16:41:14.000000,2021-07-14 16:41:14.000000,955.0,205.0,196.0,8580.0,631.0,2018-11-22 17:02:16.000000,0.20.0,,34814.0,116.0,2511.0,2321.0,41.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000000,190.0,34814.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,
22,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,28,True,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-05-21 19:21:38.000000,2021-04-06 05:51:36.000000,737.0,332.0,447.0,4630.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,219898.0,16.0,494.0,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000000,494.0,219898.0,,,,1.0,,,,,,,,,,,,,,,,,,
23,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,28,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-07-15 13:56:43.000000,2021-07-15 12:49:54.000000,409.0,192.0,346.0,3114.0,3401.0,2021-06-08 14:43:56.000000,0.12.29,,87351.0,96.0,148.0,26.0,53.0,https://pypi.org/project/bqplot,Apache-2.0,2021-06-08 14:39:27.000000,112.0,64462.0,https://anaconda.org/conda-forge/bqplot,2021-06-08 14:57:52.705000,683007.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-06-08 14:36:47.182000,10.0,11873.0,,,,,,,,
24,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-06-28 01:56:15.000000,2021-06-24 13:15:03.000000,125.0,58.0,215.0,2048.0,1934.0,2021-04-14 17:37:10.000000,3.0.0,,255282.0,24.0,262.0,50.0,32.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-05-25 16:15:59.000000,212.0,180479.0,https://anaconda.org/conda-forge/nbdime,2021-05-25 19:33:13.127000,340929.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-04-14 17:36:09.471000,,68605.0,,,,,,,,
25,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-07-07 18:46:22.000000,2021-06-29 17:43:55.000000,237.0,102.0,37.0,1403.0,253.0,2020-05-02 15:29:58.000000,0.4.0,,75281.0,16.0,2079.0,1957.0,44.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,122.0,73315.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,116005.0,1.0,,,,,,,,,,,,,,,,,,
26,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-07-08 22:06:15.000000,2021-06-16 06:25:45.000000,312.0,92.0,222.0,4236.0,,2021-03-09 17:54:04.000000,2.3.3,,410143.0,70.0,1581.0,1431.0,91.0,https://pypi.org/project/papermill,BSD-3-Clause,2021-03-09 17:54:04.000000,150.0,405292.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,169819.0,2.0,,,,,,,,,,,,,,,,,,
27,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,27,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-07-15 06:09:31.000000,2021-07-15 06:09:30.000000,377.0,65.0,359.0,3442.0,4595.0,2021-06-17 08:14:42.000000,0.9.0,,4378.0,48.0,205.0,197.0,64.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-07-08 06:14:18.000000,8.0,2379.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-07-08 04:55:21.064000,,1999.0,,,,,,,,
28,Jupyter Book,"Build beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,27,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-07-15 01:15:42.000000,2021-07-15 00:59:18.000000,364.0,316.0,523.0,2321.0,1264.0,2021-07-15 01:08:34.000000,0.11.2,,17009.0,35.0,44.0,,81.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2021-07-15 01:15:42.000000,44.0,17009.0,,,,2.0,,,,,,,,,,,,,,,,,,
29,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,27,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-06-09 09:47:46.784000,2021-06-08 20:38:53.000000,361.0,131.0,250.0,1007.0,1135.0,2021-06-08 20:44:55.000000,0.19.0,,41002.0,47.0,229.0,195.0,53.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-06-08 20:44:55.000000,34.0,40316.0,https://anaconda.org/conda-forge/sparkmagic,2021-06-09 09:47:46.784000,32272.0,1.0,,,,,,,,,,,,,,,,,,
30,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-07-11 16:05:49.000000,2021-07-08 11:56:05.000000,189.0,85.0,389.0,916.0,1654.0,2021-05-03 06:32:34.000000,0.30.1,,105057.0,42.0,43.0,13.0,62.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2021-06-10 06:24:47.000000,30.0,102529.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-05-03 09:08:47.801000,78396.0,1.0,,,,,,,,,,,,,,,,,,
31,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-05-06 12:01:08.000000,2021-05-06 12:01:05.000000,834.0,76.0,76.0,6616.0,264.0,2019-07-24 15:57:06.000000,1.0.0,,67439.0,4.0,64.0,58.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:57:06.000000,6.0,67439.0,,,,2.0,,,,,,,,,,,,,,,,,,
32,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-06-29 18:27:17.000000,2021-06-22 23:34:46.000000,546.0,146.0,1508.0,5576.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1215028.0,23342.0,66.0,5.0,,169.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,3745.0,,,,2.0,,,,,,,,,,,,,,,,,,
33,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,26,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,356.0,127.0,279.0,3055.0,737.0,2020-10-29 01:31:20.000000,5.7.1,,10553.0,28.0,1838.0,1528.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,310.0,6546.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,164290.0,2.0,,,,,,,,,,,,,,,,,,
34,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,26,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-07-13 07:31:39.000000,2021-07-10 07:04:09.000000,795.0,66.0,223.0,2005.0,,2020-05-05 18:42:38.000000,6.3.0,,65918.0,25.0,2116.0,1626.0,101.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2021-07-10 07:07:59.000000,490.0,58394.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,474012.0,2.0,,,,,,,,,,,,,,,,,,
35,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-06-29 19:32:16.000000,2021-06-18 12:46:59.000000,212.0,176.0,123.0,1646.0,930.0,2019-07-07 19:46:13.862000,0.5.2,,32885.0,46.0,588.0,536.0,39.0,https://pypi.org/project/ipyvolume,MIT,2021-04-13 12:23:25.000000,48.0,23604.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,301712.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-04-13 12:31:01.403000,4.0,3589.0,,,,,,,,
36,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,26,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,162.0,163.0,260.0,1019.0,2157.0,2021-02-01 03:34:36.000000,1.1.19,,21225.0,92.0,253.0,209.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,44.0,19712.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,30276.0,2.0,,,,,,,,,,,,,,,,,,
37,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-05-19 21:33:58.000000,2021-01-27 08:24:41.000000,42.0,35.0,60.0,356.0,435.0,2020-07-30 10:58:32.000000,0.9.6,,77032.0,19.0,1256.0,1080.0,26.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-07-30 10:58:32.000000,176.0,74209.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,143987.0,2.0,,,,,,,,,,,,,,,,,,
38,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,26,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-06-29 18:31:20.000000,2021-05-28 11:09:20.000000,297.0,31.0,175.0,304.0,883.0,2021-02-04 12:01:00.000000,0.13.0,,39214.0,26.0,272.0,214.0,94.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-04-09 15:30:43.000000,58.0,38659.0,https://anaconda.org/conda-forge/oauthenticator,2021-04-09 17:37:22.688000,14992.0,1.0,,,,,,,,,,,,,,,,,,
