,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
53,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,24,True,nglviewer/nglview,nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,2015-11-09 16:48:57.000000,2021-06-11 04:58:09.722000,2021-06-11 00:28:00.000000,92.0,28.0,372.0,469.0,1397.0,2021-06-11 00:32:29.000000,3.0.3,177.0,9189.0,75.0,42.0,2.0,33.0,https://pypi.org/project/nglview,MIT,2021-06-11 00:32:29.000000,40.0,2580.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722000,350178.0,2.0,,,,,,,,,,,,,,,,,,
54,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,24,True,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-06-02 07:55:09.000000,2021-03-24 00:04:45.000000,119.0,52.0,79.0,177.0,560.0,2021-03-24 00:04:25.000000,6.4.0,,6821568.0,15.0,0.0,,54.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2021-03-24 00:04:25.000000,0.0,6821568.0,,,,3.0,,,,,,,,,,,,,,,,,,
55,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,24,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-08-10 13:56:15.000000,2021-08-04 08:02:42.000000,93.0,66.0,79.0,172.0,683.0,2021-07-03 06:36:23.000000,3.1.0,,59303.0,25.0,95.0,1.0,53.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2021-07-03 06:36:23.000000,94.0,45301.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-07-04 06:56:46.142000,420089.0,1.0,,,,,,,,,,,,,,,,,,
56,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,149.0,58.0,76.0,154.0,167.0,2020-08-28 12:01:56.000000,1.3.2,,8111.0,9.0,82.0,75.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,7568.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,20655.0,1.0,,,,,,,,,,,,,,,,,,
57,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-06-24 15:48:32.000000,2021-06-24 15:45:56.000000,213.0,41.0,120.0,2983.0,387.0,2021-06-24 15:51:03.000000,0.7.3,40.0,1243.0,15.0,5.0,5.0,28.0,,MIT,,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,83308.0,,,,,,,,github.com/gopherdata/gophernotes,,,,,
58,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,23,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-08-02 04:58:43.000000,2021-07-16 18:41:00.000000,762.0,9.0,13.0,2274.0,,2021-01-08 04:41:11.000000,0.2.0,,108876.0,92.0,70.0,8.0,4.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000000,,130.0,,,,2.0,,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-06-29 04:35:16.509000,62.0,108746.0,,,,,,,
59,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,23,True,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-06-29 04:35:16.509000,2021-06-27 17:45:42.000000,762.0,5.0,13.0,2274.0,,2020-12-31 23:08:14.000000,0.3.0,,109056.0,92.0,70.0,8.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2020-12-31 23:08:14.000000,0.0,310.0,,,,2.0,,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-06-29 04:35:16.509000,62.0,108746.0,,,,,,,
60,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,23,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-06-16 07:25:16.000000,2021-06-16 07:25:16.000000,156.0,57.0,150.0,1623.0,325.0,2019-09-26 17:24:18.653000,5.2.0,,2149.0,32.0,89.0,51.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2019-09-26 17:24:18.653000,38.0,2149.0,,,,,,,
61,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,23,True,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-06-14 09:40:15.000000,2021-06-11 15:16:36.000000,200.0,42.0,23.0,1459.0,44.0,2021-06-11 15:17:12.000000,0.3.0,,28874.0,13.0,34.0,34.0,8.0,https://pypi.org/project/colabcode,MIT,2021-06-11 15:17:12.000000,,28874.0,,,,3.0,,,,,,,,,,,,,,,,,,
62,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,95.0,51.0,32.0,847.0,488.0,2018-12-29 12:36:16.000000,0.4.1,,234910.0,13.0,314.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,314.0,234910.0,,,,2.0,,,,,,,,,,,,,,,,,,
63,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,23,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-06-09 15:57:35.000000,2021-06-09 15:57:35.000000,212.0,12.0,,678.0,1138.0,2020-08-01 16:46:23.000000,0.4.0,,8414.0,13.0,9.0,,102.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,8414.0,,,,1.0,,,,,,,,,,,,,,,,,,
64,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-06-06 22:41:26.000000,2021-01-22 17:01:16.000000,149.0,32.0,14.0,548.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,34958.0,12.0,792.0,792.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2021-01-22 17:02:58.000000,0.0,34954.0,,,,2.0,,,,,,,,,,,,,,,,,,
65,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-08-04 01:54:44.000000,2021-06-18 11:53:42.000000,38.0,31.0,59.0,457.0,352.0,2021-06-18 11:59:19.000000,0.9.0,,14700.0,25.0,185.0,185.0,13.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2021-06-18 11:58:10.000000,0.0,13537.0,https://anaconda.org/conda-forge/ipycanvas,2021-06-18 12:16:48.874000,26762.0,2.0,,,,,,,,,,,,,,,,,,
66,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,23,True,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-08-11 21:51:27.565000,2021-08-02 08:17:20.000000,46.0,11.0,80.0,310.0,521.0,2021-06-03 20:52:09.000000,3.5.0,,34082.0,38.0,148.0,,10.0,https://pypi.org/project/vega,BSD-3-Clause,2021-06-03 20:52:09.000000,148.0,26842.0,https://anaconda.org/conda-forge/vega,2021-08-11 21:51:27.565000,448898.0,2.0,,,,,,,,,,,,,,,,,,
67,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,70.0,25.0,113.0,252.0,1071.0,2020-11-09 20:39:53.000000,0.27.5,,38203.0,88.0,565.0,471.0,28.0,https://pypi.org/project/metakernel,BSD-3-Clause,2020-11-09 20:39:53.000000,94.0,30501.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,492931.0,1.0,,,,,,,,,,,,,,,,,,
68,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,True,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-08-04 01:27:00.000000,2021-07-23 07:06:54.000000,58.0,28.0,25.0,248.0,162.0,2021-04-29 13:47:38.000000,0.6.0,,33881.0,4.0,55.0,55.0,16.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2021-04-29 13:31:58.000000,0.0,14015.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,337724.0,2.0,,,,,,,,,,,,,,,,,,
69,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,29.0,20.0,186.0,209.0,2021-03-29 11:25:34.632000,0.6.0,,39660.0,12.0,346.0,330.0,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,16.0,34863.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,206961.0,2.0,,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632000,0.0,486.0,,,,,,,
70,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,23,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-08-07 22:10:44.000000,2021-07-14 06:44:30.000000,52.0,35.0,60.0,137.0,,2021-06-24 11:38:53.000000,0.10.1,,72416.0,15.0,384.0,354.0,21.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2021-06-24 11:38:53.000000,30.0,71617.0,https://anaconda.org/conda-forge/nbgitpuller,2021-06-24 12:51:05.869000,20780.0,2.0,,,,,,,,,,,,,,,,,,
71,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,22,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-06-15 08:12:16.000000,2020-12-02 09:03:55.000000,485.0,152.0,400.0,1931.0,1382.0,,,,17502.0,,6.0,6.0,83.0,,BSD-3-Clause,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1890257.0,,,,,,,,,,,,,
72,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-08-09 22:58:47.479665,2021-08-02 11:47:04.000000,281.0,49.0,498.0,1457.0,583.0,2021-05-11 11:36:15.000000,1.2,,10993.0,16.0,,,40.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,42162.0,2.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-08-09 22:58:47.479665,39.0,939552.0,,,,,,,,,IRkernel,,,,
73,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-08-11 10:21:57.000000,2021-08-06 12:55:23.000000,269.0,163.0,298.0,1242.0,,2021-03-22 08:04:31.000000,2021.03.0,,3609.0,16.0,149.0,125.0,98.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2021-03-22 08:01:20.000000,24.0,3609.0,,,,2.0,,,,,,,,,,,,-3.0,,,,,,
74,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,22,False,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,143.0,66.0,136.0,717.0,1380.0,2019-07-21 08:49:48.715000,0.9.0,,21914.0,94.0,75.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2019-07-21 08:49:39.000000,74.0,15296.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,239021.0,3.0,,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1932.0,,,,,,,
75,Stencila,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,True,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-08-09 04:21:01.000000,2021-08-08 16:36:07.000000,38.0,23.0,459.0,601.0,4062.0,2021-08-08 09:23:04.000000,0.109.1,974.0,468.0,100.0,24.0,16.0,22.0,,Apache-2.0,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059000,8.0,126.0,,,,,,,
76,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,True,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-05-31 23:04:25.000000,2021-04-19 05:00:36.000000,121.0,35.0,67.0,576.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,13895.0,20.0,132.0,114.0,21.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000000,18.0,13895.0,,,,3.0,,,,,,,,,,,,,,,,,,
77,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,66.0,15.0,26.0,547.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,40078.0,20.0,1187.0,1063.0,15.0,https://pypi.org/project/watermark,BSD-3-Clause,2021-02-18 16:56:30.000000,124.0,37054.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,175411.0,2.0,,,,,,,,,,,,-2.0,,,,,,
78,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,22,True,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-08-11 12:55:17.098000,2021-08-11 12:20:28.000000,58.0,60.0,52.0,431.0,293.0,2021-08-11 12:28:11.000000,0.5.0,,16199.0,22.0,21.0,3.0,9.0,https://pypi.org/project/ipysheet,MIT,2021-08-11 12:28:11.000000,18.0,11369.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,35949.0,3.0,,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2020-04-30 08:49:24.146000,,3671.0,,,,,,,
79,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,22,True,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-08-11 02:20:25.000000,2021-08-11 02:20:22.000000,61.0,32.0,69.0,405.0,523.0,2021-03-11 21:19:20.467000,3.1.2,,81375.0,30.0,1.0,1.0,23.0,,BSD-3-Clause,,,,,,,1.0,,,,,,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2021-03-11 21:19:20.467000,,81375.0,,,,,,,
80,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,22,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-07-22 10:16:21.000000,2021-07-22 10:14:46.000000,260.0,89.0,229.0,389.0,,2021-03-26 10:26:12.000000,12.0.0,,7082.0,15.0,138.0,98.0,62.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2021-07-22 10:16:21.000000,40.0,6825.0,https://anaconda.org/conda-forge/dockerspawner,2019-04-26 00:50:54.465000,8500.0,2.0,,,,,,,,,,,,,,,,,,
81,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,22,True,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-08-11 00:45:05.000000,2021-08-06 11:18:19.000000,37.0,67.0,72.0,216.0,200.0,2021-08-06 11:26:20.000000,1.8.1,,44229.0,46.0,10.0,4.0,10.0,https://pypi.org/project/ipyvuetify,MIT,2021-08-06 11:26:20.000000,6.0,42061.0,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,54218.0,3.0,,,,,,,,,,,,,,,,,,
82,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,True,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-08-02 17:37:33.000000,2021-05-24 03:32:18.000000,27.0,55.0,1352.0,205.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,975.0,975.0,33.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
83,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,True,cytoscape/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-08-04 16:24:23.000000,2021-07-27 08:52:42.000000,44.0,48.0,84.0,157.0,621.0,2021-06-18 12:21:51.000000,1.2.1,3.0,1244.0,17.0,39.0,39.0,26.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,21163.0,3.0,,,,,,,,,,,,,,,,,,
84,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-08-10 23:54:39.000000,2021-08-06 19:32:07.000000,550.0,49.0,39.0,5594.0,624.0,2020-10-27 19:53:29.453000,5.11.0,,320.0,71.0,3.0,3.0,27.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453000,,320.0,,,,,,,
85,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-08-03 19:26:05.000000,2021-08-03 19:26:05.000000,639.0,130.0,165.0,4846.0,585.0,2021-01-20 07:28:10.000000,0.9.0,,2885.0,30.0,1.0,,60.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2021-01-20 07:28:10.000000,1.0,2885.0,,,,2.0,,,,,,,,,,,,,,,,,,
86,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-08-04 01:52:15.000000,2021-04-10 13:03:02.000000,75.0,29.0,112.0,818.0,163.0,2021-04-10 13:07:39.934000,3.0.9,,10354.0,11.0,3.0,3.0,16.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934000,,10354.0,,,,,,,
87,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,21,True,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-08-04 01:52:01.000000,2021-06-29 12:29:51.000000,56.0,37.0,25.0,487.0,101.0,2021-04-29 10:22:28.814000,0.9.0,,5600.0,11.0,84.0,84.0,16.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814000,,5600.0,,,,,,,
88,Code Formatter,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-08-10 10:06:14.000000,2021-04-02 15:15:07.000000,37.0,19.0,113.0,463.0,353.0,2021-04-02 15:07:25.000000,1.4.10,,24216.0,54.0,2.0,,30.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2021-04-02 15:07:25.000000,2.0,14957.0,,,,2.0,,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2021-04-02 15:06:23.719000,,9259.0,,,,,,,
89,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,21,False,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,59.0,16.0,37.0,440.0,32.0,2018-01-15 18:14:37.000000,0.9.0,,13141.0,10.0,212.0,178.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000000,34.0,13141.0,,,,3.0,,,,,,,,,,,,,,,,,,
90,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,21,True,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2021-06-08 23:54:42.000000,2021-06-08 23:54:42.000000,106.0,13.0,158.0,358.0,554.0,2021-04-19 20:13:02.000000,2.5.0,100.0,5048.0,26.0,6.0,,42.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2020-08-18 17:56:44.000000,6.0,5046.0,,,,2.0,,,,,,,,,,,,,,,,,,
91,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,21,True,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-04-29 18:43:27.000000,2021-04-29 18:43:27.000000,42.0,32.0,73.0,126.0,346.0,2020-09-21 17:37:11.000000,0.3.2,,62958.0,8.0,17.0,,23.0,https://pypi.org/project/jupyter_sphinx,BSD-3-Clause,2018-08-06 23:12:20.000000,17.0,62958.0,,,,2.0,,,,,,,,,,,,,,,,,,
92,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,21,True,greenape/mknotebooks,mknotebooks,,https://github.com/greenape/mknotebooks,2018-09-18 08:13:25.000000,2021-08-12 11:18:05.000000,2021-08-12 11:15:43.000000,15.0,10.0,22.0,80.0,800.0,2021-03-22 12:55:36.000000,0.7.0,,14291.0,395.0,118.0,108.0,12.0,https://pypi.org/project/mknotebooks,MIT,2021-08-12 11:17:27.000000,10.0,14291.0,,,,2.0,,,,,,,,,,,,,,,,,,
93,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-07-28 19:09:56.000000,2021-06-02 09:43:47.000000,338.0,141.0,1091.0,3726.0,2357.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,87.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
94,IHaskell,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,20,True,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-08-12 09:19:11.000000,2021-08-06 14:39:01.000000,236.0,43.0,668.0,2271.0,1912.0,2018-08-01 13:19:52.714000,0.0.6,,33.0,6.0,,,101.0,,MIT,,,,,,,2.0,,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714000,,33.0,,,,,,,
