,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
138,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,True,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2021-08-10 22:06:04.000000,2021-08-05 17:00:09.000000,39.0,36.0,82.0,228.0,,2021-07-30 09:05:30.000000,5.1.0,,26688.0,26.0,0.0,,18.0,https://pypi.org/project/dask-labextension,BSD-3-Clause,2021-07-30 09:05:30.000000,0.0,5580.0,https://anaconda.org/conda-forge/dask-labextension,2021-07-30 13:05:56.423000,348249.0,2.0,,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2021-07-30 09:05:17.432000,,7714.0,,,,,,,
139,JupyterLab Chart Editor,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,18,True,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11.000000,19.0,12.0,19.0,201.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,2322.0,12.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112000,,2322.0,,,,,,,
140,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,True,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2021-08-10 10:07:02.000000,2021-08-07 23:37:29.000000,25.0,3.0,63.0,191.0,316.0,2021-08-10 10:14:25.000000,2.7.5,48597.0,991.0,27.0,,,17.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
141,itables,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,18,True,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2021-02-04 23:19:55.000000,2021-02-04 23:19:48.000000,15.0,11.0,8.0,185.0,85.0,2020-12-14 21:51:13.000000,0.3.0,,2287.0,5.0,65.0,60.0,3.0,https://pypi.org/project/itables,MIT,2020-12-14 21:51:13.000000,5.0,2287.0,,,,3.0,,,,,,,,,,,,,,,,,,
142,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,18,True,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-06-02 19:59:06.000000,2021-06-02 19:59:06.000000,31.0,7.0,70.0,177.0,,2021-06-02 14:02:37.046000,3.0.2,,44034.0,15.0,0.0,,15.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-06-02 14:01:41.000000,0.0,12865.0,,,,2.0,,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-06-02 14:02:37.046000,,31169.0,,,,,,,
143,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-07-21 17:40:35.000000,2021-07-21 17:40:35.000000,70.0,3.0,51.0,175.0,213.0,2021-07-14 17:27:18.000000,2.4.11,,824.0,14.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000000,2.0,824.0,,,,3.0,,,,,,,,,,,,,,,,,,
144,SciJava Kernel,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,18,True,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2021-07-09 17:21:04.000000,2021-07-09 17:20:28.000000,43.0,14.0,70.0,172.0,402.0,2017-06-02 21:19:27.000000,0.5.0,74.0,1386.0,15.0,,,9.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,72069.0,3.0,,,,,,,,,,,,,,,,,,
145,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,18,True,jupyterlab/retrolab,retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000000,2021-07-23 07:11:35.000000,2021-07-23 07:02:21.000000,25.0,30.0,50.0,170.0,,2021-05-31 19:23:51.000000,0.2.2,,970.0,26.0,19.0,19.0,8.0,https://pypi.org/project/retrolab,BSD-3-Clause,2021-07-23 07:11:35.000000,,501.0,https://anaconda.org/conda-forge/retrolab,2021-06-01 07:18:04.417000,1407.0,3.0,,,,,,,,,,,,,,,,,,
146,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,True,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-08-04 06:49:36.000000,2021-08-04 06:49:35.000000,20.0,14.0,35.0,169.0,595.0,2021-04-24 12:31:50.858000,3.0.1,2.0,1094.0,25.0,1.0,1.0,24.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/mamba_gator,2021-04-24 15:21:50.973000,7713.0,3.0,,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-04-24 12:31:50.858000,,237.0,,,,,,,
147,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,18,True,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-08-06 10:12:59.000000,2021-08-06 10:12:59.000000,23.0,25.0,45.0,121.0,438.0,2021-05-26 12:01:51.000000,0.5.7,,1427.0,39.0,,,10.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2021-06-28 15:20:01.000000,,480.0,https://anaconda.org/conda-forge/cdsdashboards,2021-05-26 14:08:53.213000,12312.0,3.0,,,,,,,,,,,,,,,,,,
148,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,18,False,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,71.0,43.0,2018-08-10 16:52:09.000000,0.1.0,,1163.0,4.0,215.0,213.0,6.0,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000000,2.0,1163.0,,,,3.0,,,,,,,,,,,,,,,,,,
149,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-08-06 12:10:14.000000,2021-08-06 12:10:14.000000,36.0,30.0,25.0,69.0,146.0,2020-12-07 11:49:55.000000,0.15.0,,1480.0,16.0,16.0,16.0,16.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000000,0.0,1480.0,,,,3.0,,,,,,,,,,,,,,,,,,
150,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,18,False,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-06-08 19:48:46.000000,2020-03-24 14:27:42.000000,32.0,17.0,17.0,67.0,242.0,2019-04-23 08:43:52.000000,0.2.2,,161.0,5.0,25.0,25.0,16.0,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000000,,161.0,,,,3.0,,,,,,,,,,,,,,,,,,
151,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,True,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-08-12 07:40:21.000000,2021-08-12 07:40:21.000000,34.0,8.0,20.0,47.0,,2020-12-04 12:44:11.000000,1.0.0,,3143.0,5.0,70.0,61.0,10.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2020-12-04 12:44:11.000000,9.0,3143.0,,,,2.0,,,,,,,,,,,,,,,,,,
152,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,18,True,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-05-10 20:32:56.000000,2021-05-10 14:32:04.000000,44.0,22.0,46.0,42.0,269.0,2021-01-14 22:35:59.000000,0.0.7,,4964.0,7.0,28.0,28.0,16.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2021-01-14 22:35:59.000000,,4964.0,,,,2.0,,,,,,,,,,,,,,,,,,
153,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,18,True,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-07-25 03:36:09.000000,2021-04-15 12:32:23.000000,32.0,15.0,19.0,37.0,112.0,2018-06-19 13:50:35.000000,0.5.2,,1129.0,8.0,36.0,33.0,14.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000000,3.0,1129.0,,,,3.0,,,,,,,,,,,,,,,,,,
154,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,False,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2021-06-15 20:32:15.000000,2019-07-16 04:37:36.000000,96.0,63.0,42.0,874.0,60.0,2019-07-16 04:35:55.953000,0.11.0,,706.0,14.0,3.0,3.0,8.0,,MIT,,,,,,,2.0,,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953000,,706.0,,,,,,,
155,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,17,True,codota/jupyter-tabnine,jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,2019-09-07 00:30:49.000000,2021-07-17 00:35:20.000000,2021-04-07 18:14:21.000000,96.0,40.0,22.0,707.0,97.0,2021-02-28 13:56:42.000000,1.2.2,,2544.0,7.0,,,8.0,https://pypi.org/project/jupyter-tabnine,MIT,2021-02-28 13:56:42.000000,,2544.0,,,,3.0,,,,,,,,,,,,,,,,,,
156,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,17,True,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2020-11-09 20:41:50.000000,2020-11-09 20:41:43.000000,70.0,25.0,100.0,398.0,210.0,2018-11-30 21:07:39.000000,0.16.1,,1374.0,44.0,1.0,,17.0,https://pypi.org/project/matlab_kernel,BSD-3-Clause,2018-11-30 21:07:39.000000,1.0,1374.0,,,,3.0,,,,,,,,,,,,,,,,,,
157,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,17,True,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-01-30 00:58:02.504000,2020-11-30 15:55:07.000000,51.0,26.0,95.0,384.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,7459.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-01-30 00:58:02.504000,462459.0,3.0,,,,,,,,,,,,,,,,,,
158,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,17,True,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-08-04 02:29:34.000000,2021-02-24 06:31:50.000000,26.0,17.0,9.0,271.0,31.0,2020-06-27 13:40:43.778000,0.2.1,,6045.0,9.0,2.0,2.0,6.0,,MIT,,,,,,,2.0,,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778000,,6045.0,,,,,,,
159,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,17,True,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-04-21 02:18:31.000000,2021-03-23 03:29:09.000000,24.0,11.0,66.0,267.0,,2021-02-27 04:59:39.000000,0.1.5,,1112.0,15.0,15.0,15.0,6.0,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000000,,219.0,https://anaconda.org/conda-forge/tributary,2020-10-15 18:24:08.479000,12509.0,3.0,,,,,,,,,,,,,,,,,,
160,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,17,False,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000000,2020-08-07 13:12:52.000000,2019-04-11 00:12:09.000000,8.0,5.0,5.0,265.0,16.0,2019-04-11 00:12:42.000000,0.0.2,,4321.0,2.0,118.0,114.0,3.0,https://pypi.org/project/blackcellmagic,MIT,2019-04-11 00:12:42.000000,4.0,4321.0,,,,3.0,,,,,,,,,,,,,,,,,,
161,ThebeLab,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,True,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-08-11 19:51:18.000000,2021-08-11 18:05:09.000000,48.0,68.0,62.0,223.0,544.0,2021-04-09 14:39:39.000000,0.7.1,,,2.0,2.0,2.0,24.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
162,JupyterLab Go-To-Definition,Navigate to variable's definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,17,True,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2021-07-28 12:06:05.000000,2021-07-28 12:06:05.000000,8.0,10.0,13.0,200.0,89.0,2020-03-14 15:54:46.503000,1.0.0,,4245.0,19.0,12.0,10.0,2.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503000,2.0,4245.0,,,,,,,
163,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,True,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,40.0,16.0,14.0,193.0,106.0,2018-03-08 14:28:54.000000,0.4.0,,1092.0,4.0,19.0,14.0,12.0,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000000,5.0,1092.0,,,,3.0,,,,,,,,,,,,,,,,,,
164,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,True,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,40.0,11.0,8.0,181.0,217.0,2020-02-03 15:59:07.000000,1.0.0,1374.0,1679.0,8.0,,,5.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,42135.0,,,,,,,,,,,,,
165,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,17,False,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2019-12-09 16:52:17.000000,2019-12-09 16:52:07.000000,17.0,34.0,39.0,170.0,619.0,2019-12-09 16:49:29.000000,2.5.1,,1809.0,18.0,5.0,4.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000000,1.0,1809.0,,,,3.0,,,,,,,,,,,,,,,,,,
166,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,True,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-02-15 14:16:19.000000,2021-02-03 03:28:02.000000,51.0,30.0,7.0,157.0,214.0,2021-02-15 14:16:19.000000,1.1.1,2370.0,1622.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2021-02-15 14:16:19.000000,,1557.0,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,880.0,,,,,,,,,,,,,
167,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,17,False,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2020-05-24 13:16:18.000000,2020-05-24 13:16:16.000000,29.0,54.0,34.0,155.0,426.0,2019-10-03 18:34:08.594000,3.0.0,,140.0,17.0,14.0,10.0,9.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594000,4.0,140.0,,,,,,,
168,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,True,jupyterlab-contrib/spellchecker,jupyterlab-spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000000,2021-08-10 21:09:16.000000,2021-08-04 08:43:18.000000,16.0,8.0,32.0,122.0,130.0,2021-07-31 22:06:16.990000,0.7.0,,48901.0,17.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,BSD-3-Clause,2021-07-31 22:05:15.000000,,44732.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-08-01 06:39:28.681000,1793.0,2.0,,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-07-31 22:06:16.990000,,3721.0,,,,,,,
169,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,17,False,rossant/ipycache,ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,2013-10-08 13:16:17.000000,2020-07-07 11:23:37.623000,2016-05-31 08:47:49.000000,21.0,17.0,13.0,119.0,85.0,2013-10-13 16:56:18.000000,0.1.4,,1245.0,5.0,19.0,13.0,8.0,https://pypi.org/project/ipycache,BSD-3-Clause,2013-10-13 16:56:18.000000,6.0,226.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623000,64252.0,3.0,,,,,,,,,,,,,,,,,,
170,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-08-10 09:03:07.000000,2021-08-10 09:03:01.000000,20.0,11.0,12.0,83.0,103.0,2021-03-03 12:59:31.000000,0.2.1,,8374.0,10.0,0.0,,8.0,https://pypi.org/project/ipytree,MIT,2021-03-03 12:59:31.000000,0.0,7618.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,21928.0,3.0,,,,,,,,,,,,,,,,,,
171,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,True,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-08-09 20:52:50.000000,2021-07-03 06:55:54.000000,60.0,28.0,36.0,78.0,191.0,2020-05-09 03:29:47.000000,v1.2.0,,952.0,10.0,26.0,26.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,BSD-3-Clause,2021-07-03 06:57:23.000000,,952.0,,,,3.0,,,,,,,,,,,,,,,,,,
172,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,17,True,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-06-18 13:30:16.732000,2021-06-18 13:29:32.000000,14.0,6.0,56.0,75.0,,2021-06-18 13:30:57.000000,0.4.0,,2203.0,21.0,11.0,3.0,4.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000000,8.0,759.0,,,,2.0,,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2021-06-18 13:30:16.732000,,1444.0,,,,,,,
173,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,17,True,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-05-08 02:01:23.000000,2021-05-07 13:30:25.000000,9.0,4.0,21.0,72.0,,2021-05-07 13:31:52.000000,0.17.3,,7131.0,16.0,137.0,137.0,7.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2021-05-07 13:31:52.000000,0.0,7131.0,,,,3.0,,,,,,,,,,,,,,,,,,
174,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2021-04-26 14:44:49.000000,2020-06-18 03:28:01.000000,23.0,88.0,93.0,67.0,269.0,2020-06-18 03:31:10.000000,0.5.10,,417.0,23.0,27.0,23.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000000,4.0,417.0,,,,3.0,,,,,,,,,,,,,,,,,,
175,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,True,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2020-10-28 21:57:40.000000,2020-10-28 21:57:33.000000,19.0,4.0,14.0,35.0,73.0,2020-03-18 10:11:00.000000,0.14.1,,4766.0,7.0,52.0,49.0,11.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2020-03-18 10:11:00.000000,3.0,4766.0,,,,2.0,,,,,,,,,,,,,,,,,,
176,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,17,True,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000000,2021-08-11 08:39:56.000000,2021-06-22 17:30:57.000000,8.0,7.0,1.0,32.0,67.0,2021-01-15 09:49:03.000000,1.5.0,,42079.0,15.0,16.0,16.0,2.0,https://pypi.org/project/ipyvue,MIT,2021-01-12 15:13:18.000000,0.0,40778.0,https://anaconda.org/conda-forge/ipyvue,2021-01-13 12:18:25.912000,31232.0,3.0,,,,,,,,,,,,,,,,,,
177,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,17,False,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43.000000,3.0,2.0,4.0,13.0,172.0,2021-01-05 12:56:20.000000,0.6.0,,1404.0,9.0,46.0,46.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000000,0.0,106.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793000,49332.0,3.0,,,,,,,,,,,,,,,,,,
178,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,False,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2018-04-21 09:16:49.000000,2018-04-21 09:16:37.000000,18.0,2.0,3.0,730.0,32.0,2017-08-19 16:11:38.000000,0.0.2,,910.0,2.0,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000000,,910.0,,,,3.0,,,,,,,,,,,,,,,,,,
179,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,True,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-06-30 20:10:04.000000,2021-01-25 02:00:24.000000,82.0,17.0,68.0,697.0,259.0,,,,94.0,7.0,,,23.0,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2299.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,300.0,,,,,,,,,,,,,
180,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,False,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,133.0,57.0,56.0,684.0,90.0,2019-05-06 03:28:50.000000,1.3.0,55995.0,1473.0,5.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
