,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
10,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,31,True,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-08-17 18:08:55.000000,2021-08-17 18:04:08.000000,211.0,132.0,157.0,237.0,2036.0,2021-04-12 07:16:17.000000,6.2.0,4.0,13321614.0,42.0,3594.0,,105.0,https://pypi.org/project/jupyter-client,BSD-3-Clause,2021-08-11 14:05:20.000000,3594.0,13321610.0,,,,1.0,,,,,,,,,,,,,,,,,,
11,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,31,True,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-06-10 23:11:54.000000,2021-06-10 23:11:53.000000,113.0,39.0,63.0,145.0,752.0,2021-04-02 04:40:44.000000,5.1.3,,14164467.0,21.0,134820.0,118780.0,58.0,https://pypi.org/project/nbformat,BSD-3-Clause,2021-04-02 04:40:44.000000,16040.0,14075401.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,5700267.0,1.0,,,,,,,,,,,,,,,,,,
12,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,30,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-08-17 05:07:19.000000,2021-07-31 08:19:15.000000,293.0,76.0,383.0,4772.0,2192.0,2021-07-14 23:01:45.000000,1.11.4,,149101.0,100.0,1903.0,1795.0,63.0,https://pypi.org/project/jupytext,MIT,2021-07-14 23:01:45.000000,108.0,126679.0,https://anaconda.org/conda-forge/jupytext,2021-07-15 06:44:26.445000,207083.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-06-10 05:02:37.901000,,16147.0,,,,,,,,
13,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,30,True,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-08-18 17:59:49.000000,2021-08-18 17:55:49.000000,194.0,385.0,972.0,1345.0,1575.0,2021-08-10 15:17:02.000000,0.12.1,,163817.0,114.0,1918.0,1882.0,72.0,https://pypi.org/project/panel,BSD-3-Clause,2021-08-10 15:19:33.000000,36.0,155701.0,https://anaconda.org/conda-forge/panel,2021-08-13 13:14:53.062000,275967.0,1.0,,,,,,,,,,,,,,,,,,
14,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,30,True,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-08-16 13:35:11.226000,2021-08-16 09:08:48.000000,32.0,27.0,48.0,70.0,203.0,2021-08-16 09:10:16.000000,0.5.4,,13007784.0,15.0,25549.0,25549.0,22.0,https://pypi.org/project/nbclient,BSD-3-Clause,2021-08-16 09:09:59.000000,0.0,12917204.0,https://anaconda.org/conda-forge/nbclient,2021-08-16 13:35:11.226000,1630457.0,1.0,,,,,,,,,,,,1.0,,,,,,
15,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,29,True,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-08-18 18:09:58.000000,2021-08-18 08:36:26.000000,1598.0,175.0,1822.0,6626.0,,2021-07-16 11:58:23.000000,1.4.2,,167110.0,45.0,1967.0,1457.0,252.0,https://pypi.org/project/jupyterhub,BSD-3-Clause,2021-07-16 11:58:23.000000,510.0,133478.0,https://anaconda.org/conda-forge/jupyterhub,2021-07-16 22:12:11.207000,430923.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-07-16 12:10:32.711466,292.0,2304141.0,,,,,,,,,,,,,
16,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,29,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-08-06 01:59:10.000000,2021-07-01 06:06:55.000000,334.0,232.0,294.0,3437.0,903.0,2021-04-28 14:59:39.000000,0.2.10,,38635.0,58.0,4594.0,4568.0,50.0,https://pypi.org/project/voila,BSD-3-Clause,2021-04-28 14:59:39.000000,26.0,31050.0,https://anaconda.org/conda-forge/voila,2021-04-28 16:36:18.470000,137471.0,1.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,3542.0,,,,,,,,
17,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-08-13 05:56:07.000000,2021-08-06 15:22:17.000000,303.0,170.0,267.0,1166.0,946.0,2021-07-21 12:23:32.000000,0.14.0,,92735.0,71.0,1148.0,1048.0,68.0,https://pypi.org/project/ipyleaflet,MIT,2021-06-17 16:00:18.000000,98.0,57540.0,https://anaconda.org/conda-forge/ipyleaflet,2021-06-17 16:32:56.948000,736084.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-06-17 15:58:50.351000,2.0,23512.0,,,,,,,,
18,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,29,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-08-13 00:01:15.000000,2021-05-07 14:58:22.000000,157.0,115.0,100.0,1119.0,305.0,2021-03-22 22:31:41.750000,0.9.0,,114558.0,36.0,1777.0,1725.0,23.0,https://pypi.org/project/ipympl,BSD-3-Clause,2021-03-22 22:31:30.000000,52.0,70756.0,,,,1.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2021-03-22 22:31:41.750000,,43802.0,,,,,,,,
19,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-08-16 10:26:10.401000,2021-08-10 23:33:21.000000,2041.0,65.0,49.0,11252.0,523.0,2021-08-16 09:26:18.686000,5.1.6,,94193.0,98.0,108.0,108.0,13.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2021-08-16 10:26:10.401000,0.0,94193.0,,,,,,,,
20,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,28,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-08-19 11:12:04.000000,2021-08-18 13:37:35.000000,414.0,195.0,346.0,3125.0,3409.0,2021-07-16 08:16:38.000000,0.12.30,,88574.0,97.0,149.0,27.0,54.0,https://pypi.org/project/bqplot,Apache-2.0,2021-07-16 08:04:30.000000,112.0,63493.0,https://anaconda.org/conda-forge/bqplot,2021-07-16 09:06:48.168000,734963.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-07-16 08:02:45.624000,10.0,13415.0,,,,,,,,
21,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-08-13 22:10:44.000000,2021-07-13 21:58:24.000000,415.0,34.0,2030.0,2165.0,10224.0,2021-02-13 17:21:54.000000,8.1.3,,2107.0,73.0,650.0,380.0,221.0,https://pypi.org/project/nikola,MIT,2021-02-13 17:18:18.000000,270.0,2107.0,,,,2.0,,,,,,,,,,,,,,,,,,
22,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-06-28 01:56:15.000000,2021-06-24 13:15:03.000000,125.0,58.0,215.0,2063.0,1934.0,2021-04-14 17:37:10.000000,3.0.0,,255630.0,24.0,263.0,51.0,32.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-05-25 16:15:59.000000,212.0,181969.0,https://anaconda.org/conda-forge/nbdime,2021-05-25 19:33:13.127000,359763.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-04-14 17:36:09.471000,,67237.0,,,,,,,,
23,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-07-07 18:46:22.000000,2021-06-29 17:43:55.000000,237.0,102.0,37.0,1421.0,253.0,2020-05-02 15:29:58.000000,0.4.0,,91515.0,16.0,2217.0,2095.0,44.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,122.0,89522.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,119585.0,1.0,,,,,,,,,,,,,,,,,,
24,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,27,True,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-05-21 19:21:38.000000,2021-04-06 05:51:36.000000,737.0,332.0,448.0,4653.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,222635.0,16.0,494.0,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000000,494.0,222635.0,,,,1.0,,,,,,,,,,,,,,,,,,
25,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-08-02 13:07:38.000000,2021-07-27 04:12:05.000000,317.0,92.0,225.0,4277.0,,2021-03-09 17:54:04.000000,2.3.3,,384307.0,70.0,1719.0,1569.0,92.0,https://pypi.org/project/papermill,BSD-3-Clause,2021-03-09 17:54:04.000000,150.0,379343.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,178723.0,2.0,,,,,,,,,,,,,,,,,,
26,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,27,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-08-18 18:52:08.000000,2021-08-16 23:47:03.000000,386.0,75.0,366.0,3510.0,4606.0,2021-07-08 06:14:18.000000,0.10.0,,4524.0,48.0,212.0,204.0,64.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-07-08 06:14:18.000000,8.0,2085.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-08-12 06:12:31.068000,,2439.0,,,,,,,,
27,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,27,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-08-17 23:42:58.000000,2021-08-17 23:42:58.000000,371.0,334.0,535.0,2362.0,1272.0,2021-07-15 01:15:42.000000,0.11.2,,19723.0,35.0,44.0,,85.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2021-07-15 01:15:42.000000,44.0,19723.0,,,,2.0,,,,,,,,,,,,,,,,,,
28,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,27,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-08-19 13:52:26.000000,2021-08-17 00:52:27.000000,369.0,131.0,253.0,1022.0,1154.0,2021-08-19 13:52:26.000000,0.19.1,,45734.0,48.0,238.0,204.0,53.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-08-19 13:52:26.000000,34.0,45030.0,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530000,33820.0,1.0,,,,,,,,,,,,,,,,,,
29,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-08-19 12:10:53.941000,2021-08-19 09:36:05.000000,196.0,92.0,398.0,933.0,1674.0,2021-08-19 09:49:40.000000,0.32.2,,124436.0,46.0,43.0,13.0,64.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2021-08-19 09:49:40.000000,30.0,121732.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-08-19 12:10:53.941000,86533.0,1.0,,,,,,,,,,,,,,,,,,
30,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,26,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-08-08 16:35:34.000000,2021-08-08 16:35:31.000000,956.0,205.0,196.0,8648.0,633.0,2018-11-22 17:02:16.000000,0.20.0,,32798.0,116.0,190.0,,42.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000000,190.0,32798.0,,,,1.0,,,,,,,,,,,,-2.0,,,,,,
31,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-08-16 22:05:29.000000,2021-05-06 12:01:05.000000,834.0,76.0,76.0,6655.0,264.0,2019-07-24 15:57:06.000000,1.0.0,,105979.0,4.0,67.0,61.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:57:06.000000,6.0,105979.0,,,,2.0,,,,,,,,,,,,,,,,,,
32,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-08-17 16:55:25.000000,2021-08-17 16:55:19.000000,550.0,152.0,1508.0,5606.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1230743.0,22707.0,66.0,5.0,,169.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,3172.0,,,,2.0,,,,,,,,,,,,,,,,,,
33,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,26,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,356.0,128.0,279.0,3075.0,737.0,2020-10-29 01:31:20.000000,5.7.1,,12484.0,28.0,1877.0,1567.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,310.0,8452.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,169372.0,2.0,,,,,,,,,,,,,,,,,,
34,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,26,False,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,362.0,152.0,123.0,2742.0,405.0,2020-04-07 16:43:54.000000,1.3.1,,65102.0,73.0,127.0,1.0,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,126.0,54737.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,315876.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,0.0,2845.0,,,,,,,,
35,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-08-17 12:05:26.000000,2021-06-18 12:46:59.000000,212.0,176.0,123.0,1656.0,930.0,2019-07-07 19:46:13.862000,0.5.2,,36932.0,46.0,610.0,558.0,39.0,https://pypi.org/project/ipyvolume,MIT,2021-04-13 12:23:25.000000,48.0,28030.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,310032.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-04-13 12:31:01.403000,4.0,3161.0,,,,,,,,
36,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,True,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48.000000,255.0,228.0,667.0,958.0,2054.0,2021-08-16 19:04:35.000000,1.2.20210816,,146873.0,19.0,12.0,,51.0,https://pypi.org/project/datalab,Apache-2.0,2020-03-25 23:36:46.000000,12.0,146873.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,
37,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,26,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-08-19 06:35:10.000000,2021-08-10 12:07:40.000000,297.0,31.0,180.0,308.0,916.0,2021-07-19 12:33:35.000000,14.1.0,,43056.0,28.0,277.0,219.0,100.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-08-10 12:09:46.000000,58.0,42473.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,16332.0,1.0,,,,,,,,,,,,,,,,,,
38,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,26,True,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-08-17 15:33:51.000000,2021-08-17 15:33:51.000000,128.0,70.0,136.0,256.0,12113.0,2021-08-02 21:50:58.000000,1.10.2,102.0,841560.0,42.0,,,444.0,https://pypi.org/project/jupyter_server,BSD-3-Clause,2018-07-31 14:15:16.000000,,822386.0,https://anaconda.org/conda-forge/jupyter_server,2021-08-03 00:42:27.171000,670948.0,3.0,,,,,,,,,,,,,,,,,,
