,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
39,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,True,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-08-16 04:00:33.881459,2021-08-12 13:02:04.000000,2376.0,63.0,605.0,6452.0,2200.0,,,,606826.0,,,,203.0,,BSD-3-Clause,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-08-16 04:00:33.881459,310.0,44298343.0,,,,,,,,,,,,,
40,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,25,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-07-20 12:14:16.709000,2021-01-21 14:02:57.000000,381.0,340.0,4173.0,2596.0,1689.0,2020-09-07 15:05:22.000000,2.0.1,31.0,23461.0,48.0,40.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2020-09-07 15:05:22.000000,40.0,10226.0,https://anaconda.org/conda-forge/beakerx,2021-07-20 12:14:16.709000,447796.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,243995.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776000,0.0,1056.0,,,,,,,,
41,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,25,False,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-08-18 12:42:53.046000,2021-08-18 11:52:18.000000,202.0,34.0,361.0,2567.0,481.0,2021-08-18 12:24:16.000000,1.55.0,,18477.0,130.0,217.0,217.0,17.0,https://pypi.org/project/dtale,LGPL-2.1,2021-08-18 12:19:21.000000,0.0,14197.0,https://anaconda.org/conda-forge/dtale,2021-08-18 12:42:53.046000,77046.0,2.0,,,,,,,,,,,,,,,,,,
42,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,25,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-08-19 14:02:13.000000,2021-08-19 13:57:05.000000,808.0,63.0,229.0,2034.0,,2020-05-05 18:42:38.000000,6.3.0,,51253.0,27.0,2139.0,1649.0,101.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2021-08-11 18:34:59.000000,490.0,43560.0,https://anaconda.org/conda-forge/ipyparallel,2021-08-05 06:25:22.813000,492389.0,2.0,,,,,,,,,,,,,,,,,,
43,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,162.0,164.0,260.0,1020.0,2157.0,2021-02-01 03:34:36.000000,1.1.19,,12893.0,92.0,258.0,214.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,44.0,11386.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,31651.0,2.0,,,,,,,,,,,,,,,,,,
44,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,25,True,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-08-18 09:37:05.000000,2021-08-12 22:59:15.000000,82.0,123.0,233.0,994.0,2110.0,2021-08-02 09:34:22.000000,3.8.1,,11964.0,60.0,52.0,50.0,33.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2021-08-02 09:23:44.446000,2.0,11964.0,,2.0,,,,,,
45,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,25,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-07-28 20:50:00.000000,2021-02-26 14:01:59.000000,162.0,63.0,142.0,749.0,1659.0,2021-02-26 14:01:21.000000,2.3.0,,53910.0,43.0,51.0,17.0,27.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2021-02-26 14:01:21.000000,26.0,41359.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,327010.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,8.0,7361.0,,,,,,,,
46,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,25,True,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-08-16 10:21:24.471000,2021-03-31 14:20:34.000000,37.0,30.0,243.0,512.0,1174.0,2021-08-16 09:26:18.588000,3.1.6,,67754.0,107.0,93.0,93.0,11.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2021-08-16 10:21:24.471000,0.0,67754.0,,,,,,,,
47,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,25,True,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-08-04 00:22:24.000000,2021-07-21 11:25:58.000000,230.0,54.0,209.0,370.0,958.0,2021-07-21 11:28:55.000000,1.1.0,,14524.0,22.0,109.0,91.0,64.0,https://pypi.org/project/jupyterhub-kubespawner,BSD-3-Clause,2021-07-21 11:28:55.000000,18.0,14524.0,,,,1.0,,,,,,,,,,,,,,,,,,
48,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,25,True,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-05-19 21:33:58.000000,2021-01-27 08:24:41.000000,42.0,35.0,60.0,360.0,435.0,2020-07-30 10:58:32.000000,0.9.6,,85547.0,19.0,1292.0,1116.0,26.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-07-30 10:58:32.000000,176.0,82641.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,151115.0,2.0,,,,,,,,,,,,,,,,,,
49,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,True,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-08-17 01:02:31.000000,2021-08-10 10:51:20.000000,298.0,52.0,253.0,2883.0,1273.0,2021-08-10 10:06:32.000000,1.1.21,,45802.0,93.0,2.0,,61.0,https://pypi.org/project/nbdev,Apache-2.0,2021-08-10 10:06:32.000000,2.0,45802.0,,,,2.0,,,,,,,,,,,,,,,,,,
50,lux,Python API for Intelligent Visual Data Discovery.,https://github.com/lux-org/lux,,widgets,24,True,lux-org/lux,lux-api,conda-forge/lux-api,https://github.com/lux-org/lux,2020-01-08 04:53:29.000000,2021-08-12 00:17:09.000000,2021-08-01 17:04:32.000000,215.0,57.0,123.0,2731.0,661.0,2021-07-20 23:52:15.031000,0.1.7,,7029.0,15.0,47.0,47.0,17.0,https://pypi.org/project/lux-api,Apache-2.0,2021-07-20 23:45:37.000000,,5658.0,https://anaconda.org/conda-forge/lux-api,2021-07-21 03:10:50.796000,1960.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,2021-07-20 23:52:15.031000,,1045.0,,,,,,,,
51,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,24,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-08-19 09:21:43.000000,2021-08-19 09:21:28.000000,269.0,191.0,577.0,1028.0,2992.0,2021-05-08 15:44:14.000000,0.6.2,,4396.0,24.0,18.0,,84.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2021-05-08 15:42:11.000000,18.0,2650.0,https://anaconda.org/conda-forge/nbgrader,2021-03-10 20:40:41.451000,96052.0,1.0,,,,,,,,,,,,,,,,,,
52,elyra,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,24,True,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-08-18 22:11:55.000000,2021-08-18 20:50:30.000000,167.0,235.0,912.0,1026.0,1221.0,2021-08-18 17:24:38.000000,3.0.1,,2215.0,61.0,21.0,21.0,30.0,https://pypi.org/project/elyra,Apache-2.0,2021-08-18 17:24:38.000000,0.0,1672.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,6526.0,1.0,,,,,,,,,,,,,,,,,,
53,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,24,True,nglviewer/nglview,nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,2015-11-09 16:48:57.000000,2021-06-11 04:58:09.722000,2021-06-11 00:28:00.000000,92.0,24.0,377.0,473.0,1397.0,2021-06-11 00:32:29.000000,3.0.3,183.0,9134.0,75.0,42.0,2.0,33.0,https://pypi.org/project/nglview,MIT,2021-06-11 00:32:29.000000,40.0,2477.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722000,352765.0,2.0,,,,,,,,,,,,,,,,,,
54,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-08-12 23:59:36.000000,2021-06-18 11:53:42.000000,38.0,31.0,60.0,457.0,352.0,2021-06-18 11:59:19.000000,0.9.0,,13926.0,25.0,194.0,194.0,13.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2021-06-18 11:58:10.000000,0.0,12744.0,https://anaconda.org/conda-forge/ipycanvas,2021-06-18 12:16:48.874000,27194.0,2.0,,,,,,,,,,,,,,,,,,
55,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,24,True,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-06-02 07:55:09.000000,2021-03-24 00:04:45.000000,119.0,52.0,79.0,178.0,560.0,2021-03-24 00:04:25.000000,6.4.0,,7632906.0,15.0,0.0,,54.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2021-03-24 00:04:25.000000,0.0,7632906.0,,,,3.0,,,,,,,,,,,,,,,,,,
56,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,24,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-08-17 18:05:47.000000,2021-08-13 08:09:58.000000,93.0,66.0,79.0,175.0,685.0,2021-07-03 06:36:23.000000,3.1.0,,59620.0,25.0,95.0,1.0,53.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2021-07-03 06:36:23.000000,94.0,45373.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-07-04 06:56:46.142000,427434.0,1.0,,,,,,,,,,,,,,,,,,
57,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-06-24 15:48:32.000000,2021-06-24 15:45:56.000000,213.0,41.0,120.0,2991.0,387.0,2021-06-24 15:51:03.000000,0.7.3,40.0,1243.0,15.0,5.0,5.0,28.0,,MIT,,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,83334.0,,,,,,,,github.com/gopherdata/gophernotes,,,,,
58,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,23,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-08-12 17:02:53.000000,2021-08-12 17:02:52.000000,762.0,9.0,13.0,2274.0,,2021-01-08 04:41:11.000000,0.2.0,,107662.0,92.0,70.0,8.0,4.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000000,,91.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-06-29 04:35:16.509000,62.0,107571.0,,,,,,,,
59,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,23,True,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-06-29 04:35:16.509000,2021-06-27 17:45:42.000000,762.0,5.0,13.0,2274.0,,2020-12-31 23:08:14.000000,0.3.0,,107919.0,92.0,70.0,8.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2020-12-31 23:08:14.000000,0.0,348.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-06-29 04:35:16.509000,62.0,107571.0,,,,,,,,
60,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,23,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-06-16 07:25:16.000000,2021-06-16 07:25:16.000000,156.0,58.0,150.0,1629.0,325.0,2019-09-26 17:24:18.653000,5.2.0,,2089.0,32.0,89.0,51.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2019-09-26 17:24:18.653000,38.0,2089.0,,,,,,,,
61,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,23,True,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-06-14 09:40:15.000000,2021-06-11 15:16:36.000000,200.0,42.0,23.0,1469.0,44.0,2021-06-11 15:17:12.000000,0.3.0,,27122.0,13.0,35.0,35.0,8.0,https://pypi.org/project/colabcode,MIT,2021-06-11 15:17:12.000000,,27122.0,,,,3.0,,,,,,,,,,,,,,,,,,
62,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,95.0,51.0,32.0,848.0,488.0,2018-12-29 12:36:16.000000,0.4.1,,226166.0,13.0,314.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,314.0,226166.0,,,,2.0,,,,,,,,,,,,,,,,,,
63,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,23,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-06-09 15:57:35.000000,2021-06-09 15:57:35.000000,212.0,12.0,,679.0,1138.0,2020-08-01 16:46:23.000000,0.4.0,,8886.0,13.0,9.0,,102.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,8886.0,,,,1.0,,,,,,,,,,,,,,,,,,
64,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-06-06 22:41:26.000000,2021-01-22 17:01:16.000000,152.0,32.0,14.0,550.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,36998.0,12.0,806.0,806.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2021-01-22 17:02:58.000000,0.0,36994.0,,,,2.0,,,,,,,,,,,,,,,,,,
65,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,23,True,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-08-11 21:51:27.565000,2021-08-02 08:17:20.000000,46.0,11.0,80.0,311.0,521.0,2021-06-03 20:52:09.000000,3.5.0,,33685.0,38.0,148.0,,10.0,https://pypi.org/project/vega,BSD-3-Clause,2021-06-03 20:52:09.000000,148.0,26425.0,https://anaconda.org/conda-forge/vega,2021-08-11 21:51:27.565000,450179.0,2.0,,,,,,,,,,,,,,,,,,
66,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,71.0,25.0,113.0,254.0,1071.0,2020-11-09 20:39:53.000000,0.27.5,,45239.0,88.0,566.0,472.0,28.0,https://pypi.org/project/metakernel,BSD-3-Clause,2020-11-09 20:39:53.000000,94.0,37500.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,495316.0,1.0,,,,,,,,,,,,,,,,,,
67,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,True,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-08-12 23:23:36.000000,2021-07-23 07:06:54.000000,58.0,28.0,25.0,248.0,162.0,2021-04-29 13:47:38.000000,0.6.0,,33869.0,4.0,57.0,57.0,16.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2021-04-29 13:31:58.000000,0.0,13643.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,343844.0,2.0,,,,,,,,,,,,,,,,,,
68,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,29.0,20.0,187.0,209.0,2021-03-29 11:25:34.632000,0.6.0,,38429.0,12.0,351.0,335.0,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,16.0,33634.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,207994.0,2.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632000,0.0,462.0,,,,,,,,
69,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,149.0,58.0,76.0,153.0,167.0,2020-08-28 12:01:56.000000,1.3.2,,7678.0,9.0,82.0,75.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,7132.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,20785.0,1.0,,,,,,,,,,,,,,,,,,
70,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,23,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-08-17 17:57:50.000000,2021-08-17 17:57:07.000000,52.0,35.0,62.0,137.0,,2021-06-24 11:38:53.000000,0.10.1,,81563.0,15.0,387.0,357.0,21.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2021-06-24 11:38:53.000000,30.0,80751.0,https://anaconda.org/conda-forge/nbgitpuller,2021-06-24 12:51:05.869000,21114.0,2.0,,,,,,,,,,,,,,,,,,
71,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,22,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-06-15 08:12:16.000000,2020-12-02 09:03:55.000000,485.0,152.0,400.0,1934.0,1382.0,,,,17556.0,,6.0,6.0,83.0,,BSD-3-Clause,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1896097.0,,,,,,,,,,,,,
72,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-08-16 03:59:44.778818,2021-08-02 11:47:04.000000,281.0,49.0,498.0,1459.0,583.0,2021-05-11 11:36:15.000000,1.2,,11052.0,16.0,,,40.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,42671.0,2.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-08-16 03:59:44.778818,39.0,944205.0,,,,,,,,,IRkernel,,,,
73,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-08-18 21:15:29.000000,2021-08-06 12:55:23.000000,269.0,163.0,298.0,1242.0,,2021-03-22 08:04:31.000000,2021.03.0,,3480.0,16.0,150.0,126.0,98.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2021-03-22 08:01:20.000000,24.0,3480.0,,,,2.0,,,,,,,,,,,,-3.0,,,,,,
74,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,22,False,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,143.0,66.0,136.0,717.0,1380.0,2019-07-21 08:49:48.715000,0.9.0,,22728.0,94.0,75.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2019-07-21 08:49:39.000000,74.0,16063.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,239723.0,3.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1965.0,,,,,,,,
75,Stencila,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,True,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-08-19 06:57:55.000000,2021-08-18 04:18:09.000000,38.0,23.0,459.0,601.0,4139.0,2021-08-18 04:18:14.000000,0.110.0,976.0,506.0,100.0,24.0,16.0,22.0,,Apache-2.0,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059000,8.0,163.0,,,,,,,,
76,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,True,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-05-31 23:04:25.000000,2021-04-19 05:00:36.000000,121.0,35.0,67.0,576.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,16818.0,20.0,133.0,115.0,21.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000000,18.0,16818.0,,,,3.0,,,,,,,,,,,,,,,,,,
77,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,66.0,15.0,26.0,549.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,15504.0,20.0,1197.0,1073.0,15.0,https://pypi.org/project/watermark,BSD-3-Clause,2021-02-18 16:56:30.000000,124.0,12458.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,176715.0,2.0,,,,,,,,,,,,-2.0,,,,,,
78,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,22,True,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-08-13 08:05:12.035000,2021-08-11 12:20:28.000000,58.0,60.0,55.0,438.0,293.0,2021-08-13 08:05:12.035000,0.5.0,,17376.0,22.0,21.0,3.0,9.0,https://pypi.org/project/ipysheet,MIT,2021-08-11 12:28:11.000000,18.0,12209.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,36300.0,3.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2021-08-13 08:05:12.035000,,3997.0,,,,,,,,
79,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,22,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-08-17 09:21:01.475000,2021-07-22 10:14:46.000000,277.0,15.0,231.0,393.0,,2021-03-26 10:26:12.000000,12.0.0,,7239.0,15.0,139.0,99.0,62.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2021-07-22 10:16:21.000000,40.0,6979.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475000,8592.0,2.0,,,,,,,,,,,,,,,,,,
