,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
10,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,30,True,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-10-18 07:04:29.000000,2021-09-27 03:51:55.000000,36.0,27.0,48.0,77.0,209.0,2021-08-16 09:10:16.000000,0.5.4,,20433266.0,15.0,31123.0,31123.0,25.0,https://pypi.org/project/nbclient,BSD-3-Clause,2021-08-16 09:09:59.000000,0.0,20330836.0,https://anaconda.org/conda-forge/nbclient,2021-08-16 13:35:11.226000,2048612.0,1.0,,,,,,,,,,,,,,,,,,,
11,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,29,True,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-10-20 16:44:17.002000,2021-03-31 14:20:34.000000,2124.0,30.0,244.0,11517.0,1174.0,2021-10-20 14:37:30.721000,3.2.1,,104093.0,130.0,102.0,102.0,11.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2021-10-20 16:44:17.002000,0.0,104093.0,,4.0,,,,,,,
12,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,29,True,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-10-20 20:15:26.000000,2021-10-20 20:15:26.000000,1627.0,193.0,1842.0,6718.0,,2021-07-16 11:58:23.000000,1.4.2,,189817.0,48.0,2036.0,1526.0,260.0,https://pypi.org/project/jupyterhub,BSD-3-Clause,2021-10-14 10:50:34.000000,510.0,155879.0,https://anaconda.org/conda-forge/jupyterhub,2021-07-16 22:12:11.207000,457275.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-07-16 12:10:32.711466,296.0,2367466.0,,,,,,,,,,,,,,
13,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,29,True,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-10-21 13:47:47.000000,2021-10-21 13:47:46.000000,205.0,444.0,1033.0,1427.0,1668.0,2021-09-27 12:47:37.000000,0.12.4,,8857.0,131.0,2194.0,2158.0,77.0,https://pypi.org/project/panel,BSD-3-Clause,2021-10-19 14:25:40.000000,36.0,,https://anaconda.org/conda-forge/panel,2021-09-27 15:45:09.868000,318861.0,1.0,,,,,,,,,,,,,,,,,,,
14,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,True,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-09-16 11:44:43.000000,2021-06-10 23:11:53.000000,114.0,42.0,64.0,150.0,752.0,2021-04-02 04:40:44.000000,5.1.3,,94973.0,21.0,141874.0,125834.0,58.0,https://pypi.org/project/nbformat,BSD-3-Clause,2021-04-02 04:40:44.000000,16040.0,,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,6268244.0,1.0,,,,,,,,,,,,,,,,,,,
15,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-10-20 16:46:30.331000,2021-08-10 23:33:21.000000,2124.0,65.0,49.0,11517.0,523.0,2021-10-20 14:39:59.975000,5.2.1,,124172.0,121.0,117.0,117.0,13.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2021-10-20 16:46:30.331000,0.0,124172.0,,,,,,,,,
16,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,28,True,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-10-15 08:00:37.000000,2021-04-06 05:51:36.000000,750.0,333.0,448.0,4694.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,261883.0,16.0,494.0,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000000,494.0,261883.0,,,,1.0,,,,,,,,,,,,,,,,,,,
17,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-10-14 19:00:48.000000,2021-06-29 17:43:55.000000,237.0,102.0,37.0,1444.0,253.0,2020-05-02 15:29:58.000000,0.4.0,,84661.0,16.0,2429.0,2307.0,44.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,122.0,82641.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,125257.0,1.0,,,,,,,,,,,,,,,,,,,
18,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,28,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-10-01 13:03:30.000000,2021-09-13 07:27:34.000000,303.0,170.0,273.0,1186.0,952.0,2021-07-21 12:23:32.000000,0.14.0,,44226.0,71.0,1294.0,1194.0,69.0,https://pypi.org/project/ipyleaflet,MIT,2021-06-17 16:00:18.000000,98.0,,https://anaconda.org/conda-forge/ipyleaflet,2021-06-17 16:32:56.948000,760735.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-06-17 15:58:50.351000,2.0,32523.0,,,,,,,,,
19,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-10-19 13:09:53.000000,2021-10-19 13:09:42.000000,167.0,91.0,120.0,1159.0,384.0,2021-10-19 13:07:15.302000,0.10.1,,59106.0,38.0,1994.0,1942.0,25.0,https://pypi.org/project/ipympl,BSD-3-Clause,2021-10-19 13:06:13.000000,52.0,,,,,1.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2021-10-19 13:07:15.302000,,59106.0,,,,,,,,,
20,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,28,True,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48.000000,255.0,228.0,667.0,962.0,2054.0,2021-08-16 19:04:35.000000,1.2.20210816,,12644323.0,19.0,12.0,,51.0,https://pypi.org/project/datalab,Apache-2.0,2020-03-25 23:36:46.000000,12.0,12644323.0,,,,2.0,,,,,,,,,,,,,,,,,,,
21,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-10-14 20:01:25.000000,2021-10-14 20:01:24.000000,304.0,74.0,399.0,4891.0,,2021-10-07 17:22:12.000000,1.13.1,,146749.0,102.0,2117.0,2009.0,66.0,https://pypi.org/project/jupytext,MIT,2021-09-25 14:39:16.000000,108.0,125301.0,https://anaconda.org/conda-forge/jupytext,2021-09-26 15:16:15.512000,231256.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-09-08 21:21:52.353000,,14841.0,,,,,,,,,
22,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,27,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-10-21 05:12:59.000000,2021-10-17 21:06:19.000000,396.0,76.0,393.0,3700.0,4781.0,2021-10-12 16:15:29.000000,1.0.0,,3155.0,52.0,221.0,213.0,65.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-10-12 16:15:29.000000,8.0,1375.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-10-12 07:15:43.339000,,1780.0,,,,,,,,,
23,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,27,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-10-21 08:16:13.000000,2021-10-20 21:41:01.000000,352.0,249.0,315.0,3636.0,,2021-10-04 13:58:22.000000,0.2.16,34.0,47022.0,67.0,5099.0,5073.0,55.0,https://pypi.org/project/voila,BSD-3-Clause,2021-10-14 14:22:33.000000,26.0,39048.0,https://anaconda.org/conda-forge/voila,2021-10-04 18:58:51.716000,149531.0,1.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,3787.0,,,,,,,,,
24,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-10-21 10:18:09.000000,2021-10-21 10:18:06.000000,445.0,219.0,351.0,3160.0,3428.0,2021-10-01 09:15:22.000000,0.12.31,,28325.0,98.0,150.0,28.0,55.0,https://pypi.org/project/bqplot,Apache-2.0,2021-10-01 09:15:22.000000,112.0,,https://anaconda.org/conda-forge/bqplot,2021-10-01 09:49:41.042000,833991.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-10-01 09:13:14.243000,10.0,15495.0,,,,,,,,,
25,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,27,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-10-20 01:18:24.000000,2021-10-19 22:51:12.000000,406.0,353.0,575.0,2498.0,1294.0,2021-10-15 04:23:03.000000,0.12.0,,23682.0,37.0,44.0,,90.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2021-10-15 04:23:03.000000,44.0,23682.0,,,,1.0,,,,,,,,,,,,,,,,,,,
26,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,27,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-09-30 15:52:01.000000,2021-09-30 11:08:11.000000,125.0,58.0,215.0,2106.0,1941.0,2021-04-14 17:37:10.000000,3.0.0,,276366.0,24.0,266.0,54.0,32.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-05-25 16:15:59.000000,212.0,201632.0,https://anaconda.org/conda-forge/nbdime,2021-05-25 19:33:13.127000,393389.0,1.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-04-14 17:36:09.471000,,67952.0,,,,,,,,,
27,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,27,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-09-16 22:10:59.000000,2021-09-09 18:47:00.000000,370.0,131.0,256.0,1051.0,1163.0,2021-08-27 16:28:41.000000,0.19.1,,45290.0,48.0,247.0,213.0,54.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-08-19 13:52:26.000000,34.0,44570.0,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530000,36018.0,1.0,,,,,,,,,,,,,,,,,,,
28,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,26,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-08-23 17:19:43.000000,2021-08-23 17:19:38.000000,974.0,205.0,197.0,8787.0,634.0,2018-11-22 17:02:16.000000,0.20.0,,40531.0,116.0,190.0,,42.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000000,190.0,40531.0,,,,1.0,,,,,,,,,,,,,,,,,,,
29,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-08-16 22:05:29.000000,2021-05-06 12:01:05.000000,834.0,76.0,76.0,6711.0,264.0,2019-07-24 15:57:06.000000,1.0.0,,163365.0,4.0,78.0,72.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:57:06.000000,6.0,163365.0,,,,2.0,,,,,,,,,,,,,,,,,,,
30,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-10-19 17:48:12.000000,2021-10-16 22:52:15.000000,554.0,156.0,1511.0,5672.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1259118.0,23718.0,66.0,5.0,,174.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,4347.0,,,,2.0,,,,,,,,,,,,,,,,,,,
31,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-10-20 19:57:14.000000,2021-10-20 19:57:13.000000,333.0,93.0,231.0,4371.0,,2021-03-09 17:54:04.000000,2.3.3,,421169.0,70.0,1861.0,1711.0,95.0,https://pypi.org/project/papermill,BSD-3-Clause,2021-03-09 17:54:04.000000,150.0,416091.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,192990.0,2.0,,,,,,,,,,,,,,,,,,,
32,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,26,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,358.0,133.0,280.0,3111.0,737.0,2020-10-29 01:31:20.000000,5.7.1,,15092.0,28.0,1957.0,1647.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,310.0,11067.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,177103.0,2.0,,,,,,,,,,,,,,,,,,,
33,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,26,False,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-10-20 15:07:34.000000,2021-10-16 17:04:04.000000,208.0,34.0,387.0,2668.0,518.0,2021-10-15 15:52:45.000000,1.59.1,,62612.0,137.0,245.0,245.0,18.0,https://pypi.org/project/dtale,LGPL-2.1,2021-10-15 15:45:37.000000,0.0,58010.0,https://anaconda.org/conda-forge/dtale,2021-10-15 17:45:22.245000,92056.0,2.0,,,,,,,,,,,,,,,,,,,
34,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,26,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-10-07 18:56:36.000000,2021-01-21 14:02:57.000000,381.0,343.0,4173.0,2607.0,1689.0,2021-10-07 18:56:36.000000,2.3.8,31.0,20760.0,51.0,40.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2021-10-07 18:56:36.000000,40.0,7606.0,https://anaconda.org/conda-forge/beakerx,2021-07-20 12:14:16.709000,462534.0,1.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244160.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776000,0.0,1118.0,,,,,,,,,
35,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-09-28 15:19:14.000000,2021-09-28 15:19:07.000000,213.0,179.0,123.0,1680.0,951.0,2019-07-07 19:46:13.862000,0.5.2,,8779.0,46.0,641.0,589.0,39.0,https://pypi.org/project/ipyvolume,MIT,2021-04-13 12:23:25.000000,48.0,,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,322628.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-04-13 12:31:01.403000,4.0,3018.0,,,,,,,,,
36,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,26,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-10-13 08:05:38.000000,2021-10-13 08:05:38.000000,305.0,27.0,182.0,319.0,926.0,2021-07-19 12:33:35.000000,14.1.0,,41704.0,28.0,286.0,228.0,103.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-08-10 12:09:46.000000,58.0,41104.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,18002.0,1.0,,,,,,,,,,,,,,,,,,,
37,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,True,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-10-21 00:00:04.688997,2021-10-20 20:47:36.000000,2522.0,66.0,626.0,6579.0,2313.0,,,,975686.0,,,,208.0,,BSD-3-Clause,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-10-21 00:00:04.688997,318.0,73176459.0,,,,,,,,,,,,,,
38,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,362.0,152.0,124.0,2764.0,405.0,2020-04-07 16:43:54.000000,1.3.1,,63311.0,73.0,127.0,1.0,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,126.0,54332.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,322427.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,0.0,1652.0,,,,,,,,,
