,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,40,True,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,2010-05-10 04:46:06.000000,2021-10-21 03:57:29.000000,2021-10-21 03:57:29.000000,4237.0,1531.0,5282.0,15022.0,25281.0,2021-09-25 00:38:58.000000,7.28.0,317768.0,28454119.0,110.0,291399.0,227477.0,835.0,https://pypi.org/project/ipython,BSD-3-Clause,2021-09-25 00:38:58.000000,63922.0,28325359.0,https://anaconda.org/conda-forge/ipython,2021-09-27 19:49:36.449000,8284222.0,1.0,,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,39,True,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000000,2021-10-21 06:53:41.000000,2021-10-19 16:31:36.000000,3569.0,2043.0,2302.0,9461.0,12101.0,2021-10-19 16:33:01.000000,6.4.5,1761.0,20710285.0,82.0,138357.0,122271.0,561.0,https://pypi.org/project/notebook,BSD-3-Clause,2021-10-19 16:32:52.000000,16086.0,20368066.0,https://anaconda.org/conda-forge/jupyter,2021-01-28 22:23:49.648000,1610743.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2021-10-21 00:31:32.293312,872.0,24486637.0,,,,,,,,,,,,,,
3,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,37,True,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000000,2021-10-21 08:27:47.000000,2021-10-20 16:53:43.000000,2124.0,1960.0,4230.0,11520.0,23797.0,2021-10-20 14:42:25.000000,3.2.1,8634.0,1284809.0,401.0,52500.0,50112.0,451.0,https://pypi.org/project/jupyterlab,BSD-3-Clause,2021-10-20 16:43:25.000000,2388.0,1210882.0,https://anaconda.org/conda-forge/jupyterlab,2021-10-20 15:04:19.843000,4721499.0,1.0,,,,,,,,,,,,,,,,,,,
4,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,35,True,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000000,2021-10-21 06:55:28.000000,2021-10-19 16:54:29.000000,779.0,579.0,1148.0,2332.0,7232.0,2021-09-13 23:41:15.000000,7.6.5,,19607826.0,127.0,17452.0,2458.0,183.0,https://pypi.org/project/ipywidgets,BSD-3-Clause,2021-09-13 23:41:15.000000,14932.0,19395530.0,https://anaconda.org/conda-forge/ipywidgets,2021-10-19 16:50:20.859000,3856707.0,1.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-08-31 22:27:03.502000,62.0,153862.0,,,,,,,,,
5,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,35,True,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000000,2021-10-20 10:41:38.000000,2021-10-20 01:16:29.000000,282.0,200.0,167.0,425.0,2387.0,2021-10-20 10:41:38.000000,6.4.2,70.0,25174386.0,71.0,153059.0,135471.0,137.0,https://pypi.org/project/ipykernel,BSD-3-Clause,2021-10-20 01:17:33.000000,17588.0,25171355.0,https://anaconda.org/anaconda/ipykernel,2021-10-07 07:56:32.806000,214266.0,1.0,,,,,,,,,,,0.0,,,,,,,,
6,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/pandas-profiling/pandas-profiling,,widgets,34,True,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-10-19 18:09:04.000000,2021-10-19 17:52:32.000000,1173.0,88.0,425.0,8124.0,911.0,2021-09-27 23:12:22.000000,3.1.0,,13267908.0,31.0,5680.0,5520.0,81.0,https://pypi.org/project/pandas-profiling,MIT,2021-09-27 23:12:22.000000,160.0,13265131.0,https://anaconda.org/conda-forge/pandas-profiling,2021-09-28 13:50:05.966000,172203.0,1.0,,,,,,,,,,,,2.0,,,,,,,
7,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,33,True,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000000,2021-10-19 22:45:44.000000,2021-10-19 20:31:59.000000,3800.0,694.0,6056.0,15635.0,,2021-10-13 17:43:33.000000,2.4.1,,1930558.0,111.0,45882.0,40010.0,575.0,https://pypi.org/project/bokeh,BSD-3-Clause,2021-10-13 17:43:33.000000,5872.0,1824706.0,https://anaconda.org/conda-forge/bokeh,2021-10-16 13:46:04.385000,5716051.0,1.0,,,,,,,,,,,,,,,,,,,
8,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,33,True,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000000,2021-10-07 13:51:17.000000,2021-10-06 05:43:57.000000,451.0,393.0,546.0,1199.0,,2021-09-25 00:03:12.000000,6.2.0,,21346255.0,42.0,135681.0,120297.0,231.0,https://pypi.org/project/nbconvert,BSD-3-Clause,2021-09-25 00:03:12.000000,15384.0,21270784.0,https://anaconda.org/conda-forge/nbconvert,2021-09-25 02:58:13.009000,4981094.0,1.0,,,,,,,,,,,,,,,,,,,
9,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,31,True,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000000,2021-09-28 17:27:12.000000,2021-08-04 17:21:29.000000,165.0,94.0,193.0,278.0,1781.0,2021-06-29 17:22:52.000000,5.1.1,,32012.0,34.0,98621.0,86259.0,110.0,https://pypi.org/project/qtconsole,BSD-3-Clause,2021-06-29 17:22:52.000000,12362.0,,https://anaconda.org/conda-forge/qtconsole,2021-06-30 03:34:49.078000,2080782.0,1.0,,,,,,,,,,,,,,,,,,,
