,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
21,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-11-26 15:47:52.000000,2021-11-26 15:47:44.000000,415.0,34.0,2036.0,2211.0,10239.0,2021-02-13 17:21:54.000000,8.1.3,,1341.0,73.0,663.0,393.0,222.0,https://pypi.org/project/nikola,MIT,2021-02-13 17:18:18.000000,270.0,1341.0,,,,1.0,,,,,,,,,,,,,,,,,,,
22,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-11-03 11:51:17.000000,2021-11-03 11:51:16.000000,133.0,67.0,217.0,2128.0,1952.0,2021-10-25 23:48:13.575000,2.1.1,,278609.0,27.0,274.0,62.0,34.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-10-25 23:22:53.000000,212.0,168715.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628000,414529.0,1.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-25 23:48:13.575000,,102986.0,,,,,,,,,
23,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-11-13 15:23:35.182000,2021-06-29 17:43:55.000000,237.0,102.0,37.0,1459.0,253.0,2020-05-02 15:29:58.000000,0.4.0,,80329.0,16.0,2584.0,2462.0,44.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,122.0,78306.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182000,129491.0,1.0,,,,,,,,,,,,,,,,,,,
24,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-12-01 14:40:14.000000,2021-12-01 14:40:13.000000,310.0,77.0,402.0,4952.0,,2021-11-30 01:06:04.546000,1.3.7,,115149.0,104.0,2262.0,2154.0,67.0,https://pypi.org/project/jupytext,MIT,2021-11-30 00:41:45.000000,108.0,92615.0,https://anaconda.org/conda-forge/jupytext,2021-11-30 06:45:04.680000,246498.0,2.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-11-30 01:06:04.546000,,15872.0,,,,,,,,,
25,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,27,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-12-02 02:49:27.000000,2021-11-29 19:20:28.000000,416.0,66.0,407.0,3959.0,4878.0,2021-11-24 03:10:29.000000,1.0.3,,3871.0,55.0,227.0,219.0,65.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-11-24 03:10:29.000000,8.0,1974.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-11-23 18:46:53.499000,,1897.0,,,,,,,,,
26,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,27,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-12-02 08:38:22.000000,2021-12-02 08:38:22.000000,360.0,252.0,319.0,3706.0,,2021-10-04 13:58:22.000000,0.2.16,94.0,34444.0,69.0,5393.0,5367.0,56.0,https://pypi.org/project/voila,BSD-3-Clause,2021-11-17 14:49:08.000000,26.0,26856.0,https://anaconda.org/conda-forge/voila,2021-10-04 18:58:51.716000,155793.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,3458.0,,,,,,,,,
27,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,27,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-11-28 08:30:42.000000,2021-11-26 23:05:35.000000,364.0,134.0,280.0,3144.0,739.0,2020-10-29 01:31:20.000000,5.7.1,,10381.0,28.0,2008.0,1698.0,40.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,310.0,6419.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058000,182281.0,2.0,,,,,,,,,,,,,,,,,,,
28,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,27,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-11-22 16:30:10.000000,2021-11-19 19:20:50.000000,420.0,361.0,587.0,2554.0,1303.0,2021-11-19 04:33:20.000000,0.12.1,,22548.0,38.0,44.0,,92.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2021-11-19 04:33:20.000000,44.0,22548.0,,,,2.0,,,,,,,,,,,,,,,,,,,
29,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,27,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-11-09 17:40:50.000000,2021-09-09 18:47:00.000000,370.0,131.0,257.0,1068.0,1163.0,2021-08-27 16:28:41.000000,0.19.1,,44919.0,48.0,252.0,218.0,54.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-08-19 13:52:26.000000,34.0,44204.0,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530000,37215.0,1.0,,,,,,,,,,,,,,,,,,,
30,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-11-30 09:11:58.000000,2021-11-13 09:38:30.000000,212.0,85.0,415.0,1005.0,1732.0,2021-11-13 09:58:48.000000,0.34.0,,107256.0,50.0,44.0,14.0,68.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2021-11-13 09:58:48.000000,30.0,104210.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-11-13 12:39:40.449000,109678.0,1.0,,,,,,,,,,,,,,,,,,,
31,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,27,True,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-12-02 14:22:01.000000,2021-11-28 02:37:34.000000,141.0,70.0,150.0,273.0,12165.0,2021-11-26 22:17:30.000000,1.12.1,179.0,5334802.0,47.0,,,450.0,https://pypi.org/project/jupyter_server,BSD-3-Clause,2018-07-31 14:15:16.000000,,5308797.0,https://anaconda.org/conda-forge/jupyter_server,2021-11-27 02:02:08.973000,1013935.0,3.0,,,,,,,,,,,,,,,,,,,
32,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05.000000,834.0,76.0,76.0,6734.0,264.0,2019-07-24 15:57:06.000000,1.0.0,,138541.0,4.0,97.0,91.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:57:06.000000,6.0,138541.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,
33,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-11-26 13:56:47.000000,2021-11-03 02:51:26.000000,556.0,159.0,1514.0,5712.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1277212.0,21906.0,66.0,5.0,,175.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,2844.0,,,,2.0,,,,,,,,,,,,,,,,,,,
34,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-10-21 18:29:28.606000,2021-10-20 19:57:13.000000,336.0,97.0,231.0,4436.0,,2021-03-09 17:54:04.000000,2.3.3,,344250.0,70.0,1950.0,1800.0,95.0,https://pypi.org/project/papermill,BSD-3-Clause,2021-03-09 17:54:04.000000,150.0,339106.0,https://anaconda.org/conda-forge/papermill,2021-10-21 18:29:28.606000,205796.0,2.0,,,,,,,,,,,,,,,,,,,
35,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,26,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57.000000,382.0,343.0,4174.0,2613.0,1689.0,2021-11-10 21:21:48.000000,2.3.9,31.0,19654.0,52.0,40.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2021-11-10 21:21:48.000000,40.0,6637.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218000,472767.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244284.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776000,0.0,1204.0,,,,,,,,,
36,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,26,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-12-02 07:17:02.707000,2021-12-02 07:08:49.000000,809.0,63.0,262.0,2116.0,,2021-09-30 12:56:24.000000,7.1.0,,51753.0,34.0,2232.0,1742.0,104.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2021-11-12 13:31:42.000000,490.0,43864.0,https://anaconda.org/conda-forge/ipyparallel,2021-12-02 07:17:02.707000,536466.0,2.0,,,,,,,,,,,,,,,,,,,
37,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-11-04 16:00:54.000000,2021-11-01 12:36:42.000000,213.0,177.0,127.0,1694.0,970.0,2019-07-07 19:46:13.862000,0.5.2,,29864.0,48.0,680.0,628.0,39.0,https://pypi.org/project/ipyvolume,MIT,2021-10-29 20:42:04.000000,48.0,21159.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,330355.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194000,4.0,3010.0,,,,,,,,,
38,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,26,True,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-11-29 00:42:40.000000,2021-11-29 00:42:39.000000,85.0,126.0,245.0,1099.0,2215.0,2021-10-25 07:36:41.000000,3.9.1,,8120.0,62.0,92.0,90.0,37.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2021-10-25 07:27:24.858000,2.0,8120.0,,1.0,jupyter-lsp/jupyterlab-lsp,,,,,,
