,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
80,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-09-01 18:09:52.000000,2021-09-01 18:09:44.000000,553.0,52.0,39.0,5628.0,631.0,2020-10-27 19:53:29.453000,5.11.0,,420.0,71.0,3.0,3.0,27.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453000,,420.0,,,,,,,,
81,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-09-01 00:27:04.000000,2021-09-01 00:27:04.000000,639.0,130.0,166.0,4875.0,587.0,2021-01-20 07:28:10.000000,0.9.0,,3740.0,30.0,1.0,,60.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2021-01-20 07:28:10.000000,1.0,3740.0,,,,2.0,,,,,,,,,,,,,,,,,,
82,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-08-31 21:53:05.000000,2021-04-10 13:03:02.000000,77.0,38.0,112.0,831.0,163.0,2021-04-10 13:07:39.934000,3.0.9,,11831.0,11.0,3.0,3.0,16.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934000,,11831.0,,,,,,,,
83,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,21,True,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-08-31 21:53:11.000000,2021-06-29 12:29:51.000000,56.0,37.0,25.0,492.0,101.0,2021-04-29 10:22:28.814000,0.9.0,,5707.0,11.0,112.0,112.0,16.0,,BSD-3-Clause,,,,,,,1.0,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814000,,5707.0,,,,,,,,
84,Code Formatter,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-09-15 11:30:58.000000,2021-04-02 15:15:07.000000,38.0,21.0,114.0,466.0,353.0,2021-04-02 15:07:25.000000,1.4.10,,30804.0,54.0,2.0,,30.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2021-04-02 15:07:25.000000,2.0,22025.0,,,,2.0,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2021-04-02 15:06:23.719000,,8779.0,,,,,,,,
85,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter/enterprise_gateway,,kernels,21,True,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-09-07 19:45:43.000000,2021-08-22 16:39:58.000000,151.0,100.0,393.0,454.0,1096.0,2021-08-18 15:16:46.000000,2.5.1,10682.0,1168.0,27.0,1.0,,82.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,941.0,,,,2.0,,,,,,,,,,,,,,,,,,
86,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,21,False,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,59.0,17.0,38.0,443.0,32.0,2018-01-15 18:14:37.000000,0.9.0,,15127.0,10.0,221.0,187.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000000,34.0,15127.0,,,,3.0,,,,,,,,,,,,,,,,,,
87,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-09-13 12:21:44.000000,2021-07-22 10:14:46.000000,277.0,16.0,231.0,396.0,,2021-03-26 10:26:12.000000,12.0.0,,7500.0,15.0,141.0,101.0,62.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2021-07-22 10:16:21.000000,40.0,7235.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475000,9030.0,2.0,,,,,,,,,,,,,,,,,,
88,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,21,True,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-08-31 10:20:17.000000,2021-08-19 19:38:23.000000,50.0,68.0,100.0,378.0,875.0,2021-05-14 15:18:42.716000,0.32.1,64.0,8692.0,64.0,4.0,,19.0,https://pypi.org/project/itkwidgets,Apache-2.0,2021-05-14 15:16:38.000000,4.0,6412.0,,,,3.0,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2021-05-14 15:18:42.716000,,2277.0,,,,,,,,
89,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,21,True,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2021-08-24 23:56:48.000000,2021-08-24 23:55:59.000000,115.0,14.0,159.0,363.0,557.0,2021-08-25 00:19:46.000000,2.5.1,104.0,5707.0,27.0,6.0,,43.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2021-08-24 23:55:16.000000,6.0,5705.0,,,,2.0,,,,,,,,,,,,,,,,,,
90,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,21,True,greenape/mknotebooks,mknotebooks,,https://github.com/greenape/mknotebooks,2018-09-18 08:13:25.000000,2021-09-14 13:09:02.000000,2021-09-14 13:07:37.000000,17.0,8.0,23.0,83.0,933.0,2021-09-07 13:41:02.000000,0.7.0,,9475.0,462.0,124.0,114.0,13.0,https://pypi.org/project/mknotebooks,MIT,2021-09-14 13:09:02.000000,10.0,9475.0,,,,2.0,,,,,,,,,,,,,,,,,,
91,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-07-28 19:09:56.000000,2021-06-02 09:43:47.000000,352.0,152.0,1092.0,3732.0,2357.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,87.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
92,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,True,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-07-13 22:12:59.000000,2021-07-13 22:08:40.000000,275.0,15.0,66.0,2198.0,,2021-07-13 22:12:59.000000,0.13.2,,17669.0,4.0,,,10.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,19.0,494755.0,,,,,,,,,,,,,
93,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,20,False,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-03-10 10:08:52.000000,2017-11-16 19:29:56.000000,88.0,39.0,29.0,778.0,264.0,2017-11-16 17:59:43.000000,1.5.1,,5004.0,26.0,180.0,132.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000000,48.0,4179.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32189.0,3.0,,,,,,,,,,,,,,,,,,
94,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,20,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-09-11 03:20:54.000000,2021-01-22 17:01:16.000000,159.0,32.0,14.0,564.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,4.0,12.0,884.0,884.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2021-01-22 17:02:58.000000,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,
95,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,False,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34.000000,134.0,22.0,8.0,512.0,41.0,2021-01-22 17:06:54.671000,0.4.0,,14007.0,10.0,137.0,136.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000000,1.0,1601.0,,,,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671000,,12406.0,,,,,,,,
96,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-09-15 15:34:16.000000,2021-09-15 15:29:39.000000,60.0,49.0,34.0,497.0,406.0,2021-09-15 15:34:35.000000,3.1.0,,3507.0,16.0,3.0,2.0,20.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2021-09-15 15:34:16.000000,1.0,685.0,,,,2.0,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404000,,2822.0,,,,,,,,
97,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-09-01 00:41:10.000000,2021-07-29 16:32:39.000000,33.0,18.0,13.0,389.0,177.0,2016-12-23 12:20:44.000000,1.0.4,,1548.0,2.0,23.0,23.0,3.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nbtutor,2021-08-22 15:03:42.049000,88284.0,3.0,,,,,,,,,,,,,,,,,,
98,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,True,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-04-26 19:20:13.000000,2021-04-26 19:20:06.000000,63.0,3.0,49.0,374.0,96.0,2020-06-09 08:23:50.000000,0.8.0,,5805.0,16.0,318.0,280.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000000,38.0,2970.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,130425.0,2.0,,,,,,,,,,,,,,,,,,
99,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,20,True,jupyter-xeus/xeus-python,xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,2018-10-12 13:18:30.000000,2021-09-15 12:09:34.000000,2021-09-14 15:36:03.000000,56.0,48.0,111.0,302.0,715.0,2021-09-15 10:14:39.000000,0.12.6,,32067.0,62.0,0.0,,16.0,https://pypi.org/project/xeus-python,BSD-3-Clause,2021-09-15 12:09:34.000000,0.0,8190.0,https://anaconda.org/conda-forge/xeus-python,2021-09-15 01:22:00.024000,787957.0,2.0,,,,,,,,,,,,,,,,,,
100,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,20,True,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-09-15 09:11:32.000000,2021-09-03 10:24:22.000000,21.0,16.0,36.0,183.0,599.0,2021-09-03 10:15:28.752000,3.0.2,2.0,1198.0,27.0,1.0,1.0,24.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360000,8791.0,2.0,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752000,,319.0,,,,,,,,
101,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,False,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07.000000,17.0,35.0,39.0,174.0,619.0,2019-12-09 16:49:29.000000,2.5.1,,69274.0,18.0,5.0,4.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000000,1.0,69274.0,,,,3.0,,,,,,,,,,,,,,,,,,
102,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,20,True,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2021-07-28 17:52:52.000000,2021-07-28 17:34:15.000000,15.0,2.0,41.0,166.0,,2021-07-28 17:34:35.000000,0.11.0,,21915.0,28.0,137.0,115.0,4.0,https://pypi.org/project/ipytest,MIT,2021-07-28 17:34:35.000000,22.0,21915.0,,,,3.0,,,,,,,,,,,,,,,,,,
103,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,True,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-08-09 01:17:36.000000,2021-05-05 12:02:36.000000,94.0,42.0,70.0,126.0,327.0,2021-04-07 15:14:58.000000,1.1.0,,510.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2021-04-07 15:14:58.000000,0.0,510.0,,,,2.0,,,,,,,,,,,,,,,,,,
104,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,True,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-08-26 08:02:21.000000,2021-08-26 08:02:18.000000,24.0,4.0,16.0,116.0,111.0,2021-08-26 08:02:17.096000,3.1.1,,4286.0,12.0,98.0,98.0,7.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-08-26 08:02:17.096000,,4286.0,,,,,,,,
105,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,20,True,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,7.0,3.0,5.0,25.0,266.0,2021-01-04 10:18:03.000000,4.2.0,,48259.0,16.0,392.0,366.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2021-01-04 10:18:03.000000,26.0,45579.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,104548.0,3.0,,,,,,,,,,,,,,,,,,
106,IHaskell,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,19,True,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-09-16 13:58:04.000000,2021-09-15 07:30:58.000000,241.0,43.0,682.0,2281.0,2040.0,2018-08-01 13:19:52.714000,0.0.6,,18.0,6.0,,,103.0,,MIT,,,,,,,2.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714000,,18.0,,,,,,,,
107,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-09-14 16:21:51.000000,2021-09-14 08:27:30.000000,208.0,124.0,112.0,1942.0,468.0,,,,3569.0,15.0,,,19.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2021-09-14 10:36:16.953000,117800.0,2.0,,,,,,,,,,,,,,,,,,
108,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-09-07 21:39:23.000000,2021-09-03 16:34:44.000000,789.0,23.0,256.0,1922.0,,2021-09-07 15:07:19.000000,e2679f9a71ed9c5961457be9a6331f58995c39efbfa524413e197431d4a95a65,,2480.0,47.0,,,142.0,,Apache-2.0,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-09-07 15:36:30.535270,155.0,191030.0,,,,,,,,,,,,,
109,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,True,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-09-14 22:09:20.000000,2021-09-01 14:23:22.000000,204.0,110.0,189.0,1397.0,989.0,,,1138.0,158.0,37.0,,,35.0,,BSD-3-Clause,,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,10027.0,,,,,,,,,,,,,
110,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-08-17 16:18:39.000000,2021-08-17 16:18:35.000000,8.0,41.0,138.0,648.0,693.0,2021-08-17 16:20:34.000000,0.7.4,15.0,16.0,10.0,147.0,147.0,44.0,,MIT,,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-05-28 09:43:26.289926,3.0,1306.0,,,,,,,,,,iruby,,,
111,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,19,True,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-08-31 17:28:38.000000,2021-08-31 17:28:35.000000,61.0,32.0,69.0,408.0,525.0,2021-03-11 21:19:20.467000,3.1.2,,4895.0,30.0,1.0,1.0,23.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2021-03-11 21:19:20.467000,,4895.0,,,,,,,,
112,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,19,False,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,55.0,31.0,131.0,381.0,347.0,2018-06-11 13:11:15.000000,0.28.4,,20453.0,97.0,5.0,,16.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,20453.0,,,,2.0,,,,,,,,,,,,,,,,,,
113,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,False,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-08-10 23:18:25.000000,2020-03-04 03:38:48.000000,73.0,23.0,34.0,296.0,192.0,2020-03-04 03:40:19.000000,2.0.0,,2213.0,21.0,4.0,2.0,12.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2020-03-04 03:40:19.000000,2.0,,,,,2.0,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2020-03-04 03:39:30.578000,,2213.0,,,,,,,,
114,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,19,True,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37.000000,23.0,24.0,25.0,221.0,,2021-01-06 19:12:18.000000,0.4.2,,48456.0,7.0,86.0,66.0,11.0,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2021-01-06 19:12:18.000000,20.0,48456.0,,,,3.0,,,,,,,,,,,,,,,,,,
115,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,19,True,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-08-12 03:19:42.000000,2021-04-15 20:39:36.000000,21.0,43.0,41.0,202.0,590.0,2021-01-05 06:47:54.000000,0.2.6,,673.0,37.0,38.0,1.0,8.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000000,37.0,673.0,,,,3.0,,,,,,,,,,,,,,,,,,
116,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,True,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-09-01 08:40:57.000000,2021-09-01 08:40:07.000000,24.0,14.0,17.0,202.0,,2021-02-04 22:39:49.000000,0.8.0,,10638.0,20.0,18.0,18.0,5.0,,BSD-3-Clause,,,,,,,2.0,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408000,,10638.0,,,,,,,,
117,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,True,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24.000000,32.0,18.0,7.0,191.0,29.0,2020-03-12 16:09:39.000000,0.0.8,,8101.0,10.0,26.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,26.0,8101.0,,,,2.0,,,,,,,,,,,,,,,,,,
118,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,19,True,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2021-08-31 16:41:24.000000,2021-07-04 21:12:58.000000,35.0,20.0,10.0,181.0,69.0,2021-07-05 14:42:11.336000,0.6.1,,3381.0,7.0,7.0,3.0,13.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000000,4.0,1927.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336000,,1454.0,,,,,,,,
119,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,19,True,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-07-21 17:40:35.000000,2021-07-21 17:40:35.000000,70.0,3.0,51.0,179.0,213.0,2021-07-14 17:27:18.000000,2.4.11,,3769.0,14.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000000,2.0,3769.0,,,,2.0,,,,,,,,,,,,,,,,,,
120,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,19,True,jupyterlab/retrolab,retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000000,2021-09-11 18:16:55.000000,2021-09-11 18:16:55.000000,26.0,27.0,59.0,178.0,,2021-09-10 10:37:17.000000,0.3.6,49.0,1463.0,33.0,25.0,25.0,9.0,https://pypi.org/project/retrolab,BSD-3-Clause,2021-09-10 10:36:41.000000,0.0,897.0,https://anaconda.org/conda-forge/retrolab,2021-09-10 12:14:12.523000,2247.0,3.0,,,,,,,,,,,,,,,,,,
121,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,vericast/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57.000000,24.0,16.0,18.0,142.0,188.0,2018-03-23 20:36:58.000000,0.4.1,,5449.0,14.0,64.0,64.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000000,,4104.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,73981.0,2.0,,,,,,,,,,,,,,,,,,
122,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,True,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-09-14 10:29:34.000000,2021-09-14 10:29:34.000000,38.0,6.0,24.0,47.0,,2021-09-02 00:17:38.000000,1.2.0,,2904.0,7.0,73.0,64.0,11.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2021-09-02 00:17:38.000000,9.0,2904.0,,,,2.0,,,,,,,,,,,,,,,,,,
