,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,31,True,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-01-27 12:25:42.000000,2021-01-12 18:24:50.000000,199.0,124.0,139.0,206.0,1854.0,2021-01-09 09:14:50.000000,6.1.11,,7311967.0,35.0,3594.0,,100.0,https://pypi.org/project/jupyter-client,BSD-3-Clause,2021-01-09 09:14:50.000000,3594.0,7311967.0,,,,1.0,,,,,,,,,,,,,,,,,,
11,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,31,True,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-01-22 18:27:10.000000,2021-01-22 18:27:09.000000,108.0,30.0,61.0,132.0,746.0,2021-01-15 00:14:00.000000,5.1.2,,7627838.0,20.0,109689.0,93649.0,55.0,https://pypi.org/project/nbformat,BSD-3-Clause,2021-01-15 00:14:00.000000,16040.0,7555359.0,https://anaconda.org/conda-forge/nbformat,2021-01-18 21:38:26.122000,4131331.0,1.0,,,,,,,,,,,,,,,,,,
12,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-01-26 16:45:34.000000,2021-01-21 17:18:45.000000,404.0,182.0,323.0,2994.0,3216.0,2021-01-14 14:22:16.000000,0.12.21,,146484.0,89.0,1313.0,1191.0,51.0,https://pypi.org/project/bqplot,Apache-2.0,2021-01-14 14:19:33.000000,112.0,12152.0,https://anaconda.org/conda-forge/bqplot,2021-01-14 14:38:26.569000,465696.0,1.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-01-14 14:17:47.627000,10.0,126016.0,,,,,,,,
13,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/pandas-profiling/pandas-profiling,,widgets,29,True,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-01-26 00:27:00.000000,2021-01-12 17:19:32.000000,979.0,61.0,356.0,6630.0,736.0,2020-09-03 10:11:24.000000,2.9.0,,150182.0,25.0,3092.0,2932.0,65.0,https://pypi.org/project/pandas-profiling,MIT,2020-09-03 10:11:24.000000,160.0,148316.0,https://anaconda.org/conda-forge/pandas-profiling,2021-01-09 04:39:21.551000,98928.0,1.0,,,,,,,,,,,,,,,,,,
14,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-01-27 21:26:43.000000,2021-01-27 21:26:40.000000,263.0,59.0,351.0,4249.0,2138.0,2021-01-06 08:51:25.000000,1.9.1,,50437.0,95.0,1299.0,1191.0,57.0,https://pypi.org/project/jupytext,MIT,2021-01-06 08:51:25.000000,108.0,30583.0,https://anaconda.org/conda-forge/jupytext,2021-01-06 22:44:10.058000,131886.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-01-05 22:00:16.648000,,14782.0,,,,,,,,
15,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-01-19 17:13:22.000000,2021-01-19 17:13:17.000000,396.0,30.0,2001.0,2074.0,10182.0,2020-11-15 13:34:54.000000,8.1.2,,1404.0,72.0,481.0,346.0,218.0,https://pypi.org/project/nikola,MIT,2020-11-15 13:33:07.000000,135.0,1404.0,,,,1.0,,,,,,,,,,,,,,,,,,
16,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-01-22 09:41:05.000000,2020-02-25 15:18:59.000000,901.0,192.0,187.0,8131.0,591.0,2018-11-22 17:02:16.000000,0.20.0,,13694.0,116.0,1964.0,1774.0,28.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000000,190.0,13694.0,,,,1.0,,,,,,,,,,,,,,,,,,
17,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,28,False,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-01-13 21:02:36.000000,2019-09-07 14:59:00.000000,709.0,307.0,446.0,4487.0,2562.0,2019-01-02 12:23:07.000000,0.5.1,,80584.0,16.0,247.0,,119.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000000,247.0,80584.0,,,,1.0,,,,,,,,,,,,,,,,,,
18,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,28,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-01-27 15:17:18.000000,2021-01-27 07:32:12.000000,287.0,199.0,270.0,3014.0,831.0,2021-01-11 19:47:21.000000,0.2.6,,18272.0,53.0,2884.0,2858.0,42.0,https://pypi.org/project/voila,BSD-3-Clause,2021-01-11 19:47:21.000000,26.0,11882.0,https://anaconda.org/conda-forge/voila,2021-01-11 20:00:08.710000,94890.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,2876.0,,,,,,,,
19,Jupyter Book,"Build interactive, publication-quality documents from Jupyter Notebooks.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,28,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-01-28 02:27:58.000000,2021-01-17 08:19:58.000000,290.0,261.0,442.0,2049.0,1203.0,2020-12-23 01:27:35.000000,0.9.1,,4897.0,28.0,1801.0,1757.0,67.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2020-12-23 01:27:35.000000,44.0,4897.0,,,,2.0,,,,,,,,,,,,,,,,,,
20,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-01-14 19:34:42.000000,2021-01-14 19:15:16.000000,114.0,54.0,201.0,1903.0,1894.0,2020-10-02 09:09:15.000000,2.1.0,,307017.0,22.0,254.0,42.0,30.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-01-14 19:33:01.000000,212.0,37683.0,https://anaconda.org/conda-forge/nbdime,2020-10-02 13:40:32.616000,257655.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-01-14 19:21:56.366000,,264076.0,,,,,,,,
21,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,28,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-01-22 17:12:52.539000,2020-08-24 09:09:27.000000,730.0,143.0,107.0,1869.0,1817.0,2020-05-05 18:42:38.000000,6.3.0,,55578.0,21.0,1886.0,1396.0,94.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2020-05-05 18:42:38.000000,490.0,49101.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,369200.0,1.0,,,,,,,,,,,,-1.0,,,,,,
22,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,28,True,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-01-25 16:53:25.000000,2021-01-25 16:30:11.000000,147.0,329.0,664.0,923.0,1165.0,2021-01-18 15:17:12.000000,0.10.3,,73793.0,57.0,993.0,957.0,60.0,https://pypi.org/project/panel,BSD-3-Clause,2021-01-20 17:40:34.000000,36.0,68444.0,https://anaconda.org/conda-forge/panel,2021-01-18 17:41:58.671000,144428.0,2.0,,,,,,,,,,,,,,,,,,
23,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,28,True,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2020-12-09 18:31:38.000000,2020-12-09 17:50:14.000000,23.0,17.0,39.0,52.0,186.0,2020-10-15 17:12:44.000000,0.5.1,,7064064.0,12.0,8010.0,8010.0,18.0,https://pypi.org/project/nbclient,BSD-3-Clause,2020-10-15 17:12:44.000000,0.0,7011446.0,https://anaconda.org/conda-forge/nbclient,2020-10-16 14:40:19.007000,578800.0,1.0,,,,,,,,,,,,,,,,,,
24,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-01-14 18:36:51.202000,2020-11-20 20:06:41.000000,1894.0,65.0,47.0,10725.0,517.0,2021-01-14 18:36:51.202000,5.0.3,,290012.0,59.0,26.0,26.0,12.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2021-01-14 18:36:51.202000,0.0,290012.0,,,,,,,,
25,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,27,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-01-28 01:49:02.000000,2021-01-28 01:47:26.000000,540.0,129.0,1485.0,5397.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1111618.0,21787.0,66.0,5.0,,164.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,1937.0,,,,2.0,,,,,,,,,,,,,,,,,,
26,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-01-27 14:29:13.000000,2021-01-26 05:41:02.000000,301.0,91.0,205.0,3891.0,,2021-01-22 17:26:59.000000,2.3.1,,161102.0,68.0,1209.0,1059.0,87.0,https://pypi.org/project/papermill,BSD-3-Clause,2021-01-22 17:26:59.000000,150.0,157107.0,https://anaconda.org/conda-forge/papermill,2021-01-22 20:13:35.303000,115875.0,1.0,,,,,,,,,,,,,,,,,,
27,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,27,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-01-22 18:43:48.491000,2021-01-08 10:00:12.000000,349.0,136.0,275.0,2905.0,730.0,2020-10-29 01:31:20.000000,5.7.1,,6413.0,28.0,1491.0,1336.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,155.0,2817.0,https://anaconda.org/conda-forge/rise,2021-01-22 18:43:48.491000,125883.0,2.0,,,,,,,,,,,,,,,,,,
28,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,27,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-01-22 15:14:34.000000,2021-01-22 15:14:33.000000,278.0,130.0,250.0,1074.0,907.0,2021-01-05 16:38:38.000000,0.13.6,,157166.0,70.0,776.0,676.0,63.0,https://pypi.org/project/ipyleaflet,MIT,2021-01-05 16:38:38.000000,98.0,11512.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,581753.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-01-05 16:30:30.235000,2.0,135266.0,,,,,,,,
29,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-01-20 18:00:11.000000,2021-01-20 17:49:59.000000,138.0,93.0,88.0,977.0,284.0,2021-01-20 18:02:40.000000,0.6.3,,117330.0,35.0,1170.0,1118.0,23.0,https://pypi.org/project/ipympl,BSD-3-Clause,2021-01-20 17:51:43.000000,52.0,15353.0,,,,1.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2021-01-05 16:19:30.088000,,101977.0,,,,,,,,
30,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,26,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-01-28 05:53:16.000000,2021-01-28 05:40:56.000000,345.0,81.0,303.0,3137.0,4315.0,2021-01-14 04:18:20.000000,0.6.0,,1680.0,39.0,174.0,170.0,61.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-01-14 04:18:20.000000,4.0,454.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-01-08 07:02:49.503000,,1226.0,,,,,,,,
31,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,26,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-01-21 14:03:03.000000,2021-01-21 14:02:57.000000,375.0,338.0,4172.0,2523.0,1689.0,2020-09-07 15:05:22.000000,2.0.1,31.0,14301.0,48.0,20.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2020-09-07 15:05:22.000000,20.0,1307.0,https://anaconda.org/conda-forge/beakerx,2020-10-16 00:01:07.915000,365278.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,21.0,243227.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776000,0.0,1002.0,,,,,,,,
32,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-01-09 19:37:03.000000,2020-12-08 15:52:28.000000,197.0,142.0,121.0,1530.0,921.0,2019-07-07 19:46:13.862000,0.5.2,,14250.0,45.0,422.0,370.0,38.0,https://pypi.org/project/ipyvolume,MIT,2020-06-10 12:48:25.000000,48.0,5100.0,https://anaconda.org/conda-forge/ipyvolume,2020-06-10 13:40:22.698000,251860.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2020-04-22 09:07:29.284000,4.0,3792.0,,,,,,,,
33,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2020-10-27 11:03:46.000000,2020-05-10 20:58:03.000000,223.0,92.0,36.0,1333.0,244.0,2020-05-02 15:29:58.000000,0.4.0,,9904.0,16.0,1390.0,1329.0,40.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,61.0,8138.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,93648.0,1.0,,,,,,,,,,,,,,,,,,
34,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,26,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-01-28 14:06:09.000000,2021-01-27 17:08:17.000000,252.0,182.0,262.0,1147.0,2025.0,2021-01-23 22:59:12.000000,2021.1.0,,1169.0,14.0,119.0,95.0,92.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2021-01-23 22:59:12.000000,24.0,1169.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,
35,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,26,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2020-12-09 19:12:17.000000,2020-03-29 02:50:45.000000,158.0,163.0,259.0,987.0,2150.0,2019-12-04 15:06:08.000000,1.1.18,,8516.0,91.0,222.0,178.0,32.0,https://pypi.org/project/pixiedust,Apache-2.0,2019-12-04 15:03:43.000000,44.0,7240.0,https://anaconda.org/conda-forge/pixiedust,2020-10-15 18:31:42.882000,17874.0,2.0,,,,,,,,,,,,,,,,,,
36,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-01-07 08:26:56.626000,2021-01-02 20:37:06.000000,332.0,131.0,238.0,929.0,1079.0,2021-01-02 20:41:36.000000,0.18.0,,16424.0,45.0,203.0,169.0,49.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2020-11-18 04:17:49.000000,34.0,15832.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,24290.0,1.0,,,,,,,,,,,,,,,,,,
37,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-01-27 19:10:16.000000,2021-01-27 19:10:15.000000,166.0,79.0,341.0,774.0,1572.0,2020-12-24 10:39:39.000000,0.23.3,,11839.0,36.0,43.0,13.0,55.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2021-01-20 09:04:13.000000,30.0,9887.0,https://anaconda.org/conda-forge/jupyterlab-git,2020-12-24 12:08:48.622000,48808.0,1.0,,,,,,,,,,,,,,,,,,
38,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,25,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2020-11-24 22:59:37.758000,2020-11-24 04:31:50.000000,60.0,13.0,26.0,480.0,70.0,2020-11-24 04:30:45.000000,2.1.0,,64295.0,19.0,926.0,864.0,14.0,https://pypi.org/project/watermark,BSD-3-Clause,2020-11-24 04:30:45.000000,62.0,61621.0,https://anaconda.org/conda-forge/watermark,2020-11-24 22:59:37.758000,136385.0,2.0,,,,,,,,,,,,,,,,,,
