,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,gem_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,hex_id,docs_url,bitbucket_id
36,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,29,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2025-09-27 16:32:53.667000,2021-03-31 14:20:34,1174.0,,3746.0,19.0,322.0,31.0,245.0,14823.0,2025-09-26 17:29:42.495,4.4.9,,97511.0,312.0,19.0,,11.0,,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2025-09-27 16:32:53.667,19.0,97511.0,,,,,,,,,,,,,
37,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,29,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2025-04-22 14:56:26.065000,2022-12-21 19:56:24,2660.0,,807.0,130.0,854.0,387.0,462.0,5284.0,2022-11-15 17:33:00.905,0.7.0,,374088.0,18.0,252.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,2022-11-15 17:33:00.905,232.0,353073.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2025-04-22 14:56:26.065,2311667.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
38,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,29,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2025-09-13 16:20:05.000000,2025-07-30 14:06:19,842.0,9.0,426.0,69.0,317.0,64.0,543.0,4986.0,2025-07-30 16:08:32.000,3.18.2,,35666.0,194.0,1557.0,1504.0,31.0,https://pypi.org/project/dtale,2025-07-30 16:01:15.000,53.0,28399.0,https://anaconda.org/conda-forge/dtale,2025-07-30 16:53:30.142,472393.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
39,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,29,False,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2025-04-22 14:56:26.688000,2023-04-21 20:49:35,292.0,,369.0,47.0,100.0,115.0,44.0,1798.0,2023-02-27 00:06:57.430,0.5.0,,192159.0,19.0,10543.0,10531.0,55.0,https://pypi.org/project/ipython-sql,2023-02-27 00:06:57.430,12.0,188838.0,https://anaconda.org/conda-forge/ipython-sql,2025-04-22 14:56:26.688,365408.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
40,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,29,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2025-10-02 06:59:20.000000,2025-10-02 06:59:20,3039.0,63.0,383.0,42.0,896.0,189.0,388.0,1698.0,2025-08-03 20:11:54.000,2025.8.0,,5504.0,23.0,30.0,,131.0,https://pypi.org/project/jupyter-repo2docker,2025-08-03 20:11:54.000,30.0,5504.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
41,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,29,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2025-09-28 22:19:37.000000,2025-09-28 22:19:34,371.0,20.0,62.0,11.0,237.0,33.0,179.0,914.0,2025-09-02 20:14:39.000,2.5.2,,1075655.0,84.0,1397.0,1300.0,10.0,https://pypi.org/project/itables,2025-09-02 20:14:39.000,97.0,1071488.0,https://anaconda.org/conda-forge/itables,2025-09-02 20:36:14.205,187550.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
42,Stencila,Documents with Scientific Intelligence.,https://github.com/stencila/stencila,,notebook-sharing,29,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2025-10-02 10:54:51.000000,2025-09-30 09:27:55,18749.0,1258.0,52.0,23.0,1757.0,119.0,781.0,843.0,2025-08-25 12:42:41.000,2.6.0,5803.0,335.0,100.0,29.0,20.0,49.0,,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16531.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,9.0,107.0,,,,,,,,,,,,,
43,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,29,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2025-10-01 06:15:57.000000,2025-10-01 06:15:55,775.0,10.0,308.0,25.0,261.0,27.0,255.0,531.0,2025-02-12 13:23:11.000,14.0.0,,98226.0,18.0,259.0,247.0,72.0,https://pypi.org/project/dockerspawner,2025-02-12 13:23:11.000,12.0,97635.0,https://anaconda.org/conda-forge/dockerspawner,2025-04-22 14:56:57.247,29575.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
44,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2025-09-27 16:37:00.711000,2021-08-10 23:33:21,523.0,,3746.0,29.0,63.0,75.0,51.0,14823.0,2025-09-26 17:33:56.792,6.4.9,,195572.0,303.0,25.0,,14.0,,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2025-09-27 16:37:00.711,25.0,195572.0,,,,,,,,,,,,,
45,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2025-06-22 15:37:46.000000,2025-06-22 15:37:46,639.0,,1058.0,153.0,79.0,205.0,206.0,9833.0,2018-11-22 17:02:16.000,0.20.0,,41402.0,116.0,60.0,21.0,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,39.0,41402.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
46,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,False,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,886.0,266.0,98.0,82.0,81.0,7375.0,2023-05-24 15:58:01.158,1.1.1,,100111.0,9.0,325.0,317.0,31.0,https://pypi.org/project/facets-overview,2023-05-24 15:58:01.158,8.0,100111.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
47,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,28,False,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2025-04-29 16:35:39.927000,2023-10-29 13:51:05,770.0,,417.0,84.0,199.0,160.0,295.0,3724.0,2020-10-29 01:31:20.000,5.7.1,,20642.0,31.0,3159.0,3125.0,44.0,https://pypi.org/project/RISE,2022-11-03 16:45:29.021,31.0,14120.0,https://anaconda.org/conda-forge/rise,2025-04-29 16:35:39.927,410576.0,2.0,,,,,,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,3.0,5.0,,,,,,,,,,,,,
48,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,28,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2025-10-01 18:07:28.000000,2025-09-04 17:59:42,3046.0,5.0,1005.0,120.0,567.0,65.0,311.0,2629.0,2025-03-03 10:24:03.000,9.0.1,,647290.0,49.0,125.0,,115.0,https://pypi.org/project/ipyparallel,2025-03-03 10:24:03.000,125.0,623325.0,https://anaconda.org/conda-forge/ipyparallel,2025-04-22 14:56:22.394,1437943.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
49,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,28,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2025-09-09 14:08:11.000000,2025-09-09 14:07:39,1429.0,1.0,452.0,46.0,511.0,165.0,305.0,1362.0,2025-07-07 21:49:31.000,0.23.0,,3129.0,58.0,404.0,394.0,72.0,https://pypi.org/project/sparkmagic,2025-07-07 21:49:31.000,10.0,,https://anaconda.org/conda-forge/sparkmagic,2025-05-28 15:53:51.981,190889.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
50,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,28,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2025-09-17 08:10:44.000000,2025-09-17 08:10:44,499.0,10.0,51.0,10.0,115.0,49.0,70.0,453.0,2024-03-04 14:36:57.000,0.11.0,,374837.0,21.0,4276.0,3732.0,37.0,https://pypi.org/project/nbval,2024-03-04 14:36:57.000,544.0,364685.0,https://anaconda.org/conda-forge/nbval,2025-04-22 14:56:34.405,639607.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
51,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,28,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2025-10-01 06:21:07.000000,2025-10-01 06:21:05,1246.0,21.0,150.0,17.0,317.0,87.0,144.0,374.0,2024-08-29 12:49:20.000,4.4.0,,321781.0,37.0,220.0,5.0,80.0,https://pypi.org/project/jupyter-server-proxy,2024-08-29 12:49:20.000,206.0,292398.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2025-04-22 14:57:02.076,1812796.0,1.0,,,,,,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2024-06-11 15:51:52.317,9.0,1494.0,,,,,,,,,,,,,
52,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,28,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2025-09-09 05:02:35.000000,2024-10-17 01:53:58,7653.0,,46.0,7.0,79.0,66.0,1391.0,280.0,2023-09-25 05:56:08.000,0.24.4,,5697.0,168.0,7759.0,7737.0,36.0,https://pypi.org/project/sos-notebook,2023-09-25 05:56:08.000,22.0,2135.0,https://anaconda.org/conda-forge/sos,2025-04-22 14:56:57.479,231567.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
53,Evcxr,"An evaluation context for Rust, including a Jupyter Kernel.",https://github.com/evcxr/evcxr,,kernels,27,True,,evcxr/evcxr,,https://github.com/evcxr/evcxr,MIT,2018-09-25 10:19:22.000,2025-09-01 06:29:40.000000,2025-09-01 06:29:40,801.0,28.0,231.0,56.0,121.0,118.0,160.0,6198.0,2025-07-23 00:01:07.000,0.21.1,8816.0,238.0,11.0,173.0,173.0,52.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
54,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,27,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2025-04-22 14:56:40.599000,2021-01-21 14:02:57,1689.0,,382.0,119.0,3800.0,353.0,4176.0,2855.0,2024-04-24 07:40:03.000,2.4.3,39.0,12522.0,59.0,25.0,,81.0,https://pypi.org/project/beakerx,2024-04-24 07:40:03.000,22.0,1156.0,https://anaconda.org/conda-forge/beakerx,2025-04-22 14:56:40.599,924070.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,250211.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,3.0,78.0,,,,,,,,,,,,,
55,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,27,False,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2025-04-22 14:56:22.872000,2023-02-20 00:24:10,1723.0,,192.0,39.0,177.0,73.0,176.0,979.0,2023-02-20 00:24:01.104,2.4.2,,152027.0,46.0,96.0,,30.0,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,82.0,138366.0,https://anaconda.org/conda-forge/pythreejs,2025-04-22 14:56:22.872,788629.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,518.0,,,,,,,,,,,,,
56,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,27,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2025-10-01 06:13:44.000000,2025-10-01 06:13:42,1725.0,13.0,305.0,24.0,510.0,99.0,297.0,585.0,2024-10-25 13:27:29.000,7.0.0,,723.0,42.0,209.0,197.0,91.0,https://pypi.org/project/jupyterhub-kubespawner,2024-10-25 13:27:29.000,12.0,,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2025-04-22 14:57:48.717,39797.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
57,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,27,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2025-10-01 06:12:41.000000,2025-10-01 06:12:40,1810.0,10.0,367.0,19.0,483.0,51.0,268.0,434.0,2024-12-11 14:05:06.000,17.3.0,,1457.0,50.0,559.0,527.0,126.0,https://pypi.org/project/oauthenticator,2024-12-11 14:05:06.000,32.0,,https://anaconda.org/conda-forge/oauthenticator,2025-04-22 14:57:03.880,87426.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
58,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,27,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2025-08-11 19:23:14.000000,2025-04-07 17:41:28,1159.0,,89.0,16.0,142.0,39.0,119.0,363.0,2025-04-02 14:09:19.000,0.30.3,395.0,75567.0,101.0,1092.0,1034.0,34.0,https://pypi.org/project/metakernel,2025-04-02 14:09:14.000,58.0,55097.0,https://anaconda.org/conda-forge/metakernel,2025-04-22 14:56:22.044,1268655.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
59,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,27,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2025-07-27 09:26:00.000000,2025-07-27 09:25:46,630.0,1.0,150.0,27.0,143.0,73.0,95.0,269.0,2023-03-06 14:15:13.579,6.6.3,566.0,11902527.0,26.0,232.0,,61.0,https://pypi.org/project/jupyter-console,2023-03-06 14:15:13.579,232.0,11805944.0,https://anaconda.org/conda-forge/jupyter_console,2025-04-22 14:56:22.231,5987357.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
60,jdaviz,Interactive data visualization and analysis tools for astronomical observations.,https://github.com/spacetelescope/jdaviz,,widgets,27,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2025-10-01 15:11:42.000000,2025-10-01 15:11:42,5794.0,90.0,84.0,15.0,2626.0,324.0,738.0,164.0,2025-09-26 19:37:32.000,4.4.1,,7624.0,60.0,72.0,65.0,40.0,https://pypi.org/project/jdaviz,2025-09-26 20:08:48.000,7.0,7624.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
61,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,26,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2025-09-08 21:51:04.000000,2025-09-08 21:51:02,378.0,8.0,950.0,4.0,120.0,5.0,19.0,3248.0,2025-05-05 12:29:18.478,5.0.15,,447646.0,129.0,136.0,3.0,4.0,https://pypi.org/project/ipydagred3,2023-10-31 14:30:02.000,6.0,410033.0,https://anaconda.org/conda-forge/ipydagred3,2025-04-22 14:57:26.935,55319.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2025-05-05 12:29:18.478,127.0,36762.0,,,1.0,,,,,,,,,,
62,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,26,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2025-10-01 07:05:42.000000,2025-10-01 07:05:40,3845.0,92.0,398.0,74.0,1259.0,250.0,517.0,2647.0,2018-11-07 17:41:58.000,0.1.0,,159.0,1.0,12.0,12.0,101.0,https://pypi.org/project/binderhub,2018-11-07 17:41:58.000,,159.0,,,,2.0,,,,,,,,,,,,,1.0,binderhub,,,,,,,,,
63,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,26,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2025-09-22 18:47:12.194898,2025-09-22 18:45:07,1538.0,39.0,564.0,93.0,477.0,199.0,414.0,2300.0,,,,17828.0,,28.0,28.0,98.0,,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2025-09-22 18:47:12.194898,34.0,2816944.0,,,,,,,,,,,,,,,,,,
64,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,26,False,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2025-04-22 14:56:31.656000,2023-07-07 13:05:16,1007.0,,236.0,54.0,126.0,188.0,131.0,1961.0,2023-06-02 14:35:02.046,0.6.3,,75814.0,53.0,79.0,17.0,45.0,https://pypi.org/project/ipyvolume,2023-06-02 14:35:02.046,56.0,63191.0,https://anaconda.org/conda-forge/ipyvolume,2025-04-22 14:56:31.656,665090.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2023-06-02 14:33:47.239,6.0,307.0,,widgetti/ipyvolume,,,,,,,,,,,
65,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,26,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2025-05-09 09:42:03.000000,2025-05-09 09:42:02,3445.0,,327.0,39.0,981.0,281.0,678.0,1349.0,2025-01-17 14:18:41.000,0.9.5,722.0,21908.0,43.0,24.0,3.0,110.0,https://pypi.org/project/nbgrader,2025-01-17 14:18:30.000,21.0,17648.0,https://anaconda.org/conda-forge/nbgrader,2025-04-22 14:56:31.060,234062.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
66,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,26,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2025-04-22 14:57:17.889000,2021-02-16 04:46:41,2157.0,,160.0,39.0,374.0,164.0,261.0,1043.0,2021-02-01 03:34:36.000,1.1.19,,2792.0,92.0,282.0,271.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,11.0,1748.0,https://anaconda.org/conda-forge/pixiedust,2025-04-22 14:57:17.889,74169.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
67,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,26,False,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2025-04-22 14:56:24.818000,2024-06-05 16:09:05,529.0,,121.0,17.0,73.0,71.0,36.0,986.0,2024-06-05 16:43:48.000,0.6.4,,550970.0,19.0,1278.0,1243.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,2024-06-05 16:08:37.000,35.0,532292.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2025-04-22 14:56:24.818,2073291.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
68,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,26,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2025-10-02 14:36:25.000000,2025-10-02 14:36:24,1480.0,3.0,135.0,20.0,654.0,37.0,469.0,893.0,2024-11-28 01:48:30.787,3.1.5,314.0,111070.0,86.0,98.0,,40.0,https://pypi.org/project/nglview,2024-11-25 05:49:23.000,91.0,93479.0,https://anaconda.org/conda-forge/nglview,2025-04-22 14:56:33.092,1076794.0,2.0,,,,,,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2024-11-28 01:48:30.787,7.0,765.0,,,1.0,,,,,,,,,,
69,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,26,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2025-08-19 09:54:56.000000,2025-08-19 09:54:33,392.0,2.0,104.0,9.0,150.0,49.0,53.0,524.0,2025-08-19 09:55:04.000,1.2.0,553.0,76782.0,17.0,999.0,973.0,36.0,https://pypi.org/project/jupyter-resource-usage,2025-08-19 09:54:56.000,20.0,65633.0,https://anaconda.org/conda-forge/nbresuse,2025-04-22 14:57:23.226,580840.0,2.0,,,,,,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,2025-08-19 09:54:55.093,6.0,2471.0,,,,,,,,,,,,,
70,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,26,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2025-09-11 15:28:52.000000,2025-08-27 21:55:40,260.0,2.0,61.0,5.0,102.0,44.0,106.0,473.0,2024-10-15 14:56:29.000,0.25.1,,298391.0,39.0,4659.0,4210.0,35.0,https://pypi.org/project/mkdocs-jupyter,2024-10-15 14:56:29.000,449.0,296218.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2025-04-22 14:57:38.797,128217.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
71,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,26,True,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2025-10-01 06:15:07.000000,2025-10-01 06:15:05,644.0,12.0,87.0,15.0,207.0,86.0,95.0,222.0,2025-01-27 14:47:40.000,1.2.2,,40658.0,24.0,996.0,986.0,35.0,https://pypi.org/project/nbgitpuller,2025-01-27 14:47:40.000,10.0,38609.0,https://anaconda.org/conda-forge/nbgitpuller,2025-04-22 14:57:06.878,127047.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
72,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,26,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2025-10-01 06:13:03.000000,2025-10-01 06:13:01,361.0,10.0,180.0,18.0,141.0,19.0,154.0,212.0,2024-11-06 15:52:36.000,2.0.2,,12474.0,14.0,162.0,162.0,37.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2024-11-06 15:52:36.000,,11742.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2025-04-22 14:56:51.877,45418.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
73,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,False,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2024-09-04 14:59:57.000000,2023-04-17 04:04:39,1329.0,,688.0,173.0,480.0,136.0,167.0,5529.0,2023-02-22 03:49:00.886,0.9.3,,350.0,33.0,21.0,21.0,73.0,https://pypi.org/project/knowledge-repo,2023-02-22 03:49:00.886,,350.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
