,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,updated_github_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
12,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/pandas-profiling/pandas-profiling,,widgets,30,True,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-04-19 19:16:19.000000,2021-04-19 18:56:58.000000,1062.0,74.0,382.0,7153.0,784.0,2021-02-20 14:18:35.000000,2.11.0,,371631.0,27.0,3879.0,3719.0,75.0,https://pypi.org/project/pandas-profiling,MIT,2021-02-07 23:45:05.000000,160.0,369501.0,https://anaconda.org/conda-forge/pandas-profiling,2021-02-20 16:48:07.057000,119284.0,1.0,,,,,,,,,,,,1.0,,,,,,,
13,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,30,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-04-13 08:15:08.000000,2021-03-25 23:06:16.000000,282.0,60.0,365.0,4450.0,2159.0,2021-03-25 23:11:11.000000,1.11.1,,105698.0,100.0,1524.0,1416.0,58.0,https://pypi.org/project/jupytext,MIT,2021-03-25 23:11:11.000000,108.0,86640.0,https://anaconda.org/conda-forge/jupytext,2021-03-26 06:28:34.845000,172160.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-03-07 19:28:55.498000,,13122.0,,,,,,,,,
14,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-04-21 15:30:27.000000,2021-04-21 13:59:49.000000,404.0,192.0,333.0,3059.0,3329.0,2021-04-08 11:35:03.000000,0.12.25,,64114.0,93.0,1493.0,1371.0,51.0,https://pypi.org/project/bqplot,Apache-2.0,2021-04-08 11:30:01.000000,112.0,38137.0,https://anaconda.org/conda-forge/bqplot,2021-04-21 14:28:06.059000,583024.0,1.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-04-08 11:27:40.636000,10.0,16096.0,,,,,,,,,
15,Jupyter Book,"Build interactive, publication-quality documents from Jupyter Notebooks.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,29,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-04-18 23:59:44.000000,2021-04-18 23:55:21.000000,334.0,308.0,489.0,2176.0,1236.0,2021-04-04 20:28:28.000000,0.10.2,,14781.0,32.0,2272.0,2228.0,76.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2021-04-04 20:28:28.000000,44.0,14781.0,,,,1.0,,,,,,,,,,,,,,,,,,,
16,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-04-14 18:33:43.000000,2021-04-13 16:30:52.000000,415.0,34.0,2019.0,2112.0,10204.0,2021-02-13 17:21:54.000000,8.1.3,,3135.0,73.0,633.0,363.0,219.0,https://pypi.org/project/nikola,MIT,2021-02-13 17:18:18.000000,270.0,3135.0,,,,1.0,,,,,,,,,,,,,,,,,,,
17,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-04-20 02:45:10.000000,2021-04-12 10:46:55.000000,290.0,153.0,256.0,1110.0,912.0,2021-01-05 16:38:38.000000,0.13.6,,67810.0,70.0,908.0,808.0,64.0,https://pypi.org/project/ipyleaflet,MIT,2021-01-05 16:38:38.000000,98.0,36104.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,652383.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-01-05 16:30:30.235000,2.0,20649.0,,,,,,,,,
18,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,True,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-04-22 05:58:54.000000,2021-04-20 16:59:40.000000,157.0,353.0,765.0,1009.0,1344.0,2021-04-15 09:58:42.000000,0.11.3,,106897.0,80.0,1340.0,1304.0,65.0,https://pypi.org/project/panel,BSD-3-Clause,2021-04-14 14:22:17.000000,36.0,100216.0,https://anaconda.org/conda-forge/panel,2021-04-15 10:16:04.506000,200458.0,2.0,,,,,,,,,,,,,,,,,,,
19,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-04-19 09:53:35.921000,2020-11-20 20:06:41.000000,1938.0,65.0,49.0,10943.0,517.0,2021-04-12 13:34:23.369000,5.0.10,,220715.0,72.0,63.0,63.0,12.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2021-04-19 09:53:35.921000,0.0,220715.0,,,,,,,,,
20,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-04-17 14:29:51.000000,2021-02-15 23:21:41.000000,921.0,198.0,190.0,8365.0,593.0,2018-11-22 17:02:16.000000,0.20.0,,37082.0,116.0,2227.0,2037.0,28.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000000,190.0,37082.0,,,,1.0,,,,,,,,,,,,,,,,,,,
21,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,28,True,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-04-16 21:26:59.000000,2021-04-06 05:51:36.000000,726.0,328.0,447.0,4558.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,199202.0,16.0,494.0,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000000,494.0,199202.0,,,,1.0,,,,,,,,,,,,,,,,,,,
22,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,28,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-04-22 07:37:07.000000,2021-04-22 07:37:07.000000,314.0,218.0,279.0,3217.0,884.0,2021-02-19 22:34:09.000000,0.2.7,,45759.0,57.0,3611.0,3585.0,47.0,https://pypi.org/project/voila,BSD-3-Clause,2021-04-13 18:31:28.000000,26.0,39229.0,https://anaconda.org/conda-forge/voila,2021-04-13 20:40:07.359000,114170.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,2725.0,,,,,,,,,
23,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-04-20 11:27:09.000000,2021-04-20 11:27:09.000000,122.0,52.0,211.0,1963.0,1928.0,2021-04-14 17:36:09.471000,2.1.0,,400380.0,23.0,257.0,45.0,32.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-04-14 17:37:10.000000,212.0,126052.0,https://anaconda.org/conda-forge/nbdime,2021-04-15 00:58:33.048000,295712.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-04-14 17:36:09.471000,,268642.0,,,,,,,,,
24,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,28,True,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-04-16 14:03:40.000000,2021-04-07 15:46:54.000000,28.0,20.0,45.0,62.0,193.0,2021-02-26 08:08:24.000000,0.5.3,,10339722.0,14.0,14604.0,14604.0,19.0,https://pypi.org/project/nbclient,BSD-3-Clause,2021-02-26 08:08:24.000000,0.0,10265118.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,1044465.0,1.0,,,,,,,,,,,,,,,,,,,
25,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,27,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-04-21 20:58:42.000000,2021-04-20 23:49:32.000000,542.0,140.0,1495.0,5502.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1168637.0,24408.0,66.0,5.0,,166.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,4601.0,,,,2.0,,,,,,,,,,,,,,,,,,,
26,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-04-20 04:29:31.000000,2021-03-09 17:53:31.000000,311.0,87.0,216.0,4069.0,,2021-03-09 17:54:04.000000,2.3.3,,349260.0,70.0,1364.0,1214.0,87.0,https://pypi.org/project/papermill,BSD-3-Clause,2021-03-09 17:54:04.000000,150.0,344736.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,144783.0,2.0,,,,,,,,,,,,,,,,,,,
27,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,27,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-04-22 14:18:34.000000,2021-04-22 10:02:21.000000,359.0,77.0,330.0,3330.0,4410.0,2021-02-24 14:38:08.000000,0.6.1,,3753.0,40.0,191.0,183.0,62.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-02-24 14:38:08.000000,8.0,1793.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-04-20 17:05:20.531000,,1960.0,,,,,,,,,
28,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,27,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-03-11 13:00:21.741000,2021-01-14 14:07:48.000000,356.0,124.0,278.0,2990.0,733.0,2020-10-29 01:31:20.000000,5.7.1,,10850.0,28.0,1760.0,1450.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,310.0,7016.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,145721.0,2.0,,,,,,,,,,,,,,,,,,,
29,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-03-14 13:53:23.000000,2021-03-14 13:53:23.000000,233.0,96.0,37.0,1367.0,251.0,2020-05-02 15:29:58.000000,0.4.0,,29416.0,16.0,1732.0,1610.0,43.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,122.0,27540.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,105068.0,1.0,,,,,,,,,,,,,,,,,,,
30,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-04-16 21:37:14.000000,2021-04-16 21:35:38.000000,146.0,102.0,95.0,1041.0,301.0,2021-03-22 22:29:34.000000,0.7.0,,141292.0,36.0,1410.0,1358.0,23.0,https://pypi.org/project/ipympl,BSD-3-Clause,2021-03-22 22:31:30.000000,52.0,50138.0,,,,2.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2021-01-20 17:50:35.010000,,91154.0,,,,,,,,,
31,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,162.0,163.0,260.0,1004.0,2157.0,2021-02-01 03:34:36.000000,1.1.19,,13018.0,92.0,237.0,193.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,44.0,11557.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,24853.0,2.0,,,,,,,,,,,,,,,,,,,
32,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-02-04 17:22:42.000000,2021-02-04 17:22:41.000000,834.0,76.0,76.0,6552.0,262.0,2019-07-24 15:57:06.000000,1.0.0,,137649.0,4.0,48.0,42.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:57:06.000000,6.0,137649.0,,,,2.0,,,,,,,,,,,,,,,,,,,
33,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,26,True,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-03-07 23:26:08.000000,2020-04-07 18:56:49.000000,337.0,152.0,123.0,2636.0,405.0,2020-04-07 16:43:54.000000,1.3.1,,63621.0,73.0,127.0,1.0,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,126.0,54011.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,293405.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,0.0,1889.0,,,,,,,,,
34,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,26,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-04-19 18:56:13.000000,2021-04-19 18:56:13.000000,768.0,146.0,107.0,1943.0,,2020-05-05 18:42:38.000000,6.3.0,,177863.0,21.0,1987.0,1497.0,97.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2020-05-05 18:42:38.000000,490.0,170830.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,421986.0,2.0,,,,,,,,,,,,,,,,,,,
35,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-04-20 13:21:49.451000,2021-04-13 12:27:07.000000,211.0,173.0,123.0,1587.0,929.0,2019-07-07 19:46:13.862000,0.5.2,,26536.0,46.0,507.0,455.0,38.0,https://pypi.org/project/ipyvolume,MIT,2021-04-13 12:23:25.000000,48.0,15737.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,278403.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-04-13 12:31:01.403000,4.0,5231.0,,,,,,,,,
36,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-03-19 18:11:30.000000,2021-02-04 03:22:19.000000,347.0,135.0,242.0,961.0,1081.0,2021-02-04 15:34:27.000000,0.18.0,,45283.0,46.0,214.0,180.0,49.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-02-04 15:34:27.000000,34.0,44639.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,28366.0,1.0,,,,,,,,,,,,,,,,,,,
37,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-04-18 10:09:18.000000,2021-04-18 10:09:18.000000,184.0,78.0,370.0,848.0,1634.0,2021-04-17 13:26:02.000000,0.30.0,,58704.0,40.0,43.0,13.0,58.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2021-04-17 13:26:02.000000,30.0,56463.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-04-17 15:46:55.489000,62760.0,1.0,,,,,,,,,,,,,,,,,,,
38,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,26,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-03-02 13:32:39.505000,2021-02-26 14:01:59.000000,158.0,62.0,141.0,722.0,1659.0,2021-02-26 14:01:21.000000,2.3.0,,39410.0,43.0,49.0,15.0,27.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2021-02-26 14:01:21.000000,26.0,23330.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,291283.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,8.0,11143.0,,,,,,,,,
