,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,cran_id,go_id,trending,gem_id,pypi,hex_id,bitbucket_id
82,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/QuantStack/ipycytoscape,,widgets,20,True,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/QuantStack/ipycytoscape,2020-02-05 13:46:52.000000,2021-01-05 07:41:06.454000,2021-01-05 03:54:15.000000,34.0,49.0,57.0,109.0,519.0,2021-01-05 04:00:14.000000,1.2.0,,1025.0,15.0,17.0,17.0,22.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/ipycytoscape,2021-01-05 07:41:06.454000,10255.0,2.0,,,,,,,,,,,,,,2.0,,,,
83,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,20,True,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2020-12-04 12:44:11.000000,2020-12-04 12:34:06.000000,29.0,6.0,12.0,35.0,71.0,2020-12-04 12:44:11.000000,1.0.0,,1253.0,5.0,56.0,47.0,7.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2020-12-04 12:44:11.000000,9.0,1253.0,,,,2.0,,,,,,,,,,,,,,,,,,
84,Native Authenticator,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,20,True,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2020-12-16 15:46:08.000000,2020-11-12 11:01:19.000000,39.0,15.0,37.0,33.0,249.0,2020-11-14 12:14:17.000000,0.0.6,,2493.0,6.0,15.0,15.0,14.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2020-11-14 12:14:17.000000,,2493.0,,,,2.0,,,,,,,,,,,,,,,,,,
85,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,True,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2020-12-08 16:01:09.000000,2020-12-02 04:08:27.000000,341.0,74.0,657.0,2157.0,692.0,2020-11-30 18:49:34.000000,1.23.1,,,40.0,,,98.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,
86,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-01-04 16:26:54.000000,2021-01-04 16:26:52.000000,179.0,95.0,105.0,1667.0,443.0,,,,3249.0,10.0,,,17.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2021-01-04 13:13:48.623000,81235.0,2.0,,,,,,,,,,,,,,,,,,
87,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,True,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2020-12-13 09:44:21.000000,2020-12-13 09:43:27.000000,108.0,30.0,14.0,784.0,32.0,2020-12-13 09:44:21.000000,0.1.1,,3441.0,10.0,10.0,10.0,7.0,https://pypi.org/project/colabcode,MIT,2020-12-13 09:44:21.000000,,3441.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,
88,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-01-03 04:41:21.000000,2021-01-03 01:18:40.000000,69.0,59.0,122.0,588.0,612.0,2019-09-08 08:27:43.000000,0.4.0,11.0,6.0,3.0,136.0,136.0,42.0,,MIT,,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2020-01-13 07:14:18.703415,,461.0,,,,,,,,,1.0,iruby,,,
89,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter/enterprise_gateway,,kernels,19,True,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2020-12-23 04:15:19.000000,2020-12-23 04:15:17.000000,128.0,72.0,371.0,394.0,1064.0,2020-11-30 18:14:15.000000,2.4.0,8070.0,473.0,25.0,1.0,,75.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,267.0,,,,2.0,,,,,,,,,,,,,,,,,,
90,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,19,True,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2020-12-11 07:54:05.000000,2020-09-11 16:06:56.000000,55.0,30.0,64.0,386.0,448.0,2020-04-09 11:57:30.525000,2.0.1,,2989.0,26.0,1.0,1.0,23.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2020-04-09 11:57:30.525000,,2989.0,,,,,,,,
91,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,True,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-07-21 11:42:53.252000,2020-05-19 11:44:34.000000,60.0,23.0,8.0,355.0,41.0,2020-07-21 11:42:53.252000,0.3.0,,5640.0,9.0,94.0,93.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000000,1.0,671.0,,,,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2020-07-21 11:42:53.252000,,4969.0,,,,,,,,
92,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,19,True,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2020-11-30 19:05:17.196000,2020-11-30 15:55:07.000000,49.0,22.0,93.0,350.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,6403.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2020-11-30 19:05:17.196000,352199.0,2.0,,,,,,,,,,,,,,,,,,
93,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,19,True,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2020-12-11 09:28:51.000000,2020-09-29 19:10:31.000000,44.0,59.0,93.0,316.0,817.0,2020-08-06 14:44:44.865000,0.32.0,45.0,3163.0,63.0,2.0,,17.0,https://pypi.org/project/itkwidgets,Apache-2.0,2020-08-06 14:41:06.000000,2.0,1923.0,,,,3.0,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2020-08-06 14:44:44.865000,,1237.0,,,,,,,,
94,jupyterlab_templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,19,True,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-01-01 23:31:05.000000,2020-11-26 15:25:34.000000,33.0,8.0,60.0,214.0,211.0,2020-06-15 21:43:05.000000,0.2.5,,3336.0,22.0,4.0,4.0,12.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,750.0,,,,2.0,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2020-06-15 21:39:51.240000,,2586.0,,,,,,,,
95,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,19,True,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2020-12-21 20:18:59.000000,2020-12-21 20:18:58.000000,50.0,25.0,22.0,200.0,131.0,2020-12-18 20:29:35.000000,0.5.1,,15818.0,4.0,2.0,2.0,13.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2020-12-17 14:08:27.000000,,390.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,154280.0,2.0,,,,,,,,,,,,,,,,,,
96,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,19,True,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,40.0,16.0,14.0,193.0,106.0,2018-03-08 14:28:54.000000,0.4.0,,1171.0,4.0,17.0,14.0,12.0,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000000,3.0,1171.0,,,,2.0,,,,,,,,,,,,,,,,,,
97,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,19,True,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-01-05 07:12:58.000000,2021-01-05 06:49:02.000000,20.0,43.0,40.0,185.0,583.0,2021-01-05 06:47:54.000000,0.2.6,,634.0,37.0,38.0,1.0,6.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000000,37.0,634.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,
98,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,True,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2020-12-09 21:48:34.000000,2020-06-22 16:56:51.000000,27.0,16.0,7.0,157.0,29.0,2020-03-12 16:09:39.000000,0.0.8,,4878.0,10.0,13.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,13.0,4878.0,,,,2.0,,,,,,,,,,,,,,,,,,
99,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/Valassis-Digital-Media/spylon-kernel,,kernels,19,False,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/Valassis-Digital-Media/spylon-kernel,2016-11-21 02:23:14.000000,2018-10-05 21:02:27.447000,2018-09-20 15:43:57.000000,22.0,15.0,17.0,124.0,188.0,2017-03-05 04:26:44.000000,0.2.0,,2461.0,14.0,44.0,44.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000000,,1194.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,59587.0,2.0,,,,,,,,,,,,,,,,,,
100,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,True,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2020-12-18 09:08:52.000000,2020-12-02 16:53:49.000000,91.0,38.0,60.0,112.0,303.0,2020-11-04 17:41:00.000000,1.0.1,,153.0,7.0,4.0,4.0,37.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2020-11-04 17:41:00.000000,,153.0,,,,2.0,,,,,,,,,,,,,,,,,,
101,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,True,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2020-12-21 23:15:23.000000,2020-12-21 11:09:08.000000,255.0,252.0,320.0,1771.0,2197.0,,,,,1.0,5.0,5.0,64.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,binderhub,,
102,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,18,True,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2020-12-29 01:07:49.000000,2020-12-28 23:33:39.000000,195.0,88.0,183.0,1333.0,883.0,,,1039.0,119.0,34.0,,,32.0,,BSD-3-Clause,,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2020-12-29 00:48:38.467917,5.0,5909.0,,,,,,,,,,,,,
103,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,True,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2020-08-24 06:43:31.000000,2020-08-18 05:47:40.000000,152.0,13.0,11.0,759.0,183.0,2020-04-17 13:38:41.000000,1.0.3,,2620.0,9.0,0.0,,13.0,https://pypi.org/project/pyforest,MIT,2020-04-17 13:38:41.000000,0.0,2620.0,,,,3.0,,,,,,,,,,,,,,,,,,
104,Variable Inspector,Variable Inspector extension for jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,18,True,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2020-10-16 14:06:19.000000,2020-08-14 07:18:06.000000,65.0,43.0,75.0,706.0,135.0,2020-05-29 14:50:45.861000,0.5.1,,12082.0,7.0,3.0,3.0,12.0,,MIT,,,,,,,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2020-05-29 14:50:45.861000,,12082.0,,,,,,,,
105,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,18,False,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,96.0,29.0,52.0,522.0,86.0,2019-07-22 16:07:09.000000,0.7.2,2833.0,3041.0,10.0,16.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000000,16.0,2992.0,,,,2.0,,,,,,,,,,,,,,,,,,
106,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,18,False,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2019-05-01 16:17:44.000000,2018-04-16 21:58:03.000000,27.0,7.0,11.0,484.0,56.0,2018-01-08 14:51:41.000000,0.1.15,,470.0,14.0,49.0,48.0,9.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000000,1.0,470.0,,,,2.0,,,,,,,,,,,,,,,,,,
107,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,18,True,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2020-02-03 14:29:33.000000,2020-02-03 14:29:31.000000,44.0,12.0,28.0,451.0,206.0,2018-08-17 14:49:57.000000,0.8.0,,2541.0,9.0,7.0,7.0,8.0,https://pypi.org/project/ansible-kernel,Apache-2.0,2018-08-17 14:49:57.000000,,107.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,5607.0,2.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66309.0,,,,,,,,,,,,,
108,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,True,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2020-05-31 06:49:50.000000,2020-02-16 06:42:48.000000,63.0,37.0,26.0,433.0,69.0,2020-02-16 07:15:03.000000,0.2.0,,3383.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000000,31.0,3383.0,,,,3.0,,,,,,,,,,,,,,,,,,
109,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,18,True,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2020-09-10 20:40:46.000000,2020-05-13 07:07:04.000000,49.0,33.0,15.0,425.0,56.0,2020-04-11 06:30:32.609000,0.7.0,,5483.0,9.0,10.0,10.0,13.0,,Apache-2.0,,,,,,,3.0,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2020-04-11 06:30:32.609000,,5483.0,,,,,,,,
110,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,18,True,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2020-12-22 22:05:29.000000,2020-12-22 13:44:23.000000,88.0,36.0,33.0,406.0,289.0,2020-06-28 14:23:49.040000,1.7.0,,3826.0,36.0,,,18.0,https://pypi.org/project/witwidget,Apache-2.0,2020-06-28 14:22:37.000000,,1922.0,,,,3.0,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2020-11-03 16:28:21.255000,,1904.0,,,,,,,,
111,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,18,False,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2020-10-15 14:07:05.970000,2016-12-23 12:16:35.000000,27.0,14.0,11.0,372.0,175.0,2016-12-23 12:20:44.000000,1.0.4,,1410.0,2.0,19.0,19.0,2.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nbtutor,2020-10-15 14:07:05.970000,69125.0,3.0,,,,,,,,,,,,,,,,,,
112,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,18,True,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2020-12-16 15:53:25.000000,2020-12-16 15:53:23.000000,37.0,22.0,26.0,371.0,,2020-08-19 15:00:23.034000,0.5.0,,10021.0,21.0,,,13.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2020-08-19 15:00:18.000000,,815.0,,,,2.0,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2020-08-19 15:00:23.034000,,9206.0,,,,,,,,
113,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,18,True,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,52.0,19.0,129.0,342.0,347.0,2018-06-11 13:11:15.000000,0.28.4,,2898.0,97.0,5.0,,16.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,2898.0,,,,2.0,,,,,,,,,,,,,,,,,,
114,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2020-12-11 04:34:14.000000,2020-06-22 15:55:30.000000,60.0,25.0,64.0,328.0,511.0,2020-05-27 00:10:19.202000,2.0.0,,2566.0,32.0,2.0,2.0,13.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202000,,2566.0,,,,,,,,
115,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,True,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2020-09-11 13:11:11.000000,2020-03-04 03:38:48.000000,60.0,22.0,34.0,266.0,192.0,2020-03-04 03:40:19.000000,2.0.0,,3600.0,21.0,4.0,2.0,12.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2020-03-04 03:40:19.000000,2.0,549.0,,,,2.0,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2020-03-04 03:39:30.578000,,3051.0,,,,,,,,
116,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,True,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2020-10-09 16:22:09.000000,2020-10-09 16:22:07.000000,19.0,23.0,20.0,200.0,,2020-04-12 18:22:50.000000,0.4.1,,31156.0,6.0,164.0,144.0,10.0,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2020-04-12 18:22:50.000000,20.0,31156.0,,,,3.0,,,,,,,,,,,,,,,,,,
117,tributary,Data flow graphs and streams in Python.,https://github.com/timkpaine/tributary,,widgets,18,True,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-01-03 11:17:19.000000,2021-01-03 11:17:18.000000,21.0,11.0,64.0,194.0,,2020-08-25 18:51:06.000000,0.1.4,,885.0,15.0,14.0,14.0,6.0,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000000,,101.0,https://anaconda.org/conda-forge/tributary,2020-10-15 18:24:08.479000,5491.0,3.0,,,,,,,,,,,,,,,,,,
118,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/timkpaine/jupyterlab_templates,,lab-extensions,18,True,timkpaine/jupyterlab_templates,jupyterlab_templates,,https://github.com/timkpaine/jupyterlab_templates,2020-04-24 15:21:50.000000,2020-12-31 00:41:53.000000,2020-09-21 05:23:32.000000,24.0,,,180.0,205.0,2020-06-15 21:39:51.240000,0.2.5,,3336.0,22.0,,,11.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,750.0,,,,2.0,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2020-06-15 21:39:51.240000,,2586.0,,,,,,,,
119,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,True,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2020-12-02 01:33:59.000000,2020-12-02 01:33:58.000000,21.0,3.0,58.0,171.0,304.0,2020-09-19 13:42:33.000000,2.7.3,38975.0,927.0,25.0,,,14.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,
120,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2020-09-01 16:49:41.000000,2020-09-01 16:46:52.000000,66.0,6.0,45.0,158.0,213.0,2020-09-01 16:49:41.000000,2.3.1,,1155.0,7.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000000,2.0,1155.0,,,,2.0,,,,,,,,,,,,,,,,,,
121,nbQA,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,18,True,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-01-05 08:54:55.000000,2021-01-05 08:54:51.000000,10.0,28.0,159.0,157.0,432.0,2020-12-29 08:17:12.000000,0.5.6,,1282.0,53.0,,,17.0,https://pypi.org/project/nbqa,MIT,2020-12-29 08:17:12.000000,,1282.0,,,,2.0,,,,,,,,,,,,,,,,,,
122,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,18,True,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2020-12-11 23:16:54.000000,2020-11-12 15:52:32.000000,26.0,11.0,53.0,154.0,,2020-11-12 15:58:55.000000,2.0.4,,42052.0,9.0,,,13.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2020-11-12 15:58:55.000000,,622.0,,,,2.0,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2020-07-14 08:53:23.430000,,41430.0,,,,,,,,
123,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,False,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2020-12-11 03:33:17.000000,2019-06-30 06:30:13.000000,43.0,27.0,7.0,151.0,213.0,2020-10-16 11:13:13.000000,1.1.0,2332.0,274.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2020-10-16 11:13:13.000000,,201.0,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,831.0,,,,,,,,,,,,,
124,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,True,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2020-12-14 15:56:17.000000,2020-12-14 15:56:15.000000,11.0,14.0,30.0,125.0,565.0,2020-12-11 07:23:35.729000,2.1.0,,1097.0,19.0,1.0,1.0,22.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/mamba_gator,2020-12-13 08:58:15.046000,933.0,3.0,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2020-12-11 07:23:35.729000,,631.0,,,,,,,,
