,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
47,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,28,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,770.0,3.0,414.0,84.0,199.0,155.0,294.0,3632.0,2020-10-29 01:31:20.000,5.7.1,,11372.0,31.0,2904.0,2731.0,44.0,https://pypi.org/project/RISE,7330.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,286642.0,2.0,rise-reveal,2022-11-03 16:45:29.021,171.0,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,2.0,5.0,,,,,,,,,,,,,,,,,,
48,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,28,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-12-04 02:04:59.000000,2021-01-21 14:02:57,1689.0,,386.0,124.0,3798.0,351.0,4176.0,2793.0,2022-06-15 11:25:51.000,2.3.13,35.0,18237.0,55.0,25.0,,81.0,https://pypi.org/project/beakerx,7795.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,620035.0,2.0,beakerx,2022-06-15 11:25:51.000,22.0,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,3.0,223.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249450.0,,,,,,,,,,,,,
49,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,28,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2024-01-15 20:29:59.000000,2024-01-13 18:01:50,1911.0,6.0,306.0,45.0,1477.0,267.0,1356.0,1728.0,2023-03-29 14:23:28.000,3.15.0,,4205.0,126.0,62.0,53.0,62.0,https://pypi.org/project/elyra,2806.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,43275.0,1.0,@elyra/services,2023-03-29 00:28:01.071,3.0,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,6.0,344.0,,,,,,,,,,,,,,,,,,
50,itkwidgets,An elegant Python interface for visualization on the web platform to interactively generate insights into..,https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,28,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2024-01-19 22:05:06.000000,2024-01-19 22:05:06,606.0,142.0,83.0,26.0,462.0,113.0,161.0,565.0,2023-03-02 22:39:43.651,0.32.6,87.0,11709.0,116.0,306.0,285.0,27.0,https://pypi.org/project/itkwidgets,5877.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,344731.0,2.0,itkwidgets,2024-01-19 15:45:55.000,18.0,https://www.npmjs.com/package/itkwidgets,2023-03-02 22:39:43.651,3.0,271.0,,,,,,,,,,,,,,,,,,
51,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,28,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-12-23 06:19:23.000000,2023-12-23 06:19:23,7596.0,2.0,40.0,8.0,72.0,65.0,1382.0,260.0,2023-09-25 05:56:08.000,0.24.4,,5167.0,168.0,5309.0,5273.0,36.0,https://pypi.org/project/sos-notebook,1403.0,https://anaconda.org/conda-forge/sos,2023-12-08 18:18:35.648,165617.0,2.0,,2023-09-25 05:56:08.000,36.0,,,,,,,,,,,,,,,,,,,,,,
52,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,28,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2024-01-24 09:52:30.000000,2024-01-10 12:24:35,417.0,41.0,65.0,24.0,118.0,59.0,109.0,178.0,2023-12-28 12:19:39.000,0.5.3,,69590.0,21.0,291.0,,28.0,https://pypi.org/project/jupyter_sphinx,63950.0,https://anaconda.org/conda-forge/jupyter_sphinx,2023-12-29 09:43:18.442,236890.0,2.0,,2023-12-28 12:19:39.000,291.0,,,,,,,,,,,,,,,,,,,,,,
53,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,162.0,42.0,374.0,164.0,261.0,1035.0,2021-02-01 03:34:36.000,1.1.19,,11410.0,92.0,291.0,262.0,33.0,https://pypi.org/project/pixiedust,10435.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48785.0,2.0,,2021-02-01 03:34:36.000,29.0,,,,,,,,,,,,,,,,,,,,,,
54,jupyter-dash,OBSOLETE - Dash v2.11+ has Jupyter support built in!.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2024-01-22 16:38:40.000000,2023-08-11 17:18:48,162.0,,237.0,44.0,49.0,52.0,29.0,942.0,2022-04-01 20:13:44.000,0.4.2,99.0,162871.0,14.0,3663.0,3587.0,10.0,https://pypi.org/project/jupyter-dash,151488.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,353347.0,2.0,jupyterlab-dash,2022-04-01 20:05:08.000,73.0,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,3.0,2083.0,,,,,,,,,,,,,,,,,,
55,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,26,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2024-01-03 13:58:38.000000,2022-12-21 19:56:24,2660.0,,784.0,134.0,851.0,344.0,462.0,5138.0,2022-11-15 17:24:23.000,0.7.0,,390399.0,16.0,20.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,369326.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1875510.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
56,Evcxr,"An evaluation context for Rust, including a Jupyter Kernel.",https://github.com/evcxr/evcxr,,kernels,26,True,,evcxr/evcxr,,https://github.com/evcxr/evcxr,MIT,2018-09-25 10:19:22.000,2024-01-17 05:44:36.000000,2024-01-17 05:43:36,683.0,24.0,206.0,57.0,100.0,95.0,143.0,5009.0,2023-12-17 00:16:37.000,0.17.0,3702.0,231.0,7.0,160.0,160.0,49.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
57,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,26,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2024-01-12 07:28:07.000000,2020-04-07 18:56:49,405.0,,424.0,89.0,105.0,178.0,127.0,3010.0,2020-04-07 16:43:54.000,1.3.1,,41788.0,73.0,103.0,12.0,30.0,https://pypi.org/project/qgrid,35821.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,398899.0,2.0,qgrid,2020-04-07 16:43:54.000,87.0,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,4.0,349.0,,,,,,,,,,,,,,,,,,
58,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2024-01-24 00:18:56.916094,2024-01-19 03:41:51,2311.0,35.0,873.0,94.0,1004.0,28.0,315.0,2478.0,2024-01-24 00:05:05.000,54edb36433adec1db1cadce7bc9d87bf55b6b0cd1c15244a1a75e5e1d282db6c,,1860.0,100.0,,,155.0,,,,,,3.0,,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2024-01-24 00:18:56.916094,180.0,195390.0,,,,,,,,,,,,,
59,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,False,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,83021.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,83021.0,,,,3.0,,2022-09-02 21:15:20.926,12.0,,,,,,,,,,,,,,,,,,,,,,
60,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,26,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2024-01-22 18:56:28.000000,2024-01-22 16:34:49,611.0,45.0,130.0,39.0,208.0,16.0,168.0,465.0,2023-02-06 19:50:03.769,2.5.2,140.0,14077.0,29.0,10.0,,46.0,https://pypi.org/project/jupyter-kernel-gateway,11767.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2023-06-16 13:21:45.404,203110.0,1.0,,2023-02-06 19:50:03.769,10.0,,,,,,,,,,,jupyter-server/kernel_gateway,4.0,,,,,,,,,,
61,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,25,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-10-18 13:16:38.000000,2023-10-18 13:16:38,638.0,,1064.0,158.0,79.0,193.0,202.0,9698.0,,,,32252.0,,21.0,21.0,43.0,https://pypi.org/project/jupyterthemes,32252.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
62,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,710.0,175.0,478.0,134.0,167.0,5409.0,2023-02-22 03:49:00.886,0.9.3,,739.0,33.0,22.0,21.0,73.0,https://pypi.org/project/knowledge-repo,739.0,,,,2.0,,2023-02-22 03:49:00.886,1.0,,,,,,,,,,,,,,,,,,,,,,
63,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,,354.0,90.0,262.0,81.0,161.0,4836.0,2022-02-19 00:48:20.000,0.5.1,,4656.0,18.0,183.0,179.0,21.0,https://pypi.org/project/lux-api,3756.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,21894.0,2.0,luxwidget,2022-02-19 00:46:49.000,2.0,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,2.0,275.0,,,,,,,,,,,,,,,,,,
64,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,25,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2024-01-10 11:54:38.000000,2024-01-10 11:54:34,791.0,17.0,229.0,43.0,26.0,59.0,324.0,3675.0,2023-10-26 12:41:21.000,2.3.7,,552.0,40.0,94.0,94.0,12.0,https://pypi.org/project/mljar-mercury,552.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2024-01-18 15:09:51.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,463.0,178.0,406.0,2178.0,,,,20370.0,,14.0,14.0,96.0,,,,,,2.0,,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2790808.0,,,,,,,,,,,,,
66,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,25,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2024-01-08 18:15:03.000000,2023-11-27 18:27:49,700.0,8.0,36.0,8.0,548.0,7.0,281.0,930.0,2023-11-25 08:57:35.000,1.7.1,,106329.0,88.0,39.0,,31.0,https://pypi.org/project/nbqa,102876.0,https://anaconda.org/conda-forge/nbqa,2023-11-25 12:16:16.779,134705.0,2.0,,2023-11-25 08:57:35.000,39.0,,,,,,,,,,,,4.0,,,,,,,,,,
67,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,25,False,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2024-01-25 09:33:54.000000,2024-01-25 08:31:28,14324.0,689.0,103.0,21.0,1601.0,927.0,671.0,817.0,2024-01-22 03:18:34.000,0.31.0,640.0,2026.0,31.0,,,72.0,https://pypi.org/project/lfortran,63.0,https://anaconda.org/conda-forge/lfortran,2024-01-22 16:05:21.604,77576.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,25,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2024-01-09 08:32:31.000000,2024-01-09 08:32:28,377.0,4.0,97.0,9.0,138.0,42.0,45.0,432.0,2023-08-29 14:10:55.000,1.0.1,263.0,37657.0,13.0,521.0,521.0,34.0,https://pypi.org/project/jupyter-resource-usage,25351.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,557255.0,2.0,@jupyter-server/resource-usage,,,https://www.npmjs.com/package/@jupyter-server/resource-usage,,,186.0,,,,,,,,,,,,,,,,,,
69,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,25,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-11-05 01:44:50.000000,2023-11-05 01:44:49,1150.0,1.0,84.0,17.0,128.0,29.0,116.0,329.0,2023-09-11 18:36:42.000,0.30.1,159.0,42238.0,56.0,835.0,835.0,33.0,https://pypi.org/project/metakernel,23684.0,https://anaconda.org/conda-forge/metakernel,2023-09-11 20:10:34.918,760502.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-12-21 19:51:14.000000,2023-11-23 16:32:50,267.0,8.0,53.0,15.0,91.0,66.0,136.0,325.0,2023-04-18 19:26:36.690,1.8.10,,90239.0,58.0,1094.0,1048.0,12.0,https://pypi.org/project/ipyvuetify,79140.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,156858.0,2.0,jupyter-vuetify,2023-11-28 14:03:36.000,42.0,https://www.npmjs.com/package/jupyter-vuetify,2023-11-28 14:03:49.530,4.0,8195.0,,,,,,,widgetti/ipyvuetify,,,,,,,,,,,
71,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,25,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2024-01-20 04:59:47.000000,2024-01-20 04:59:46,230.0,1.0,36.0,5.0,75.0,16.0,92.0,308.0,2023-10-15 18:55:37.000,0.24.6,,126996.0,35.0,2005.0,1856.0,19.0,https://pypi.org/project/mkdocs-jupyter,125591.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-10-15 20:44:27.551,53417.0,2.0,,2023-10-15 18:55:37.000,149.0,,,,,,,,,,,,,,,,,,,,,,
72,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2024-01-01 17:45:14.000000,2023-05-23 19:06:45,716.0,,60.0,30.0,191.0,62.0,99.0,254.0,2022-04-04 22:26:36.000,1.3.3,4.0,46974.0,22.0,211.0,186.0,32.0,https://pypi.org/project/ipycytoscape,38546.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,357360.0,2.0,jupyter-cytoscape,2022-04-04 22:26:36.000,22.0,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,3.0,660.0,,,,,,,,,,,,,,,,,,
73,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,25,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2024-01-25 13:52:30.000000,2024-01-23 21:09:39,4901.0,261.0,54.0,19.0,1691.0,320.0,655.0,114.0,2023-12-21 21:05:26.000,3.8.1,,1017.0,32.0,37.0,37.0,32.0,https://pypi.org/project/jdaviz,1017.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,24,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2024-01-25 00:03:31.000000,2024-01-22 17:41:35,5083.0,107.0,353.0,66.0,1847.0,471.0,995.0,2643.0,2023-12-05 19:01:38.000,1.0.4605020,439.0,13.0,26.0,,,117.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
75,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,24,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-01-15 07:57:11.000000,2024-01-15 07:57:10,2867.0,14.0,963.0,121.0,502.0,58.0,293.0,2522.0,,,,175202.0,28.0,,,113.0,https://pypi.org/project/ipyparallel,165006.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,948233.0,2.0,,,,,,,,,,,,,,,-5.0,,,,,,,,,,
76,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2024-01-25 06:11:13.000000,2024-01-25 06:11:12,3380.0,44.0,389.0,78.0,1109.0,222.0,484.0,2428.0,2018-11-07 17:41:58.000,0.1.0,,28.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,28.0,,,,3.0,,2018-11-07 17:41:58.000,,,,,,,,,,,,,,binderhub,,,,,,,,,
77,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,False,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,332.0,,183.0,41.0,43.0,54.0,188.0,2106.0,2021-11-15 23:43:33.000,5.2.1,,1943.0,33.0,109.0,84.0,17.0,,,,,,2.0,ijavascript,,,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,25.0,1943.0,,,,,,,,,,,,,,,,,,
78,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,24,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,1007.0,,231.0,52.0,124.0,185.0,131.0,1895.0,,,,50709.0,20.0,16.0,16.0,45.0,https://pypi.org/project/ipyvolume,44097.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,454566.0,2.0,ipyvolume,,,https://www.npmjs.com/package/ipyvolume,,,1136.0,,,,,,,widgetti/ipyvolume,,,,,,,,,,,
79,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2024-01-16 22:07:49.699000,2023-03-06 15:57:54,599.0,,293.0,62.0,145.0,70.0,519.0,1664.0,2023-01-20 20:54:32.000,1.3.2,,16396.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2024-01-16 22:07:49.699,145724.0,2.0,,,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-10-20 20:02:50.541542,57.0,1786144.0,,,,,IRkernel,,,,,,,,
80,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,24,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2024-01-22 14:04:47.000000,2023-12-07 13:03:21,1476.0,14.0,242.0,57.0,980.0,128.0,207.0,1564.0,2023-05-15 14:58:56.000,0.13.14,2286.0,210.0,66.0,,,40.0,,,,,,2.0,,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-10-19 23:11:45.308515,6.0,18568.0,,,,,,,,,,,,,
81,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,24,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2024-01-23 17:07:03.089000,2024-01-23 13:03:46,192.0,10.0,87.0,27.0,119.0,41.0,131.0,1038.0,2024-01-23 13:04:13.000,3.2.1,35.0,15692.0,9.0,6.0,6.0,22.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,9608.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2024-01-23 17:07:03.089,23214.0,1.0,@lckr/jupyterlab_variableinspector,,,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,,,5381.0,,,,,,,jupyterlab-contrib/jupyterlab-variableInspector,,,,,,,,,,,
82,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,24,False,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2024-01-03 14:09:47.000000,2023-09-29 00:14:07,527.0,,118.0,18.0,72.0,64.0,35.0,959.0,2023-05-05 07:10:14.000,0.6.3,,465341.0,14.0,552.0,552.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,447346.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1619580.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
83,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,24,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2024-01-09 18:03:00.000000,2024-01-09 18:02:58,1202.0,47.0,87.0,15.0,202.0,12.0,75.0,902.0,2023-12-21 10:25:27.000,0.17.0,118.0,716.0,24.0,106.0,106.0,20.0,https://pypi.org/project/ipyvizzu,712.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
84,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,24,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,150.0,25.0,154.0,79.0,137.0,761.0,2019-07-21 08:49:48.715,0.9.0,,9537.0,96.0,51.0,4.0,16.0,https://pypi.org/project/gmaps,4528.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,310235.0,2.0,jupyter-gmaps,2021-12-15 15:42:57.506,44.0,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,3.0,1132.0,,,,,,,,,,,,,,,,,,
85,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,24,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-11-25 15:23:54.394000,2023-11-24 20:17:44,112.0,3.0,143.0,28.0,35.0,36.0,67.0,666.0,2023-11-24 20:37:29.000,0.9.3,,38301.0,15.0,226.0,195.0,20.0,https://pypi.org/project/bash_kernel,34298.0,https://anaconda.org/conda-forge/bash_kernel,2023-11-25 15:23:54.394,156151.0,2.0,,2023-11-24 20:36:49.000,31.0,,,,,,,,,,,,,,,,,,,,,,
