,name,github_id,pypi_id,conda_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,category,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,cran_id,go_id,pypi,gem_id,hex_id,bitbucket_id
76,Appmode,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2020-10-15 12:54:37.292000,2020-06-09 08:15:17.000000,58.0,4.0,46.0,348.0,95.0,2020-06-09 08:23:50.000000,0.8.0,,4512.0,16.0,A Jupyter extensions that turns notebooks into web applications.,255.0,236.0,8.0,20,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000000,19.0,1991.0,https://anaconda.org/conda-forge/appmode,2020-10-15 12:54:37.292000,95832.0,True,jupyter-extensions,2,,,,,,,,,,,,,,,,,
77,JupyterLab Latex,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2020-11-18 21:14:08.000000,2020-08-11 15:42:16.000000,43.0,41.0,30.0,337.0,308.0,2020-08-11 15:42:42.282000,2.0.1,,3691.0,15.0,JupyterLab extension for live editing of LaTeX documents.,3.0,2.0,14.0,20,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2020-03-04 03:43:10.000000,1.0,735.0,,,,True,lab-renderer,1,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2020-08-11 15:42:42.282000,,2956.0,,,,,,,
78,pick,nteract/pick,pick,,https://github.com/nteract/pick,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2020-11-09 20:50:58.000000,2020-11-04 01:10:24.000000,37.0,4.0,5.0,325.0,,2020-02-02 07:08:00.000000,1.0.0,,27935.0,15.0,Customize your kernels on Launch!.,104.0,,5.0,20,https://pypi.org/project/pick,BSD-3-Clause,2020-08-17 02:44:36.000000,104.0,27935.0,,,,True,magic,2,,,,,,,,,,,,,,,,,
79,dask-labextension,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2020-12-19 14:09:15.318000,2020-12-18 16:23:53.000000,31.0,23.0,68.0,200.0,271.0,2020-12-18 18:21:30.489000,4.0.1,,25185.0,23.0,JupyterLab extension for Dask.,,,16.0,20,https://pypi.org/project/dask-labextension,BSD-3-Clause,2020-12-18 18:20:06.000000,,2677.0,https://anaconda.org/conda-forge/dask-labextension,2020-12-19 14:09:15.318000,155354.0,True,lab-extensions,2,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2020-12-18 18:21:30.489000,,14332.0,,,,,,,
80,ipywebrtc,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2020-10-15 16:10:33.776000,2020-07-16 08:00:16.000000,29.0,34.0,19.0,155.0,206.0,2019-07-04 12:53:46.000000,0.5.0,,10905.0,12.0,WebRTC for Jupyter notebook/lab.,16.0,,9.0,20,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,16.0,6425.0,https://anaconda.org/conda-forge/ipywebrtc,2020-10-15 16:10:33.776000,161186.0,True,widgets,2,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2018-11-21 12:33:58.052000,0.0,549.0,,,,,,,
81,LTI Authenticator,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2020-12-04 12:44:11.000000,2020-12-04 12:34:06.000000,29.0,6.0,12.0,34.0,71.0,2020-12-04 12:44:11.000000,1.0.0,,1269.0,5.0,A JupyterHub authenticator for LTI.,56.0,47.0,7.0,20,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2020-12-04 12:44:11.000000,9.0,1269.0,,,,True,hub-auth,2,,,,,,,,,,,,,,,,,
82,Native Authenticator,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2020-12-16 15:46:08.000000,2020-11-12 11:01:19.000000,40.0,15.0,37.0,32.0,249.0,2020-11-14 12:14:17.000000,0.0.6,,2549.0,6.0,JupyterHub-native user authenticator.,15.0,15.0,14.0,20,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2020-11-14 12:14:17.000000,,2549.0,,,,True,hub-auth,2,,,,,,,,,,,,,,,,,
83,IJulia.jl,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2020-12-08 16:01:09.000000,2020-12-02 04:08:27.000000,341.0,74.0,656.0,2152.0,692.0,2020-11-30 18:49:34.000000,1.23.1,,,40.0,Julia kernel for Jupyter.,,,98.0,19,,MIT,,,,,,,True,kernels,2,,,,,,,,,,,,,,,,,
84,xeus-cling,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2020-12-24 11:05:16.000000,2020-12-24 11:05:15.000000,179.0,96.0,104.0,1666.0,441.0,,,,3238.0,10.0,Jupyter kernel for the C++ programming language.,,,17.0,19,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2020-11-29 19:55:51.396000,80950.0,True,kernels,2,,,,,,,,,,,,,,,,,
85,Enterprise Gateway,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2020-12-23 04:15:19.000000,2020-12-23 04:15:17.000000,128.0,72.0,371.0,394.0,1064.0,2020-11-30 18:14:15.000000,2.4.0,8030.0,508.0,25.0,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",1.0,,75.0,19,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,303.0,,,,True,kernels,2,,,,,,,,,,,,,,,,,
86,JupyterLab Renderers,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2020-12-11 07:54:05.000000,2020-09-11 16:06:56.000000,55.0,30.0,64.0,386.0,448.0,2020-04-09 11:57:30.525000,2.0.1,,3206.0,26.0,Renderers and renderer extensions for JupyterLab.,1.0,1.0,23.0,19,,BSD-3-Clause,,,,,,,True,lab-renderer,2,,,,,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2020-04-09 11:57:30.525000,,3206.0,,,,,,,
87,JupyterLab Dash,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-07-21 11:42:53.252000,2020-05-19 11:44:34.000000,60.0,23.0,8.0,355.0,41.0,2020-07-21 11:42:53.252000,0.3.0,,6176.0,9.0,An Extension for the Interactive development of Dash apps in JupyterLab.,94.0,93.0,7.0,19,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000000,1.0,639.0,,,,True,lab-renderer,2,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2020-07-21 11:42:53.252000,,5537.0,,,,,,,
88,nb_conda_kernels,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2020-11-30 19:05:17.196000,2020-11-30 15:55:07.000000,49.0,22.0,93.0,349.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,6387.0,11.0,Package for managing conda environment-based kernels inside of Jupyter.,,,14.0,19,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2020-11-30 19:05:17.196000,351328.0,True,kernels,2,,,,,,,,,,,,,,,,,
89,itkwidgets,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2020-12-11 09:28:51.000000,2020-09-29 19:10:31.000000,44.0,59.0,93.0,316.0,817.0,2020-08-06 14:44:44.865000,0.32.0,37.0,3331.0,63.0,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",2.0,,17.0,19,https://pypi.org/project/itkwidgets,Apache-2.0,2020-08-06 14:41:06.000000,2.0,2077.0,,,,True,widgets,3,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2020-08-06 14:44:44.865000,,1251.0,,,,,,,
90,jupyterlab_templates,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2020-12-31 00:42:16.000000,2020-11-26 15:25:34.000000,33.0,8.0,60.0,214.0,211.0,2020-06-15 21:43:05.000000,0.2.5,,3580.0,22.0,Support for jupyter notebook templates in jupyterlab.,4.0,4.0,12.0,19,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,795.0,,,,True,lab-extensions,2,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2020-06-15 21:39:51.240000,,2785.0,,,,,,,
91,Resource Usage,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2020-12-21 20:18:59.000000,2020-12-21 20:18:58.000000,50.0,25.0,22.0,200.0,131.0,2020-12-18 20:29:35.000000,0.5.1,,15662.0,4.0,Jupyter Notebook Extension for monitoring your own Resource Usage.,2.0,2.0,13.0,19,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2020-12-17 14:08:27.000000,,330.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,153327.0,True,jupyter-extensions,2,,,,,,,,,,,,,,,,,
92,Jupyter Spark,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,40.0,16.0,14.0,193.0,106.0,2018-03-08 14:28:54.000000,0.4.0,,1297.0,4.0,Jupyter Notebook extension for Apache Spark integration.,17.0,14.0,12.0,19,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000000,3.0,1297.0,,,,True,jupyter-extensions,2,,,,,,,,,,,,,,,,,
93,HTTP-over-WebSocket,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2020-12-09 21:48:34.000000,2020-06-22 16:56:51.000000,27.0,16.0,7.0,156.0,29.0,2020-03-12 16:09:39.000000,0.0.8,,5295.0,10.0,Jupyter support for HTTP-over-ws.,13.0,,3.0,19,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,13.0,5295.0,,,,True,jupyter-extensions,2,,,,,,,,,,,,,,,,,
94,Spylon Kernel,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/Valassis-Digital-Media/spylon-kernel,https://github.com/Valassis-Digital-Media/spylon-kernel,2016-11-21 02:23:14.000000,2018-10-05 21:02:27.447000,2018-09-20 15:43:57.000000,22.0,15.0,17.0,124.0,188.0,2017-03-05 04:26:44.000000,0.2.0,,2438.0,14.0,Jupyter kernel for scala and spark.,44.0,44.0,6.0,19,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000000,,1171.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,59552.0,False,kernels,2,,,,,,,,,,,,,,,,,
95,BatchSpawner,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2020-12-18 09:08:52.000000,2020-12-02 16:53:49.000000,91.0,38.0,60.0,111.0,303.0,2020-11-04 17:41:00.000000,1.0.1,,202.0,7.0,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,4.0,4.0,37.0,19,https://pypi.org/project/batchspawner,BSD-3-Clause,2020-11-04 17:41:00.000000,,202.0,,,,True,hub-spawners,2,,,,,,,,,,,,,,,,,
96,BinderHub,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2020-12-21 23:15:23.000000,2020-12-21 11:09:08.000000,255.0,252.0,320.0,1770.0,2197.0,,,,,1.0,"Run your code in the cloud, with technology so advanced, it feels like magic!.",5.0,5.0,64.0,18,,BSD-3-Clause,,,,,,,True,notebook-sharing,3,,,,,,,,,,,,,,binderhub,,,
97,almond,almond-sh/almond,,,https://github.com/almond-sh/almond,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2020-12-29 01:07:49.000000,2020-12-28 23:33:39.000000,195.0,88.0,183.0,1328.0,883.0,,,1035.0,119.0,34.0,A Scala kernel for Jupyter.,,,32.0,18,,BSD-3-Clause,,,,,,,True,kernels,2,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2020-12-29 00:48:38.467917,5.0,5898.0,,,,,,,,,,,,
98,colabcode,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2020-12-13 09:44:21.000000,2020-12-13 09:43:27.000000,108.0,30.0,14.0,776.0,32.0,2020-12-13 09:44:21.000000,0.1.1,,2925.0,10.0,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,9.0,9.0,7.0,18,https://pypi.org/project/colabcode,MIT,2020-12-13 09:44:21.000000,,2925.0,,,,True,others,3,,,,,,,,,,,,,,,,,
99,pyforest,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2020-08-24 06:43:31.000000,2020-08-18 05:47:40.000000,151.0,13.0,11.0,757.0,183.0,2020-04-17 13:38:41.000000,1.0.3,,2745.0,9.0,pyforest - feel the bliss of automated imports.,0.0,,13.0,18,https://pypi.org/project/pyforest,MIT,2020-04-17 13:38:41.000000,0.0,2745.0,,,,True,jupyter-extensions,3,,,,,,,,,,,,,,,,,
100,Variable Inspector,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2020-10-16 14:06:19.000000,2020-08-14 07:18:06.000000,65.0,43.0,75.0,705.0,135.0,2020-05-29 14:50:45.861000,0.5.1,,13039.0,7.0,Variable Inspector extension for jupyterlab.,3.0,3.0,12.0,18,,MIT,,,,,,,True,lab-extensions,2,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2020-05-29 14:50:45.861000,,13039.0,,,,,,,
101,IRuby,SciRuby/iruby,,,https://github.com/SciRuby/iruby,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2020-09-21 01:58:23.000000,2020-09-19 15:07:08.000000,69.0,59.0,122.0,588.0,611.0,2019-09-08 08:27:43.000000,0.4.0,11.0,6.0,3.0,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,136.0,136.0,42.0,18,,MIT,,,,,,,True,kernels,2,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2020-01-13 07:14:18.703415,,457.0,,,,,,,,,,iruby,,
102,Bash Kernel,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,96.0,29.0,52.0,521.0,86.0,2019-07-22 16:07:09.000000,0.7.2,2833.0,3503.0,10.0,A bash kernel for IPython.,16.0,,13.0,18,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000000,16.0,3454.0,,,,False,kernels,2,,,,,,,,,,,,,,,,,
103,jupyter-notify,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2019-05-01 16:17:44.000000,2018-04-16 21:58:03.000000,27.0,7.0,11.0,484.0,56.0,2018-01-08 14:51:41.000000,0.1.15,,464.0,14.0,A Jupyter Notebook magic for browser notifications of cell completion.,49.0,48.0,9.0,18,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000000,1.0,464.0,,,,False,magic,2,,,,,,,,,,,,,,,,,
104,Ansible Kernel,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2020-02-03 14:29:33.000000,2020-02-03 14:29:31.000000,44.0,12.0,28.0,451.0,206.0,2018-08-17 14:49:57.000000,0.8.0,,2546.0,9.0,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,7.0,7.0,8.0,18,https://pypi.org/project/ansible-kernel,Apache-2.0,2018-08-17 14:49:57.000000,,113.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,5594.0,True,kernels,2,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66309.0,,,,,,,,,,,,
105,jupyter-tensorboard,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2020-05-31 06:49:50.000000,2020-02-16 06:42:48.000000,62.0,37.0,26.0,433.0,69.0,2020-02-16 07:15:03.000000,0.2.0,,3350.0,19.0,Start Tensorboard in Jupyter Notebook.,31.0,,4.0,18,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000000,31.0,3350.0,,,,True,jupyter-extensions,3,,,,,,,,,,,,,,,,,
106,JupyterLab Drawio,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2020-09-10 20:40:46.000000,2020-05-13 07:07:04.000000,49.0,33.0,15.0,425.0,56.0,2020-04-11 06:30:32.609000,0.7.0,,5996.0,9.0,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,10.0,10.0,13.0,18,,Apache-2.0,,,,,,,True,lab-renderer,3,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2020-04-11 06:30:32.609000,,5996.0,,,,,,,
107,What-If Tool,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2020-12-22 22:05:29.000000,2020-12-22 13:44:23.000000,88.0,36.0,33.0,404.0,289.0,2020-06-28 14:23:49.040000,1.7.0,,4127.0,36.0,Source code/webpage/demos for the What-If Tool.,,,18.0,18,https://pypi.org/project/witwidget,Apache-2.0,2020-06-28 14:22:37.000000,,2077.0,,,,True,widgets,3,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2020-11-03 16:28:21.255000,,2050.0,,,,,,,
108,nbtutor,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2020-10-15 14:07:05.970000,2016-12-23 12:16:35.000000,27.0,14.0,11.0,372.0,175.0,2016-12-23 12:20:44.000000,1.0.4,,1409.0,2.0,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,19.0,19.0,2.0,18,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nbtutor,2020-10-15 14:07:05.970000,69042.0,False,widgets,3,,,,,,,,,,,,,,,,,
109,GPU Dashboards,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2020-12-16 15:53:25.000000,2020-12-16 15:53:23.000000,37.0,22.0,26.0,370.0,,2020-08-19 15:00:23.034000,0.5.0,,10422.0,21.0,A JupyterLab extension for displaying dashboards of GPU usage.,,,13.0,18,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2020-08-19 15:00:18.000000,,819.0,,,,True,lab-extensions,2,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2020-08-19 15:00:23.034000,,9603.0,,,,,,,
110,Octave Kernel,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,52.0,19.0,129.0,342.0,347.0,2018-06-11 13:11:15.000000,0.28.4,,2962.0,97.0,An Octave kernel for IPython.,5.0,,16.0,18,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,2962.0,,,,True,kernels,2,,,,,,,,,,,,,,,,,
111,JupyterLab Google Drive,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2020-12-11 04:34:14.000000,2020-06-22 15:55:30.000000,60.0,25.0,64.0,326.0,511.0,2020-05-27 00:10:19.202000,2.0.0,,3245.0,32.0,Cloud storage for JupyterLab using Google Drive.,2.0,2.0,13.0,18,,BSD-3-Clause,,,,,,,True,lab-extensions,2,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202000,,3245.0,,,,,,,
112,JupyterLab GitHub,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2020-09-11 13:11:11.000000,2020-03-04 03:38:48.000000,60.0,22.0,34.0,264.0,192.0,2020-03-04 03:40:19.000000,2.0.0,,3825.0,21.0,GitHub integration for JupyterLab.,4.0,2.0,12.0,18,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2020-03-04 03:40:19.000000,2.0,547.0,,,,True,lab-extensions,2,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2020-03-04 03:39:30.578000,,3278.0,,,,,,,
113,scrapbook,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2020-10-09 16:22:09.000000,2020-10-09 16:22:07.000000,19.0,23.0,20.0,199.0,,2020-04-12 18:22:50.000000,0.4.1,,30506.0,6.0,A library for recording and reading data in notebooks.,162.0,142.0,10.0,18,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2020-04-12 18:22:50.000000,20.0,30506.0,,,,True,notebook-sharing,3,,,,,,,,,,,,,,,,,
114,tributary,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2020-12-29 18:48:50.000000,2020-12-29 18:48:26.000000,21.0,11.0,64.0,194.0,,2020-08-25 18:51:06.000000,0.1.4,,892.0,15.0,Data flow graphs and streams in Python.,14.0,14.0,6.0,18,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000000,,112.0,https://anaconda.org/conda-forge/tributary,2020-10-15 18:24:08.479000,5465.0,True,widgets,3,,,,,,,,,,,,,,,,,
115,nbinteract,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2020-12-30 05:06:30.000000,2020-11-22 17:56:54.000000,20.0,42.0,40.0,185.0,579.0,2020-03-13 22:22:07.000000,0.2.5,,670.0,36.0,Create interactive webpages from Jupyter Notebooks.,38.0,1.0,5.0,18,https://pypi.org/project/nbinteract,BSD-3-Clause,2020-03-13 22:22:07.000000,37.0,670.0,,,,True,notebook-sharing,3,,,,,,,,,,,,,,,,,
116,JupyterLab Templates,timkpaine/jupyterlab_templates,jupyterlab_templates,,https://github.com/timkpaine/jupyterlab_templates,https://github.com/timkpaine/jupyterlab_templates,2020-04-24 15:21:50.000000,2020-12-31 00:41:53.000000,2020-09-21 05:23:32.000000,24.0,,,180.0,205.0,2020-06-15 21:39:51.240000,0.2.5,,3580.0,22.0,Support for jupyter notebook templates in jupyterlab.,,,11.0,18,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,795.0,,,,True,lab-extensions,2,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2020-06-15 21:39:51.240000,,2785.0,,,,,,,
117,OCaml Kernel,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2020-12-02 01:33:59.000000,2020-12-02 01:33:58.000000,21.0,3.0,58.0,170.0,304.0,2020-09-19 13:42:33.000000,2.7.3,38888.0,925.0,25.0,An OCaml kernel for Jupyter (IPython) notebook.,,,14.0,18,,MIT,,,,,,,True,kernels,2,,,,,,,,,,,,,,,,,
118,nbQA,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2020-12-29 08:17:12.000000,2020-12-29 08:15:11.000000,10.0,28.0,159.0,155.0,431.0,2020-12-29 08:17:12.000000,0.5.6,,1337.0,53.0,Run any standard Python code quality tool on a Jupyter Notebook.,,,17.0,18,https://pypi.org/project/nbqa,MIT,2020-12-29 08:17:12.000000,,1337.0,,,,True,notebook-tools,2,,,,,,,,,,,,,,,,,
119,Jupyter Bokeh,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2020-12-11 23:16:54.000000,2020-11-12 15:52:32.000000,26.0,11.0,53.0,154.0,,2020-11-12 15:58:55.000000,2.0.4,,47315.0,9.0,An extension for rendering Bokeh content in JupyterLab notebooks.,,,13.0,18,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2020-11-12 15:58:55.000000,,641.0,,,,True,lab-extensions,2,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2020-07-14 08:53:23.430000,,46674.0,,,,,,,
