,name,github_id,pypi_id,conda_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,category,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,cran_id,go_id,pypi,gem_id,hex_id,bitbucket_id
120,Spark Monitor,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2020-12-11 03:33:17.000000,2019-06-30 06:30:13.000000,43.0,27.0,7.0,151.0,213.0,2020-10-16 11:13:13.000000,1.1.0,2332.0,305.0,9.0,Monitor Apache Spark from Jupyter Notebook.,,,3.0,18,https://pypi.org/project/sparkmonitor,Apache-2.0,2020-10-16 11:13:13.000000,,232.0,,,,False,jupyter-extensions,3,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,831.0,,,,,,,,,,,,
121,ipycytoscape,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/QuantStack/ipycytoscape,https://github.com/QuantStack/ipycytoscape,2020-02-05 13:46:52.000000,2020-12-22 16:12:51.000000,2020-12-22 16:12:50.000000,33.0,45.0,56.0,109.0,503.0,,,,1015.0,14.0,A Cytoscape Jupyter widget.,17.0,17.0,22.0,18,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/ipycytoscape,2020-12-18 09:39:21.030000,10159.0,True,widgets,3,,,,,,,,,,,,,,,,,
122,SystemdSpawner,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2020-12-07 14:41:34.000000,2020-12-07 14:41:33.000000,34.0,27.0,22.0,62.0,144.0,2020-12-07 11:49:55.000000,0.15.0,,1696.0,16.0,Spawn JupyterHub single-user notebook servers with systemd.,7.0,7.0,15.0,18,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000000,,1696.0,,,,True,hub-spawners,3,,,,,,,,,,,,,,,,,
123,niwidgets,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2020-11-18 21:51:04.000000,2020-03-24 14:27:42.000000,30.0,16.0,17.0,61.0,242.0,2018-06-07 12:51:19.000000,0.2.2,,333.0,5.0,Neuroimaging widgets for jupyter notebooks.,20.0,20.0,16.0,18,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000000,,333.0,,,,True,widgets,3,,,,,,,,,,,,,,,,,
124,JupyterLab IFrame,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2020-10-18 17:07:16.000000,2020-10-18 15:24:39.000000,9.0,5.0,52.0,59.0,152.0,2020-10-14 21:46:47.979000,0.2.3,,1392.0,17.0,JupyterLab iframe widget.,11.0,3.0,3.0,18,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000000,8.0,286.0,,,,True,lab-extensions,2,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2020-10-14 21:46:47.979000,,1106.0,,,,,,,
125,mkdocs-jupyter,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2020-10-30 02:08:29.000000,2020-10-30 02:08:27.000000,4.0,4.0,11.0,38.0,65.0,2020-10-08 20:54:39.000000,0.15.1,,1734.0,10.0,Use Jupyter Notebook in mkdocs.,64.0,64.0,4.0,18,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2020-10-08 20:54:39.000000,,1734.0,,,,True,notebook-sharing,3,,,,,,,,,,,,,,,,,
126,Matlab Kernel,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2020-11-09 20:41:50.000000,2020-11-09 20:41:43.000000,68.0,22.0,99.0,364.0,210.0,2018-11-30 21:07:39.000000,0.16.1,,949.0,44.0,Jupyter Kernel for Matlab.,1.0,,17.0,17,https://pypi.org/project/matlab_kernel,BSD-3-Clause,2018-11-30 21:07:39.000000,1.0,949.0,,,,True,kernels,3,,,,,,,,,,,,,,,,,
127,treon,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2020-10-08 09:00:07.000000,2020-10-08 09:00:06.000000,17.0,4.0,9.0,257.0,56.0,2019-11-28 16:00:27.000000,0.1.3,,1722.0,4.0,Easy to use test framework for Jupyter Notebooks.,25.0,24.0,4.0,17,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000000,1.0,1722.0,,,,True,notebook-tools,3,,,,,,,,,,,,,,,,,
128,blackcellmagic,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000000,2020-08-07 13:12:52.000000,2019-04-11 00:12:09.000000,8.0,4.0,5.0,249.0,16.0,2018-04-25 14:57:45.000000,0.0.2,,2095.0,2.0,IPython magic command to format python code in cell using black.,105.0,104.0,3.0,17,https://pypi.org/project/blackcellmagic,MIT,2019-04-11 00:12:42.000000,1.0,2095.0,,,,False,magic,3,,,,,,,,,,,,,,,,,
129,LFortran,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2020-12-08 19:29:59.000000,2020-12-08 19:29:42.000000,12.0,,,191.0,3878.0,2019-07-26 16:49:50.000000,0.3.0,,886.0,6.0,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,,,5.0,17,https://pypi.org/project/lfortran,MIT,2020-07-31 19:39:55.000000,,57.0,https://anaconda.org/conda-forge/lfortran,2020-10-09 05:53:32.292000,14930.0,True,kernels,3,,,,,,,,,,,,,,,,,
130,JupyterLab Go-To-Definition,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2020-03-16 22:19:05.000000,2020-03-16 22:19:04.000000,5.0,9.0,13.0,179.0,88.0,2020-03-14 15:54:46.503000,1.0.0,,10580.0,19.0,Navigate to variable's definition with a click in JupyterLab (or with a few key strokes).,11.0,9.0,2.0,17,,BSD-3-Clause,,,,,,,True,lab-extensions,2,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503000,2.0,10580.0,,,,,,,
131,SciJava Kernel,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2019-08-27 12:36:47.000000,2019-08-27 12:36:11.000000,37.0,14.0,69.0,165.0,393.0,2017-06-02 21:19:27.000000,0.5.0,65.0,1379.0,15.0,Write SciJava scripts in Jupyter notebook!.,,,8.0,17,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,62015.0,False,kernels,3,,,,,,,,,,,,,,,,,
132,JupyterLab Chart Editor,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2020-09-10 13:28:02.000000,2020-09-10 13:27:10.000000,14.0,11.0,18.0,158.0,67.0,2020-09-10 13:27:49.999000,4.10.0,,2576.0,11.0,JupyterLab extension for Plotly's react-chart-editor.,3.0,3.0,5.0,17,,BSD-3-Clause,,,,,,,True,lab-renderer,3,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2020-09-10 13:27:49.999000,,2576.0,,,,,,,
133,SAS Kernel,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2020-09-01 16:49:41.000000,2020-09-01 16:46:52.000000,66.0,6.0,45.0,157.0,213.0,2020-09-01 16:49:41.000000,2.3.1,,1028.0,7.0,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,2.0,,7.0,17,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000000,2.0,1028.0,,,,True,kernels,3,,,,,,,,,,,,,,,,,
134,bookstore,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2019-12-09 16:52:17.000000,2019-12-09 16:52:07.000000,16.0,34.0,39.0,155.0,619.0,2019-12-09 16:49:29.000000,2.5.1,,2320.0,18.0,Notebook storage and publishing workflows for the masses.,4.0,3.0,7.0,17,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000000,1.0,2320.0,,,,False,notebook-sharing,3,,,,,,,,,,,,,,,,,
135,nbmake-action,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2020-12-16 14:00:44.000000,2020-12-16 14:00:39.000000,6.0,,23.0,152.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,GitHub Action for testing notebooks.,55.0,55.0,2.0,17,,Apache-2.0,,,,,,,True,notebook-tools,3,,,,,,,,,,,,,,,,,
136,JupyterLab Data Explorer,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2020-05-24 13:16:18.000000,2020-05-24 13:16:16.000000,26.0,52.0,34.0,142.0,426.0,2019-10-03 18:34:08.594000,3.0.0,,161.0,17.0,First class datasets in JupyterLab.,14.0,10.0,9.0,17,,BSD-3-Clause,,,,,,,True,lab-extensions,2,,,,,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594000,4.0,161.0,,,,,,,
137,ipytest,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2020-07-25 11:36:37.000000,2020-07-25 11:36:09.000000,10.0,3.0,35.0,133.0,127.0,2020-07-12 13:54:01.000000,0.9.0,,2547.0,22.0,Pytest in IPython notebooks.,105.0,83.0,3.0,17,https://pypi.org/project/ipytest,MIT,2020-07-12 13:54:01.000000,22.0,2547.0,,,,True,notebook-tools,3,,,,,,,,,,,,,,,,,
138,gator,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2020-12-14 15:56:17.000000,2020-12-14 15:56:15.000000,11.0,14.0,30.0,125.0,565.0,2020-12-11 07:23:35.729000,2.1.0,,1070.0,19.0,Conda environment and package management extension from within Jupyter.,1.0,1.0,22.0,17,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/mamba_gator,2020-12-13 08:58:15.046000,861.0,True,jupyter-extensions,3,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2020-12-11 07:23:35.729000,,640.0,,,,,,,
139,ipyexperiments,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2020-11-17 04:11:19.000000,2020-11-17 04:11:16.000000,9.0,,4.0,123.0,177.0,2020-11-16 07:08:34.000000,0.1.22,,229.0,21.0,jupyter/ipython experiment containers for GPU and general RAM re-use.,4.0,2.0,3.0,17,https://pypi.org/project/ipyexperiments,Apache-2.0,2020-11-17 04:10:43.000000,2.0,229.0,,,,True,notebook-tools,3,,,,,,,,,,,,,,,,,
140,sphinxcontrib.jupyter,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2020-06-19 16:52:56.000000,2020-06-18 03:28:01.000000,21.0,88.0,93.0,67.0,269.0,2020-06-18 03:31:10.000000,0.5.10,,440.0,23.0,A Sphinx Extension for Generating Jupyter Notebooks.,24.0,20.0,13.0,17,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000000,4.0,440.0,,,,True,notebook-tools,3,,,,,,,,,,,,,,,,,
141,JupyterLab HDF5,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2020-12-18 10:53:43.000000,2020-12-17 16:55:54.000000,10.0,14.0,23.0,50.0,218.0,2020-12-17 06:29:52.673000,0.5.1,,1506.0,7.0,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",,,4.0,17,https://pypi.org/project/jupyterlab_hdf,BSD-3-Clause,2020-12-15 00:15:49.000000,,476.0,,,,True,lab-extensions,2,,,,,,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2020-12-17 06:29:52.673000,,1030.0,,,,,,,
142,JupyterLab Vim,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2020-06-24 20:08:48.000000,2019-07-16 04:37:36.000000,70.0,49.0,40.0,817.0,60.0,2019-07-16 04:35:55.953000,0.11.0,,919.0,14.0,Vim notebook cell bindings for JupyterLab.,3.0,3.0,8.0,16,,MIT,,,,,,,False,lab-extensions,3,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953000,,919.0,,,,,,,
143,IJava,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,103.0,53.0,55.0,576.0,90.0,2019-05-06 03:28:50.000000,1.3.0,40094.0,1293.0,5.0,A Jupyter kernel for executing Java code.,,,4.0,16,,MIT,,,,,,,False,kernels,3,,,,,,,,,,,,,,,,,
144,F# Kernel,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,68.0,13.0,126.0,422.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5081.0,66.0,15.0,F# for Jupyter Notebooks.,,,27.0,16,,BSD-3-Clause,,,,,,,True,kernels,3,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,486.0,,,,,,,,,,,,
145,nbgather,microsoft/gather,,,https://github.com/microsoft/gather,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2020-12-11 16:43:26.000000,2020-02-14 15:11:45.000000,25.0,9.0,16.0,340.0,343.0,2020-02-06 15:50:53.838000,0.6.1,,138.0,9.0,Spit shine for Jupyter notebooks.,,,12.0,16,,MIT,,,,,,,True,lab-extensions,3,,,,,,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838000,,138.0,,,,,,,
146,Lantern,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000000,2020-12-15 00:24:38.000000,2020-12-15 00:24:32.000000,20.0,9.0,188.0,282.0,494.0,2020-02-02 22:32:28.000000,0.1.6,,116.0,26.0,Data exploration glue.,15.0,14.0,2.0,16,https://pypi.org/project/pylantern,Apache-2.0,2020-02-02 22:31:39.000000,1.0,116.0,,,,True,lab-extensions,3,,,,,,,,,,,,,,,,,
147,ThebeLab,executablebooks/thebe,,,https://github.com/executablebooks/thebe,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-01-01 09:46:16.000000,2021-01-01 09:46:15.000000,42.0,64.0,50.0,181.0,491.0,2020-12-23 10:50:03.000000,0.6.0,,,1.0,ThebeLab: turning static HTML pages into live documents.,,,23.0,16,,BSD-3-Clause,,,,,,,True,notebook-sharing,3,,,,,,,,,,,,,,,,,
148,JupyterLab SideCar,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2020-10-31 18:06:03.000000,2020-04-16 22:22:44.000000,32.0,27.0,7.0,148.0,31.0,2020-04-16 21:38:16.000000,0.4.0,,2534.0,5.0,A sidecar output widget for JupyterLab.,5.0,3.0,8.0,16,https://pypi.org/project/sidecar,BSD-3-Clause,2020-04-16 21:38:16.000000,2.0,991.0,,,,True,lab-extensions,3,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2020-04-16 21:17:17.225000,,1543.0,,,,,,,
149,ML Hub,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,27.0,10.0,6.0,131.0,217.0,2020-02-03 15:59:07.000000,1.0.0,588.0,2173.0,8.0,Multi-user development platform for machine learning teams. Simple to setup within minutes.,,,5.0,16,,Apache-2.0,,,,,,,True,notebook-environments,3,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,40605.0,,,,,,,,,,,,
150,JupyterLab Spellchecker,ijmbarr/jupyterlab_spellchecker,,,https://github.com/ijmbarr/jupyterlab_spellchecker,https://github.com/ijmbarr/jupyterlab_spellchecker,2018-04-02 07:47:30.000000,2020-12-08 15:33:21.000000,2020-12-08 15:32:02.000000,14.0,8.0,16.0,94.0,49.0,2020-10-26 22:18:07.244000,0.1.10,,4517.0,11.0,Spellchecker for jupyterlab notebook markdown cells.,1.0,1.0,5.0,16,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2020-10-26 22:18:07.244000,,4517.0,,,,,,,
151,Collapsible Headings,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2020-12-28 06:22:46.629000,2020-12-28 06:17:14.000000,5.0,10.0,18.0,89.0,82.0,2020-12-28 06:22:46.629000,2.3.0,,4317.0,17.0,Implements Collapsible Headers for Jupyter Lab Notebooks.,,,5.0,16,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2020-12-28 06:22:46.629000,,4317.0,,,,,,,
152,Content Management,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,24.0,7.0,20.0,74.0,136.0,2017-04-05 01:49:01.000000,0.7.0,,1161.0,12.0,Jupyter Content Management Extensions.,5.0,,7.0,16,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000000,5.0,162.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,51983.0,False,jupyter-extensions,3,,,,,,,,,,,,,,,,,
153,Neon Theme,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2020-11-24 00:28:42.000000,2020-11-24 00:28:25.000000,4.0,1.0,8.0,72.0,36.0,2020-11-06 18:23:46.264000,3.0.0,,2589.0,18.0,"A flat, 80's neon inspired theme for JupyterLab.",1.0,1.0,3.0,16,,BSD-3-Clause,,,,,,,True,lab-themes,1,,,,,,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2020-11-06 18:23:46.264000,,2589.0,,,,,,,
154,Rsession Proxy,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2020-10-28 22:05:20.000000,2020-10-28 22:05:14.000000,47.0,22.0,33.0,69.0,176.0,2020-05-09 03:29:47.000000,v1.2.0,,575.0,8.0,Jupyter extensions for running an RStudio rsession proxy.,20.0,20.0,16.0,16,https://pypi.org/project/jupyter-rsession-proxy,BSD-3-Clause,2020-05-09 03:33:22.000000,,575.0,,,,True,jupyter-extensions,3,,,,,,,,,,,,,,,,,
155,nbzip,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,8.0,5.0,61.0,43.0,,,,1206.0,4.0,Zips and downloads all the contents of a jupyter notebook.,146.0,146.0,6.0,16,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000000,,1206.0,,,,False,jupyter-extensions,3,,,,,,,,,,,,,,,,,
156,First Use Authenticator,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2020-10-28 21:57:40.000000,2020-10-28 21:57:33.000000,19.0,3.0,14.0,31.0,73.0,2020-03-18 10:11:00.000000,0.14.1,,2595.0,7.0,JupyterHub Authenticator that lets users set passwords when they first log in.,38.0,35.0,11.0,16,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2020-03-18 10:11:00.000000,3.0,2595.0,,,,True,hub-auth,2,,,,,,,,,,,,,,,,,
157,geonotebook,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,132.0,37.0,46.0,997.0,647.0,,,,2430.0,,A Jupyter notebook extension for geospatial visualization and analysis.,,,9.0,15,,Apache-2.0,,,,,,,False,widgets,3,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,4.0,131225.0,,,,,,,,,,,,
158,heat,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2018-04-21 09:16:49.000000,2018-04-21 09:16:37.000000,17.0,2.0,3.0,723.0,32.0,,,,214.0,2.0,IPython magic command to profile and view your python code as a heat map.,21.0,21.0,3.0,15,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000000,,214.0,,,,False,magic,3,,,,,,,,,,,,,,,,,
159,clojupyter,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2020-09-28 18:14:52.000000,2020-06-06 09:34:06.000000,82.0,15.0,68.0,661.0,258.0,,,,98.0,7.0,a Jupyter kernel for Clojure.,,,22.0,15,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,1721.0,True,kernels,3,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,256.0,,,,,,,,,,,,
160,bokeh-notebooks,bokeh/bokeh-notebooks,,,https://github.com/bokeh/bokeh-notebooks,https://github.com/bokeh/bokeh-notebooks,2014-07-07 16:42:49.000000,2020-12-29 19:01:14.000000,2020-12-29 19:01:13.000000,603.0,3.0,39.0,617.0,241.0,,,,,,Interactive Web Plotting with Bokeh in IPython notebook.,,,36.0,15,,BSD-3-Clause,,,,,,,True,widgets,3,,,,,,,,,,,,,,,,,
161,Wolfram Kernel,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2020-12-15 17:18:32.000000,2020-12-15 17:18:31.000000,58.0,17.0,61.0,494.0,138.0,,,2902.0,152.0,2.0,Wolfram Language kernel for Jupyter notebooks.,,,6.0,15,,MIT,,,,,,,True,kernels,3,,,,,,,,,,,,,,,,,
162,py_d3,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,34.0,2.0,14.0,426.0,38.0,2018-03-28 15:38:57.000000,0.3.0,,698.0,9.0,D3 block magic for Jupyter notebook.,,,3.0,15,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000000,,698.0,,,,False,magic,3,,,,,,,,,,,,,,,,,
163,JupyterLab SQL,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2020-07-19 04:56:41.000000,2020-01-04 12:02:35.000000,34.0,40.0,37.0,323.0,634.0,2019-09-21 11:12:29.000000,0.3.3,,453.0,41.0,SQL GUI for JupyterLab.,,,2.0,15,https://pypi.org/project/jupyterlab_sql,MIT,2020-01-04 11:56:53.000000,,453.0,,,,True,lab-extensions,3,,,,,,,,,,,,,,,,,
164,IElixir,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2020-11-15 22:43:52.347598,2020-11-15 22:26:25.000000,39.0,10.0,20.0,308.0,277.0,2020-11-15 17:48:03.000000,0.9.21,,2.0,8.0,Jupyter's kernel for Elixir programming language.,,,16.0,15,,Apache-2.0,,,,,,,True,kernels,3,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2020-11-15 22:43:52.347598,1.0,163.0,,,,,,,,,,,ielixir,
165,nbopen,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,41.0,36.0,23.0,252.0,57.0,2017-09-08 07:23:49.000000,0.4.3,,680.0,9.0,Open a Jupyter notebook in the best available server.,6.0,,10.0,15,https://pypi.org/project/nbopen,DSDP,2018-04-25 07:36:48.000000,6.0,680.0,,,,False,notebook-tools,3,,,,,,,,,,,,,,,,,
