,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
183,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,16,True,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-10-05 18:41:23.000000,2021-09-30 21:22:14.000000,24.0,245.0,235.0,25.0,,2021-09-17 14:57:38.000000,2.0.0,,398.0,8.0,,,23.0,https://pypi.org/project/jdaviz,BSD-3-Clause,2021-09-17 15:02:10.000000,,398.0,,,,3.0,,,,,,,,,,,,,,,,,,
184,evidently,Interactive reports to analyze machine learning models during validation or production monitoring.,https://github.com/evidentlyai/evidently,,widgets,15,True,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2021-10-06 15:26:04.000000,2021-10-06 15:12:42.000000,121.0,27.0,14.0,1447.0,,,,,,9.0,15.0,15.0,6.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,
185,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,15,False,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,135.0,37.0,46.0,1029.0,647.0,,,,2083.0,,,,9.0,,Apache-2.0,,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,6.0,131259.0,,,,,,,,,,,,,
186,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,15,True,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13.000000,18.0,2.0,3.0,732.0,34.0,2017-08-19 16:11:38.000000,0.0.2,,,2.0,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000000,,,,,,3.0,,,,,,,,,,,,,,,,,,
187,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,15,False,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,69.0,41.0,28.0,450.0,69.0,2020-02-16 07:15:03.000000,0.2.0,,,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000000,31.0,,,,,3.0,,,,,,,,,,,,,,,,,,
188,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,15,False,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,35.0,2.0,14.0,433.0,38.0,2018-03-28 15:38:57.000000,0.3.0,,626.0,9.0,,,3.0,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000000,,626.0,,,,3.0,,,,,,,,,,,,,,,,,,
189,IElixir,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,15,True,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2021-08-28 04:15:14.000000,2021-03-20 17:27:38.000000,39.0,10.0,20.0,327.0,282.0,2020-11-15 17:48:03.000000,0.9.21,,3.0,8.0,,,18.0,,Apache-2.0,,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,295.0,,,,,,,,,,,,ielixir,
190,nbQA,"Run isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,15,True,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-10-04 21:01:30.000000,2021-10-04 21:01:30.000000,20.0,6.0,224.0,303.0,563.0,2021-09-12 13:44:55.000000,1.1.1,,,71.0,0.0,,20.0,https://pypi.org/project/nbqa,MIT,2021-09-12 13:44:55.000000,0.0,,,,,3.0,,,,,,,,,,,,-4.0,,,,,,
191,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,15,True,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000000,2021-02-27 21:52:34.000000,2021-02-27 21:52:33.000000,20.0,10.0,188.0,297.0,495.0,2020-02-02 22:32:28.000000,0.1.6,,139.0,26.0,15.0,14.0,2.0,https://pypi.org/project/pylantern,Apache-2.0,2020-02-02 22:31:39.000000,1.0,139.0,,,,3.0,,,,,,,,,,,,,,,,,,
192,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,15,False,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,48.0,37.0,25.0,265.0,57.0,2017-09-08 07:23:49.000000,0.4.3,,,9.0,14.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000000,14.0,,,,,3.0,,,,,,,,,,,,,,,,,,
193,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,15,False,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-08-10 22:48:31.000000,2019-08-14 17:21:34.000000,31.0,40.0,20.0,261.0,87.0,2019-08-14 17:26:02.030000,1.0.2,,87.0,5.0,,,6.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030000,,87.0,,,,,,,,
194,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,15,True,jupytercalpoly/jupyterlab-interactive-dashboard-editor,jupyterlab-interactive-dashboard-editor,,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,2020-06-17 20:39:00.000000,2021-09-21 00:40:06.000000,2021-04-02 23:59:02.000000,23.0,32.0,12.0,188.0,316.0,2021-04-01 19:36:39.000000,0.4.0,,50.0,1.0,,,10.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2021-04-01 19:36:39.000000,,50.0,,,,3.0,,,,,,,,,,,,,,,,,,
195,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,15,False,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07.000000,18.0,35.0,39.0,176.0,619.0,2019-12-09 16:49:29.000000,2.5.1,,,18.0,5.0,4.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000000,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,
196,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,15,True,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-02-15 14:16:19.000000,2021-02-03 03:28:02.000000,51.0,30.0,7.0,160.0,214.0,2021-02-15 14:16:19.000000,1.1.1,2373.0,62.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2021-02-15 14:16:19.000000,,,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,889.0,,,,,,,,,,,,,
197,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,15,True,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-08-31 21:50:05.000000,2021-05-22 01:41:35.000000,7.0,8.0,21.0,147.0,98.0,2021-01-11 04:19:41.041000,3.0.0,,2697.0,18.0,,,6.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041000,,2697.0,,,,,,,,
198,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,False,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,6.0,22.0,141.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,5308.0,3.0,6.0,,6.0,https://pypi.org/project/environment_kernels,BSD-2-Clause,2018-02-12 12:56:44.000000,6.0,5308.0,,,,3.0,,,,,,,,,,,,,,,,,,
199,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,15,True,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-09-16 21:08:52.000000,2021-09-16 21:08:49.000000,10.0,,4.0,140.0,197.0,2021-03-28 03:39:09.000000,0.1.26,,145.0,23.0,7.0,5.0,3.0,https://pypi.org/project/ipyexperiments,Apache-2.0,2021-03-28 03:39:09.000000,2.0,145.0,,,,3.0,,,,,,,,,,,,,,,,,,
200,Material Darker Theme,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,15,True,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000000,2021-08-31 15:09:16.000000,2021-08-31 15:09:09.000000,13.0,4.0,14.0,127.0,49.0,2021-08-31 13:58:49.807000,0.6.0,,1054.0,20.0,4.0,4.0,2.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2021-08-31 13:58:49.807000,,1054.0,,,,,,,,
201,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,True,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-10-05 23:39:02.000000,2021-07-17 23:40:19.000000,9.0,6.0,15.0,126.0,,2021-07-17 23:46:41.952000,0.4.1,,5348.0,12.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-07-17 23:46:41.952000,,5348.0,,,,,,,,
202,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,False,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000000,2021-02-08 11:04:25.512000,2020-09-11 21:06:00.000000,31.0,38.0,28.0,118.0,158.0,,,,4757.0,4.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512000,299730.0,3.0,,,,,,,,,,,,,,,,,,
203,jupyterlab-celltags,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,15,False,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29.000000,25.0,12.0,7.0,110.0,441.0,,,,,,287.0,287.0,10.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
204,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,15,True,jupytercalpoly/jupyterlab-tabular-data-editor,jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,2020-06-17 20:38:15.000000,2021-03-24 19:56:11.000000,2021-03-24 19:48:15.000000,18.0,31.0,103.0,108.0,225.0,2021-03-24 19:56:11.000000,1.0.0,,641.0,2.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,BSD-3-Clause,2021-03-24 19:56:11.000000,,641.0,,,,3.0,,,,,,,,,,,,,,,,,,
205,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,15,True,jpmorganchase/jupyter-fs,jupyter-fs,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000000,2021-10-06 22:47:35.000000,2021-06-04 01:06:10.000000,22.0,12.0,35.0,96.0,,2021-06-04 01:03:11.000000,0.3.1,,484.0,7.0,,,8.0,https://pypi.org/project/jupyter-fs,Apache-2.0,2021-06-04 01:03:11.000000,,484.0,,,,3.0,,,,,,,,,,,,,,,,,,
206,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,15,True,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-08-18 02:50:27.000000,2021-07-03 06:55:54.000000,60.0,28.0,36.0,79.0,191.0,2020-05-09 03:29:47.000000,v1.2.0,,,10.0,29.0,29.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,BSD-3-Clause,2021-07-03 06:57:23.000000,,,,,,3.0,,,,,,,,,,,,,,,,,,
207,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,False,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,73.0,43.0,2018-08-10 16:52:09.000000,0.1.0,,,4.0,231.0,227.0,6.0,https://pypi.org/project/nbzip,Apache-2.0,2018-08-10 16:52:09.000000,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,
208,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,15,True,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-08-14 21:40:44.000000,2021-08-14 21:29:39.000000,6.0,6.0,,69.0,54.0,2021-08-14 21:40:58.000000,1.1.0,,657.0,8.0,1.0,,5.0,https://pypi.org/project/jupyterlab-quickopen,BSD-3-Clause,2021-08-14 21:40:44.000000,1.0,305.0,,,,3.0,,,,,,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580000,,352.0,,,,,,,,
209,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,15,True,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51.000000,8.0,3.0,8.0,48.0,,2021-06-23 21:13:28.000000,0.5.5,76.0,2824.0,10.0,,,4.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,2021-06-23 21:13:24.676000,,2817.0,,,,,,,,
210,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,True,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-09-24 22:38:03.000000,2021-09-24 22:37:59.000000,1.0,10.0,48.0,48.0,300.0,2021-01-14 22:31:15.129000,0.8.0,,690.0,43.0,5.0,5.0,4.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971000,11869.0,3.0,,,,,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129000,,216.0,,,,,,,,
211,jupyterlab-theme-solarized-dark,JupyterLab 2/3 Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,True,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2021-09-20 02:39:12.000000,2021-09-20 02:32:37.000000,5.0,1.0,1.0,45.0,67.0,2021-09-26 00:52:38.000000,2.0.1,,4794.0,17.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,BSD-3-Clause,2021-09-20 02:39:12.000000,,,,,,2.0,,,,,,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,2021-02-25 12:50:08.814000,,4794.0,,,,,,,,
212,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,15,True,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,14.0,6.0,2.0,26.0,7.0,2017-04-29 22:45:46.000000,0.3.1,,3984.0,4.0,122.0,90.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,BSD-3-Clause,2017-04-29 22:45:46.000000,32.0,3984.0,,,,2.0,,,,,,,,,,,,,,,,,,
213,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,15,False,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-09-23 19:47:08.000000,2021-02-09 00:11:20.000000,9.0,1.0,,6.0,16.0,2017-08-30 13:12:25.000000,1.0.0,,2926.0,1.0,75.0,66.0,5.0,https://pypi.org/project/nullauthenticator,BSD-3-Clause,2017-08-30 13:12:25.000000,9.0,2926.0,,,,2.0,,,,,,,,,,,,,,,,,,
214,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,True,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2021-07-15 22:07:42.000000,2020-12-15 17:18:31.000000,77.0,18.0,61.0,623.0,138.0,,,4253.0,151.0,2.0,,,6.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
215,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,False,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2021-10-06 09:31:32.000000,2020-01-04 12:02:35.000000,40.0,44.0,37.0,354.0,634.0,2020-01-04 11:56:53.000000,0.3.3,,,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,MIT,2020-01-04 11:56:53.000000,,,,,,3.0,,,,,,,,,,,,,,,,,,
216,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,True,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2021-10-06 15:45:58.000000,2021-09-28 06:42:19.000000,66.0,43.0,40.0,286.0,324.0,,,,,,,,21.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
217,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,True,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000000,2021-10-06 06:55:43.000000,2021-10-06 06:55:43.000000,92.0,5.0,39.0,256.0,206.0,2021-04-08 06:54:08.000000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,
218,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,14,True,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32.000000,26.0,32.0,45.0,254.0,,,,,,,52.0,52.0,14.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
219,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,14,True,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24.000000,9.0,65.0,24.0,145.0,310.0,2019-05-19 02:21:20.000000,0.2.0,,33.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,MIT,2019-05-20 11:16:28.000000,1.0,33.0,,,,3.0,,,,,,,,,,,,,,,,,,
220,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,14,True,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000000,2021-10-05 09:12:02.000000,2021-10-05 09:07:26.000000,10.0,78.0,35.0,110.0,,2021-09-27 12:39:03.000000,1.23.7,,7246.0,413.0,1.0,1.0,13.0,https://pypi.org/project/naas,AGPL-3.0,2021-10-05 09:12:02.000000,,7246.0,,,,3.0,,,,,,,,,,,,,,,,,,
221,Neon Theme,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,14,True,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2021-03-07 04:41:55.473000,2021-03-07 04:40:47.000000,5.0,2.0,10.0,102.0,43.0,2021-03-07 04:41:55.473000,3.1.0,,1260.0,20.0,1.0,1.0,3.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2021-03-07 04:41:55.473000,,1260.0,,,,,,,,
222,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,14,False,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,22.0,24.0,10.0,84.0,332.0,2020-05-01 11:39:08.310000,0.3.0,,113.0,4.0,,,10.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310000,,113.0,,,,,,,,
223,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,True,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-09-16 14:21:27.000000,2021-09-06 16:05:44.000000,4.0,10.0,16.0,76.0,,2021-09-06 16:11:06.000000,0.5.1,9.0,542.0,11.0,0.0,,5.0,https://pypi.org/project/ipylab,BSD-3-Clause,2021-09-06 16:10:59.000000,0.0,245.0,https://anaconda.org/conda-forge/ipylab,2021-09-07 06:01:58.442000,6853.0,3.0,,,,,,,,,,,,,,,,,,
224,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,14,False,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-08-10 20:43:17.000000,2019-10-29 13:53:37.000000,13.0,6.0,3.0,73.0,74.0,2019-10-29 13:57:12.560000,0.1.4,,101.0,6.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,MIT,2019-10-29 13:56:17.000000,0.0,45.0,,,,3.0,,,,,,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,2019-10-29 13:57:12.560000,,56.0,,,,,,,,
225,allthekernels,A multiplexer kernel for Jupyter.,https://github.com/minrk/allthekernels,,kernels,14,True,minrk/allthekernels,allthekernels,conda-forge/allthekernels,https://github.com/minrk/allthekernels,2016-03-15 15:30:49.000000,2020-12-14 09:10:56.000000,2020-12-14 09:10:54.000000,10.0,4.0,6.0,65.0,37.0,2019-12-10 13:17:26.000000,1.1.0,,188.0,5.0,3.0,3.0,6.0,https://pypi.org/project/allthekernels,MIT,2019-12-10 13:17:26.000000,,77.0,https://anaconda.org/conda-forge/allthekernels,2020-01-09 14:25:03.862000,2904.0,3.0,,,,,,,,,,,,,,,,,,
226,jupyterlab_darkside_ui,Darkside ui and syntax theme for jupyterlab.,https://github.com/dunovank/jupyterlab_darkside_ui,,lab-themes,14,True,dunovank/jupyterlab_darkside_ui,jupyterlab_darkside_ui,,https://github.com/dunovank/jupyterlab_darkside_ui,2021-04-22 15:57:16.000000,2021-07-08 16:59:21.000000,2021-07-08 16:57:28.000000,4.0,,1.0,63.0,21.0,2021-07-08 16:59:21.000000,0.1.9,,469.0,9.0,,,3.0,https://pypi.org/project/jupyterlab_darkside_ui,BSD-3-Clause,2021-07-08 16:59:21.000000,,469.0,,,,2.0,,,,,,,,,,,,,,,,,,
227,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,https://github.com/dnanhkhoa/nb_black,,magic,14,False,dnanhkhoa/nb_black,nb_black,conda-forge/nb_black,https://github.com/dnanhkhoa/nb_black,2019-05-02 16:13:43.498000,2019-11-30 11:30:08.595000,,7.0,,,62.0,,2019-07-31 17:24:06.000000,1.0.6,,27783.0,6.0,1.0,,,https://pypi.org/project/nb_black,MIT,2019-07-31 17:24:06.000000,1.0,25894.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595000,54784.0,3.0,,,,,,,,,,,,,,,,,,
