,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
140,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,True,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2021-08-31 21:50:21.000000,2021-08-05 17:00:09.000000,42.0,36.0,82.0,235.0,,2021-07-30 09:05:30.000000,5.1.0,,24210.0,26.0,0.0,,18.0,https://pypi.org/project/dask-labextension,BSD-3-Clause,2021-07-30 09:05:30.000000,0.0,3660.0,https://anaconda.org/conda-forge/dask-labextension,2021-07-30 13:05:56.423000,405639.0,2.0,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2021-07-30 09:05:17.432000,,6063.0,,,,,,,,
141,itables,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,18,True,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2021-02-04 23:19:55.000000,2021-02-04 23:19:48.000000,18.0,12.0,8.0,197.0,85.0,2020-12-14 21:51:13.000000,0.3.0,,1864.0,5.0,81.0,71.0,3.0,https://pypi.org/project/itables,MIT,2020-12-14 21:51:13.000000,10.0,1864.0,,,,3.0,,,,,,,,,,,,,,,,,,
142,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,True,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2021-08-10 10:07:02.000000,2021-08-07 23:37:29.000000,26.0,3.0,64.0,194.0,316.0,2021-08-10 10:14:25.000000,2.7.5,51429.0,1008.0,27.0,,,17.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
143,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,18,True,jupyterlab/retrolab,retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000000,2021-10-01 16:13:47.000000,2021-09-27 07:01:06.000000,28.0,29.0,63.0,186.0,,2021-09-23 08:46:03.000000,0.3.7,73.0,582.0,34.0,32.0,32.0,10.0,https://pypi.org/project/retrolab,BSD-3-Clause,2021-09-23 08:45:42.000000,0.0,,https://anaconda.org/conda-forge/retrolab,2021-09-23 15:24:55.499000,2878.0,3.0,,,,,,,,,,,,,,,,,,
144,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,18,True,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-09-30 18:18:05.000000,2021-09-30 18:17:17.000000,33.0,8.0,70.0,182.0,,2021-09-30 18:07:43.000000,3.0.4,,30394.0,17.0,0.0,,16.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-09-30 18:07:43.000000,0.0,,,,,2.0,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-09-30 18:05:39.040000,,30394.0,,,,,,,,
145,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-08-06 12:10:14.000000,2021-08-06 12:10:14.000000,38.0,30.0,25.0,72.0,146.0,2020-12-07 11:49:55.000000,0.15.0,,2075.0,16.0,16.0,16.0,16.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000000,0.0,2075.0,,,,3.0,,,,,,,,,,,,,,,,,,
146,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,18,False,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-09-08 00:57:48.000000,2020-03-24 14:27:42.000000,33.0,25.0,17.0,68.0,242.0,2019-04-23 08:43:52.000000,0.2.2,,271.0,5.0,26.0,26.0,16.0,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000000,,271.0,,,,3.0,,,,,,,,,,,,,,,,,,
147,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,18,True,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36.000000,33.0,16.0,20.0,39.0,115.0,2018-06-19 13:50:35.000000,0.5.2,,1697.0,8.0,37.0,34.0,14.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000000,3.0,1697.0,,,,3.0,,,,,,,,,,,,,,,,,,
148,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,18,True,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2021-09-02 20:31:05.000000,2020-10-28 21:57:33.000000,19.0,4.0,14.0,37.0,73.0,2020-03-18 10:11:00.000000,0.14.1,,4556.0,7.0,55.0,52.0,11.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2020-03-18 10:11:00.000000,3.0,4556.0,,,,2.0,,,,,,,,,,,,,,,,,,
149,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,17,True,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-07-27 23:03:52.000000,2021-06-10 20:32:30.000000,362.0,95.0,676.0,2327.0,700.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
150,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,17,True,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-08-31 22:18:16.000000,2021-02-24 06:31:50.000000,26.0,17.0,9.0,275.0,31.0,2020-06-27 13:40:43.778000,0.2.1,,5727.0,9.0,2.0,2.0,6.0,,MIT,,,,,,,2.0,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778000,,5727.0,,,,,,,,
151,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,17,True,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-08-23 20:03:10.000000,2021-08-22 23:30:48.000000,25.0,12.0,66.0,270.0,,2021-02-27 04:59:39.000000,0.1.5,,979.0,15.0,15.0,15.0,6.0,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000000,,142.0,https://anaconda.org/conda-forge/tributary,2020-10-15 18:24:08.479000,13399.0,3.0,,,,,,,,,,,,,,,,,,
152,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,17,True,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-09-30 19:08:28.000000,2021-09-30 19:08:28.000000,44.0,7.0,68.0,269.0,,2021-03-28 03:28:25.639000,0.3.1,,7113.0,24.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,3238.0,,,,2.0,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2021-03-28 03:28:25.639000,,3875.0,,,,,,,,
153,ThebeLab,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,True,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-10-04 15:48:45.000000,2021-09-30 21:06:45.000000,52.0,60.0,73.0,242.0,631.0,2021-08-17 00:12:09.000000,0.8.0,,,3.0,2.0,2.0,25.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
154,JupyterLab Chart Editor,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,17,True,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11.000000,19.0,12.0,19.0,205.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,2533.0,12.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112000,,2533.0,,,,,,,,
155,JupyterLab Go-To-Definition,Navigate to variable's definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,17,True,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05.000000,8.0,10.0,13.0,203.0,89.0,2020-03-14 15:54:46.503000,1.0.0,,4447.0,19.0,12.0,10.0,2.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503000,2.0,4447.0,,,,,,,,
156,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,True,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,40.0,16.0,14.0,193.0,106.0,2018-03-08 14:28:54.000000,0.4.0,,592.0,4.0,19.0,14.0,12.0,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000000,5.0,592.0,,,,3.0,,,,,,,,,,,,,,,,,,
157,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,True,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,43.0,11.0,9.0,192.0,217.0,2020-02-03 15:59:07.000000,1.0.0,1518.0,1584.0,8.0,,,6.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,42694.0,,,,,,,,,,,,,
158,SciJava Kernel,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2021-07-09 17:21:04.000000,2021-07-09 17:20:28.000000,43.0,14.0,70.0,176.0,402.0,2017-06-02 21:19:27.000000,0.5.0,75.0,1361.0,15.0,,,9.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,73453.0,3.0,,,,,,,,,,,,,,,,,,
159,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,17,True,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-10-01 15:38:50.000000,2021-10-01 15:21:38.000000,21.0,2.0,23.0,169.0,35.0,2021-01-18 14:16:24.052000,1.1.0,,4207.0,2.0,,,10.0,,BSD-3-Clause,,,,,,,2.0,,,,,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052000,,4207.0,,,,,,,,
160,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,17,True,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-09-14 10:24:30.000000,2021-09-14 10:22:46.000000,23.0,25.0,48.0,131.0,441.0,2021-05-26 12:01:51.000000,0.5.7,,986.0,40.0,,,10.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2021-09-14 10:24:17.000000,,,https://anaconda.org/conda-forge/cdsdashboards,2021-05-26 14:08:53.213000,14801.0,3.0,,,,,,,,,,,,,,,,,,
161,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-08-31 22:23:58.000000,2021-08-10 09:03:01.000000,21.0,13.0,13.0,86.0,103.0,2021-03-03 12:59:31.000000,0.2.1,,10792.0,10.0,0.0,,8.0,https://pypi.org/project/ipytree,MIT,2021-03-03 12:59:31.000000,0.0,9999.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,24613.0,3.0,,,,,,,,,,,,,,,,,,
162,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,17,True,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-09-23 12:08:09.000000,2021-09-23 12:08:06.000000,16.0,13.0,34.0,79.0,325.0,2021-09-23 12:06:41.000000,1.0.0,,1901.0,11.0,0.0,,6.0,https://pypi.org/project/jupyterlab_hdf,BSD-3-Clause,2021-09-23 12:06:41.000000,0.0,710.0,,,,2.0,,,,,,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2021-09-06 12:50:17.014000,,1191.0,,,,,,,,
163,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,17,True,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-08-23 20:04:13.000000,2021-06-18 13:29:32.000000,14.0,6.0,56.0,76.0,,2021-06-18 13:30:57.000000,0.4.0,,1916.0,21.0,11.0,3.0,4.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000000,8.0,665.0,,,,2.0,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2021-06-18 13:30:16.732000,,1251.0,,,,,,,,
164,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2021-04-26 14:44:49.000000,2020-06-18 03:28:01.000000,23.0,88.0,93.0,70.0,269.0,2020-06-18 03:31:10.000000,0.5.10,,316.0,23.0,27.0,23.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000000,4.0,316.0,,,,3.0,,,,,,,,,,,,,,,,,,
165,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,17,True,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-09-29 17:16:31.000000,2021-09-29 17:11:03.000000,45.0,22.0,48.0,45.0,,2021-01-14 22:35:59.000000,0.0.7,,5455.0,7.0,29.0,29.0,17.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2021-01-14 22:35:59.000000,,5455.0,,,,2.0,,,,,,,,,,,,,,,,,,
166,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,17,False,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43.000000,3.0,2.0,4.0,13.0,172.0,2021-01-05 12:56:20.000000,0.6.0,,1341.0,9.0,47.0,47.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000000,0.0,88.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793000,50153.0,3.0,,,,,,,,,,,,,,,,,,
167,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,16,True,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41.000000,174.0,13.0,14.0,924.0,196.0,2021-06-14 15:07:13.000000,1.1.0,,,10.0,0.0,,13.0,https://pypi.org/project/pyforest,MIT,2021-06-14 15:07:13.000000,0.0,,,,,3.0,,,,,,,,,,,,-4.0,,,,,,
168,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,False,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2021-06-15 20:32:15.000000,2019-07-16 04:37:36.000000,96.0,63.0,42.0,883.0,60.0,2019-07-16 04:35:55.953000,0.11.0,,619.0,14.0,3.0,3.0,8.0,,MIT,,,,,,,3.0,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953000,,619.0,,,,,,,,
169,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,True,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-10-03 12:27:29.000000,2021-09-11 19:55:13.000000,82.0,19.0,70.0,708.0,271.0,,,,94.0,7.0,,,25.0,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2467.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,321.0,,,,,,,,,,,,,
170,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,False,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,131.0,58.0,57.0,701.0,90.0,2019-05-06 03:28:50.000000,1.3.0,61697.0,1542.0,5.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
171,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,16,False,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,69.0,14.0,126.0,433.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5269.0,63.0,15.0,,,27.0,,BSD-3-Clause,,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,642.0,,,,,,,,,,,,,
172,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,True,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2021-10-07 07:26:25.000000,2021-10-07 01:34:41.000000,77.0,1022.0,5403.0,431.0,,2021-08-17 23:55:18.000000,2021.8.12,,,18.0,,,237.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
173,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,16,False,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-09-21 17:26:54.000000,2020-02-14 15:11:45.000000,28.0,10.0,16.0,412.0,343.0,2020-02-06 15:50:53.838000,0.6.1,,60.0,9.0,,,12.0,,MIT,,,,,,,3.0,,,,,,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838000,,60.0,,,,,,,,
174,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,16,True,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-09-15 06:40:07.000000,2021-03-24 00:04:45.000000,119.0,57.0,79.0,182.0,560.0,2021-03-24 00:04:25.000000,6.4.0,,,15.0,0.0,,54.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2021-03-24 00:04:25.000000,0.0,,,,,3.0,,,,,,,,,,,,-8.0,,,,,,
175,igv.js widget,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,16,True,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2021-09-16 22:03:19.000000,2021-09-16 22:03:19.000000,14.0,,38.0,135.0,113.0,2021-08-30 19:58:16.000000,0.10.3,,212.0,7.0,5.0,5.0,4.0,https://pypi.org/project/igv-jupyter,MIT,2021-08-30 19:58:16.000000,0.0,212.0,,,,3.0,,,,,,,,,,,,,,,,,,
176,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,16,True,jupyterlab-contrib/spellchecker,jupyterlab-spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000000,2021-09-13 14:57:05.000000,2021-09-13 14:57:04.000000,16.0,8.0,32.0,127.0,142.0,2021-09-01 16:59:26.821000,0.7.1,,5936.0,18.0,1.0,1.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,BSD-3-Clause,2021-09-01 16:58:31.000000,,,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2021-09-01 19:47:54.865000,3442.0,3.0,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-09-01 16:59:26.821000,,5363.0,,,,,,,,
177,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,16,False,rossant/ipycache,ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,2013-10-08 13:16:17.000000,2020-07-07 11:23:37.623000,2016-05-31 08:47:49.000000,21.0,17.0,13.0,120.0,85.0,2013-10-13 16:56:18.000000,0.1.4,,1081.0,5.0,21.0,15.0,8.0,https://pypi.org/project/ipycache,BSD-3-Clause,2013-10-13 16:56:18.000000,6.0,74.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623000,65499.0,3.0,,,,,,,,,,,,,,,,,,
178,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,25.0,7.0,20.0,75.0,136.0,2017-04-05 01:49:01.000000,0.7.0,,1113.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000000,6.0,,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,67916.0,3.0,,,,,,,,,,,,,,,,,,
179,JupyterLab Kernelspy,A Jupyter Lab extension for inspecting messages to/from a kernel.,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,16,True,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-10-01 08:10:31.000000,2021-10-01 08:10:31.000000,7.0,2.0,11.0,58.0,120.0,2021-09-02 09:12:12.587000,3.0.6,,269.0,21.0,3.0,3.0,4.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2021-09-02 09:12:12.587000,,269.0,,,,,,,,
180,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,16,True,itsjafer/jupyterlab-sparkmonitor,jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-08-04 16:49:58.000000,2021-08-04 16:49:43.000000,13.0,5.0,8.0,57.0,269.0,2021-08-04 03:02:45.000000,4.1.0,,165.0,15.0,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,Apache-2.0,2021-08-04 03:02:45.000000,,,,,,3.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,206.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,2020-07-29 07:52:58.288000,,155.0,,,,,,,,
181,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,16,False,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2021-08-06 15:18:01.000000,2020-04-01 05:53:01.000000,5.0,2.0,3.0,46.0,104.0,2020-03-31 12:46:48.000000,0.3.0,,155256.0,6.0,0.0,,2.0,https://pypi.org/project/altair_viewer,BSD-3-Clause,2020-03-31 12:44:07.000000,0.0,155256.0,,,,3.0,,,,,,,,,,,,,,,,,,
182,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,True,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-09-29 18:50:47.235000,2021-09-29 15:46:20.000000,7.0,,27.0,44.0,192.0,2021-09-29 15:53:41.000000,3.2.0,3251.0,850.0,20.0,,,8.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyter-archive,2021-09-29 18:50:47.235000,17167.0,3.0,,,,,,,,,,,,,,,,,,
