,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,updated_github_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
31,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-05-06 12:01:08.000000,2021-05-06 12:01:05.000000,834.0,76.0,76.0,6576.0,264.0,2019-07-24 15:57:06.000000,1.0.0,,76842.0,4.0,54.0,48.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:57:06.000000,6.0,76842.0,,,,2.0,,,,,,,,,,,,,,,,,,,
32,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,26,False,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-03-07 23:26:08.000000,2020-04-07 18:56:49.000000,346.0,152.0,123.0,2657.0,405.0,2020-04-07 16:43:54.000000,1.3.1,,72291.0,73.0,127.0,1.0,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,126.0,62331.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,298998.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,0.0,2294.0,,,,,,,,,
33,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,26,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-05-18 15:15:06.000000,2021-05-07 07:57:44.000000,768.0,148.0,108.0,1962.0,,2020-05-05 18:42:38.000000,6.3.0,,66891.0,21.0,2035.0,1545.0,98.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2020-05-05 18:42:38.000000,490.0,59679.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,439969.0,2.0,,,,,,,,,,,,,,,,,,,
34,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-05-17 10:29:08.000000,2021-04-13 12:27:07.000000,211.0,173.0,123.0,1603.0,929.0,2019-07-07 19:46:13.862000,0.5.2,,26158.0,46.0,537.0,485.0,38.0,https://pypi.org/project/ipyvolume,MIT,2021-04-13 12:23:25.000000,48.0,15861.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,285627.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-04-13 12:31:01.403000,4.0,4697.0,,,,,,,,,
35,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,26,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,162.0,163.0,260.0,1010.0,2157.0,2021-02-01 03:34:36.000000,1.1.19,,12668.0,92.0,240.0,196.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,44.0,11176.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,26862.0,2.0,,,,,,,,,,,,,,,,,,,
36,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-03-19 18:11:30.000000,2021-02-04 03:22:19.000000,348.0,137.0,242.0,976.0,1081.0,2021-02-04 15:34:27.000000,0.18.0,,44700.0,46.0,219.0,185.0,49.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-02-04 15:34:27.000000,34.0,44041.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,29657.0,1.0,,,,,,,,,,,,,,,,,,,
37,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-05-18 07:39:21.000000,2021-05-10 05:13:46.000000,185.0,79.0,373.0,870.0,1639.0,2021-05-03 06:32:34.000000,0.30.1,,57037.0,41.0,43.0,13.0,59.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2021-05-03 06:32:34.000000,30.0,54701.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-05-03 09:08:47.801000,67757.0,1.0,,,,,,,,,,,,,,,,,,,
38,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,26,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-03-02 13:32:39.505000,2021-02-26 14:01:59.000000,158.0,62.0,141.0,728.0,1659.0,2021-02-26 14:01:21.000000,2.3.0,,40408.0,43.0,51.0,17.0,27.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2021-02-26 14:01:21.000000,26.0,26544.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,299731.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,8.0,8869.0,,,,,,,,,
39,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-05-19 21:33:58.000000,2021-01-27 08:24:41.000000,42.0,35.0,60.0,348.0,435.0,2020-07-30 10:58:32.000000,0.9.6,,62158.0,19.0,1202.0,1026.0,26.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-07-30 10:58:32.000000,176.0,59454.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,132503.0,2.0,,,,,,,,,,,,,,,,,,,
40,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,26,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-05-18 00:04:06.000000,2021-05-18 00:04:06.000000,288.0,27.0,172.0,300.0,866.0,2021-02-04 12:01:00.000000,0.13.0,,38127.0,26.0,264.0,206.0,94.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-04-09 15:30:43.000000,58.0,37589.0,https://anaconda.org/conda-forge/oauthenticator,2021-04-09 17:37:22.688000,13455.0,1.0,,,,,,,,,,,,,,,,,,,
41,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,26,True,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-05-19 21:59:25.000000,2021-05-19 20:29:19.000000,115.0,64.0,125.0,230.0,12074.0,2021-05-10 21:19:26.000000,1.7.0,37.0,757678.0,37.0,,,436.0,https://pypi.org/project/jupyter_server,BSD-3-Clause,2018-07-31 14:15:16.000000,,744880.0,https://anaconda.org/conda-forge/jupyter_server,2021-05-13 02:12:44.553000,409473.0,3.0,,,,,,,,,,,,,,,,,,,
42,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,25,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-05-17 15:53:45.000000,2021-04-20 07:27:39.000000,258.0,175.0,290.0,1212.0,2074.0,2021-03-22 08:04:31.000000,2021.03.0,,3769.0,16.0,140.0,116.0,95.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2021-03-22 08:01:20.000000,24.0,3769.0,,,,2.0,,,,,,,,,,,,,,,,,,,
43,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,25,True,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-05-12 16:33:35.730000,2021-03-31 14:20:34.000000,37.0,23.0,243.0,497.0,1174.0,2021-05-10 15:50:56.650000,3.0.11,,78114.0,86.0,59.0,59.0,11.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2021-05-12 16:33:35.730000,0.0,78114.0,,,,,,,,,
44,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,25,True,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-05-14 23:59:24.000000,2021-05-14 23:59:24.000000,221.0,49.0,207.0,360.0,932.0,2021-05-14 10:47:06.000000,1.0.0,,10156.0,21.0,107.0,89.0,62.0,https://pypi.org/project/jupyterhub-kubespawner,BSD-3-Clause,2021-05-14 10:47:06.000000,18.0,10156.0,,,,1.0,,,,,,,,,,,,,,,,,,,
45,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,25,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-05-05 20:29:14.000000,2021-05-02 20:59:36.000000,90.0,65.0,79.0,160.0,667.0,2021-03-16 17:34:57.000000,3.0.2,,75889.0,24.0,95.0,1.0,52.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2021-03-16 17:34:57.000000,94.0,63569.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-03-16 18:23:56.345000,332651.0,1.0,,,,,,,,,,,,,,,,,,,
46,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,True,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-05-20 11:21:55.000000,2021-05-19 12:30:54.000000,2376.0,63.0,579.0,6253.0,1891.0,,,,111421.0,,,,198.0,,BSD-3-Clause,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-05-19 13:02:19.744004,299.0,7799509.0,,,,,,,,,,,,,,
47,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,True,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-05-20 11:20:26.000000,2021-04-21 19:16:11.000000,276.0,41.0,243.0,2777.0,1237.0,2021-02-23 21:48:12.000000,1.1.13,,39727.0,87.0,2.0,,58.0,https://pypi.org/project/nbdev,Apache-2.0,2021-02-23 21:48:12.000000,2.0,39727.0,,,,2.0,,,,,,,,,,,,,,,,,,,
48,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,24,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-01-21 14:03:03.000000,2021-01-21 14:02:57.000000,381.0,339.0,4173.0,2561.0,1689.0,2020-09-07 15:05:22.000000,2.0.1,31.0,24971.0,48.0,40.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2020-09-07 15:05:22.000000,40.0,11429.0,https://anaconda.org/conda-forge/beakerx,2020-10-16 00:01:07.915000,410672.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,21.0,243795.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776000,0.0,1470.0,,,,,,,,,
49,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,24,False,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-05-19 00:26:01.000000,2021-05-16 16:29:56.000000,179.0,22.0,313.0,2383.0,412.0,2021-05-13 18:00:29.000000,1.46.0,,16566.0,119.0,151.0,151.0,15.0,https://pypi.org/project/dtale,LGPL-2.1,2021-05-13 17:35:03.000000,0.0,12822.0,https://anaconda.org/conda-forge/dtale,2021-05-13 18:08:02.757000,56160.0,2.0,,,,,,,,,,,,,,,,,,,
50,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,24,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-05-12 00:55:38.000000,2021-05-12 00:55:24.000000,742.0,9.0,13.0,2204.0,,2021-01-08 04:41:11.000000,0.2.0,,143028.0,91.0,69.0,7.0,4.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000000,,103.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-02-22 20:43:49.394000,62.0,142925.0,,,,,,,,,
51,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,24,True,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-05-11 18:35:13.000000,2021-05-11 18:35:09.000000,742.0,5.0,13.0,2204.0,,2020-12-31 23:08:14.000000,0.3.0,,143233.0,91.0,69.0,7.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2020-12-31 23:08:14.000000,0.0,308.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-02-22 20:43:49.394000,62.0,142925.0,,,,,,,,,
52,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,24,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-05-14 14:16:41.000000,2021-05-08 15:52:59.000000,269.0,185.0,572.0,1015.0,2963.0,2021-05-08 15:44:14.000000,0.6.2,,4212.0,24.0,18.0,,82.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2021-05-08 15:42:11.000000,18.0,2500.0,https://anaconda.org/conda-forge/nbgrader,2021-03-10 20:40:41.451000,89074.0,2.0,,,,,,,,,,,,,,,,,,,
53,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,24,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,62.0,15.0,26.0,523.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,116046.0,20.0,1107.0,983.0,15.0,https://pypi.org/project/watermark,BSD-3-Clause,2021-02-18 16:56:30.000000,124.0,113104.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,161849.0,2.0,,,,,,,,,,,,,,,,,,,
54,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,24,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,71.0,25.0,113.0,240.0,1071.0,2020-11-09 20:39:53.000000,0.27.5,,28864.0,88.0,535.0,441.0,28.0,https://pypi.org/project/metakernel,BSD-3-Clause,2020-11-09 20:39:53.000000,94.0,21438.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,453036.0,1.0,,,,,,,,,,,,,,,,,,,
55,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,24,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,29.0,20.0,181.0,209.0,2021-03-29 11:25:34.632000,0.6.0,,28012.0,12.0,282.0,266.0,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,16.0,23045.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,190070.0,2.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632000,0.0,744.0,,,,,,,,,
56,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,24,True,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-03-24 00:04:48.000000,2021-03-24 00:04:45.000000,119.0,48.0,78.0,172.0,560.0,2021-03-24 00:04:25.000000,6.4.0,,7652264.0,15.0,0.0,,54.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2021-03-24 00:04:25.000000,0.0,7652264.0,,,,3.0,,,,,,,,,,,,,,,,,,,
57,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-04-20 08:21:51.000000,2021-04-16 21:15:54.000000,149.0,58.0,75.0,150.0,164.0,2020-08-28 12:01:56.000000,1.3.2,,10396.0,9.0,77.0,70.0,29.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,9856.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,18930.0,1.0,,,,,,,,,,,,,,,,,,,
58,lux,Python API for Intelligent Visual Data Discovery.,https://github.com/lux-org/lux,,widgets,23,True,lux-org/lux,lux-api,conda-forge/lux-api,https://github.com/lux-org/lux,2020-01-08 04:53:29.000000,2021-05-18 21:29:11.000000,2021-05-18 21:29:11.000000,199.0,58.0,108.0,2337.0,646.0,2021-04-19 05:47:33.000000,0.3.0,,2698.0,13.0,26.0,26.0,16.0,https://pypi.org/project/lux-api,Apache-2.0,2021-04-19 05:05:06.000000,,1526.0,https://anaconda.org/conda-forge/lux-api,2021-02-20 01:30:03.164000,971.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,2021-02-17 08:46:41.188000,,849.0,,,,,,,,,
59,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,23,True,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2020-09-09 05:30:44.000000,2020-09-09 05:30:42.000000,241.0,222.0,666.0,957.0,2053.0,2020-03-25 23:36:46.000000,1.2.0,,45260.0,18.0,12.0,,51.0,https://pypi.org/project/datalab,Apache-2.0,2020-03-25 23:36:46.000000,12.0,45260.0,,,,2.0,,,,,,,,,,,,,,,,,,,
60,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,23,True,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-05-19 21:03:48.000000,2021-05-18 08:03:45.000000,70.0,114.0,206.0,889.0,2014.0,2021-04-26 13:46:31.000000,3.6.0,,17785.0,57.0,4.0,2.0,30.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2021-04-26 11:53:17.981000,2.0,17785.0,,,,,,,,,
61,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,94.0,51.0,31.0,826.0,488.0,2018-12-29 12:36:16.000000,0.4.1,,220359.0,13.0,314.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,314.0,220359.0,,,,2.0,,,,,,,,,,,,,,,,,,,
62,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,23,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-05-12 20:09:17.000000,2021-05-09 04:18:38.000000,213.0,12.0,,666.0,1134.0,2020-08-01 16:46:23.000000,0.4.0,,10861.0,13.0,9.0,,101.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,10861.0,,,,1.0,,,,,,,,,,,,,,,,,,,
63,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-05-15 20:17:22.000000,2021-01-22 17:01:16.000000,123.0,29.0,13.0,492.0,119.0,2021-01-22 17:07:52.000000,0.4.0,58.0,25393.0,12.0,398.0,398.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2021-01-22 17:02:58.000000,0.0,25389.0,,,,2.0,,,,,,,,,,,,,,,,,,,
64,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-05-12 10:06:15.000000,2021-05-08 08:17:21.000000,35.0,28.0,56.0,435.0,336.0,2021-01-20 17:26:18.000000,0.8.2,,9665.0,24.0,96.0,96.0,12.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2021-01-20 17:26:18.000000,0.0,8587.0,https://anaconda.org/conda-forge/ipycanvas,2021-01-20 17:56:51.201000,21566.0,2.0,,,,,,,,,,,,,,,,,,,
65,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,23,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-04-30 09:16:39.000000,2021-03-26 10:25:36.000000,257.0,89.0,224.0,381.0,587.0,2019-04-25 09:02:42.000000,0.11.1,,7232.0,14.0,133.0,93.0,62.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2021-03-26 10:26:12.000000,40.0,6973.0,https://anaconda.org/conda-forge/dockerspawner,2019-04-26 00:50:54.465000,7796.0,2.0,,,,,,,,,,,,,,,,,,,
66,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,22,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-05-04 23:10:36.000000,2021-03-12 23:00:14.000000,639.0,130.0,159.0,4751.0,574.0,2021-01-20 07:28:10.000000,0.9.0,,3268.0,30.0,1.0,,57.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2021-01-20 07:28:10.000000,1.0,3268.0,,,,2.0,,,,,,,,,,,,,,,,,,,
67,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-05-03 16:07:02.000000,2021-05-03 16:06:45.000000,213.0,41.0,119.0,2906.0,386.0,2021-03-18 17:47:36.000000,0.7.2,39.0,1293.0,14.0,,,28.0,,MIT,,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,82782.0,,,,,,,,github.com/gopherdata/gophernotes,,,,,,
68,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,22,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-04-21 15:23:34.000000,2020-12-02 09:03:55.000000,485.0,152.0,400.0,1879.0,1382.0,,,,17309.0,,5.0,5.0,83.0,,BSD-3-Clause,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1817495.0,,,,,,,,,,,,,,
69,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,22,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-05-18 21:39:08.000000,2021-05-13 18:47:23.000000,721.0,22.0,245.0,1804.0,1874.0,2021-04-19 18:11:46.000000,648f97c8be132f304cff3d397339f2d815de79721f3695f43c08a6aec3bc0a5d,,2599.0,41.0,,,141.0,,Apache-2.0,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-04-19 18:46:43.584724,154.0,189740.0,,,,,,,,,,,,,,
70,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,22,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2020-12-02 16:36:07.000000,2020-12-02 16:32:55.000000,156.0,50.0,149.0,1571.0,323.0,2019-09-26 17:24:18.653000,5.2.0,,2171.0,32.0,85.0,47.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2019-09-26 17:24:18.653000,38.0,2171.0,,,,,,,,,
71,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhi1thakur/colabcode,,others,22,True,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhi1thakur/colabcode,2020-09-09 10:06:26.000000,2021-04-29 11:37:30.000000,2021-02-03 19:10:17.000000,169.0,23.0,22.0,1309.0,41.0,2021-02-03 19:12:47.000000,0.2.0,,4478.0,12.0,29.0,29.0,8.0,https://pypi.org/project/colabcode,MIT,2021-02-03 19:12:47.000000,,4478.0,,,,3.0,,,,,,,,,,,,,,abhi1thakur/colabcode,,,,,
