,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,31,True,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-01-14 06:55:32.000000,2021-01-14 06:55:31.000000,103.0,30.0,58.0,129.0,738.0,2021-01-14 01:13:59.000000,5.1.0,,9270457.0,18.0,107952.0,91912.0,53.0,https://pypi.org/project/nbformat,BSD-3-Clause,2021-01-14 01:14:00.000000,16040.0,9200294.0,https://anaconda.org/conda-forge/nbformat,2020-10-15 03:36:44.256000,3999336.0,1.0,,,,,,,,,,,,1.0,,,,,,
11,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-01-14 14:18:55.000000,2021-01-14 14:18:28.000000,402.0,188.0,313.0,2983.0,3214.0,2021-01-14 14:22:16.000000,0.12.21,,135477.0,88.0,1286.0,1164.0,51.0,https://pypi.org/project/bqplot,Apache-2.0,2021-01-08 09:50:01.000000,112.0,11464.0,https://anaconda.org/conda-forge/bqplot,2021-01-08 13:45:19.185000,453546.0,1.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2020-11-05 14:39:59.043000,10.0,115914.0,,,,,,,,
12,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/pandas-profiling/pandas-profiling,,widgets,29,True,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-01-14 08:56:07.000000,2021-01-12 17:19:32.000000,977.0,56.0,356.0,6563.0,736.0,2020-09-03 10:11:24.000000,2.9.0,,200164.0,25.0,2997.0,2837.0,65.0,https://pypi.org/project/pandas-profiling,MIT,2020-09-03 10:11:24.000000,160.0,198344.0,https://anaconda.org/conda-forge/pandas-profiling,2021-01-09 04:39:21.551000,96503.0,1.0,,,,,,,,,,,,,,,,,,
13,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-01-14 06:57:40.000000,2021-01-13 09:09:32.000000,258.0,59.0,341.0,4203.0,2120.0,2021-01-06 08:51:25.000000,1.9.1,,48325.0,95.0,1262.0,1154.0,56.0,https://pypi.org/project/jupytext,MIT,2021-01-06 08:51:25.000000,108.0,30621.0,https://anaconda.org/conda-forge/jupytext,2021-01-06 22:44:10.058000,127367.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-01-05 22:00:16.648000,,12806.0,,,,,,,,
14,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-01-13 23:31:21.000000,2021-01-06 18:39:05.000000,396.0,30.0,1997.0,2068.0,10159.0,2020-11-15 13:34:54.000000,8.1.2,,1828.0,72.0,480.0,345.0,217.0,https://pypi.org/project/nikola,MIT,2020-11-15 13:33:07.000000,135.0,1828.0,,,,1.0,,,,,,,,,,,,,,,,,,
15,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,29,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2020-12-28 21:43:25.000000,2020-08-24 09:09:27.000000,725.0,139.0,107.0,1851.0,1817.0,2020-05-05 18:42:38.000000,6.3.0,,77302.0,21.0,1861.0,1371.0,94.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2020-05-05 18:42:38.000000,490.0,70926.0,https://anaconda.org/conda-forge/ipyparallel,2020-12-14 23:13:00.768000,363467.0,1.0,,,,,,,,,,,,,,,,,,
16,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,28,False,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-01-13 21:02:36.000000,2019-09-07 14:59:00.000000,709.0,307.0,445.0,4469.0,2562.0,2019-01-02 12:23:07.000000,0.5.1,,91740.0,16.0,247.0,,119.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000000,247.0,91740.0,,,,1.0,,,,,,,,,,,,,,,,,,
17,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,28,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-01-11 20:00:08.710000,2021-01-11 19:50:34.000000,280.0,193.0,268.0,2976.0,816.0,2021-01-11 19:47:21.000000,0.2.6,,18738.0,53.0,2721.0,2695.0,42.0,https://pypi.org/project/voila,BSD-3-Clause,2021-01-11 19:47:21.000000,26.0,12745.0,https://anaconda.org/conda-forge/voila,2021-01-11 20:00:08.710000,92774.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,2557.0,,,,,,,,
18,Jupyter Book,"Build interactive, publication-quality documents from Jupyter Notebooks.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,28,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-01-12 10:14:24.000000,2021-01-04 09:34:02.000000,290.0,253.0,437.0,2016.0,1202.0,2020-12-23 01:27:35.000000,0.9.1,,5288.0,28.0,1695.0,1651.0,66.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2020-12-23 01:27:35.000000,44.0,5288.0,,,,2.0,,,,,,,,,,,,,,,,,,
19,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-01-14 12:50:32.000000,2021-01-07 15:04:07.000000,113.0,47.0,199.0,1892.0,1874.0,2020-10-02 08:58:35.755000,2.0.1,,295185.0,21.0,254.0,42.0,29.0,https://pypi.org/project/nbdime,BSD-3-Clause,2020-10-02 09:09:15.000000,212.0,41062.0,https://anaconda.org/conda-forge/nbdime,2020-10-02 13:40:32.616000,253864.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2020-10-02 08:58:35.755000,,248943.0,,,,,,,,
20,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,28,True,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2020-12-09 18:31:38.000000,2020-12-09 17:50:14.000000,23.0,17.0,39.0,52.0,186.0,2020-10-15 17:12:44.000000,0.5.1,,8727317.0,12.0,7126.0,7126.0,18.0,https://pypi.org/project/nbclient,BSD-3-Clause,2020-10-15 17:12:44.000000,0.0,8681120.0,https://anaconda.org/conda-forge/nbclient,2020-10-16 14:40:19.007000,508170.0,2.0,,,,,,,,,,,,,,,,,,
21,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-01-09 01:14:56.834000,2020-11-20 20:06:41.000000,1872.0,65.0,46.0,10666.0,517.0,2021-01-09 01:14:56.834000,5.0.2,,267677.0,58.0,22.0,22.0,12.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2021-01-09 01:14:56.834000,0.0,267677.0,,,,,,,,
22,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,27,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2020-12-16 09:46:23.000000,2020-02-25 15:18:59.000000,887.0,176.0,187.0,8095.0,591.0,2018-11-22 17:02:16.000000,0.20.0,,16911.0,116.0,1837.0,1742.0,28.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000000,95.0,16911.0,,,,1.0,,,,,,,,,,,,,,,,,,
23,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,27,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-01-14 03:36:04.000000,2021-01-12 05:29:47.000000,534.0,130.0,1484.0,5375.0,10501.0,2020-12-01 03:07:54.000000,0.27.0,1100434.0,21860.0,65.0,5.0,,163.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,2210.0,,,,2.0,,,,,,,,,,,,,,,,,,
24,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-01-11 13:19:28.000000,2021-01-06 21:43:30.000000,287.0,88.0,201.0,3867.0,,2020-09-23 20:50:16.000000,2.2.2,,176378.0,66.0,1174.0,1024.0,85.0,https://pypi.org/project/papermill,BSD-3-Clause,2020-11-03 22:27:21.000000,150.0,172474.0,https://anaconda.org/conda-forge/papermill,2020-11-09 19:40:00.056000,113240.0,1.0,,,,,,,,,,,,,,,,,,
25,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,27,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-01-08 10:00:13.000000,2021-01-08 10:00:12.000000,349.0,136.0,275.0,2894.0,730.0,2020-10-29 01:31:20.000000,5.7.1,,6817.0,28.0,1472.0,1317.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,155.0,3280.0,https://anaconda.org/conda-forge/rise,2020-10-29 23:47:17.179000,123797.0,2.0,,,,,,,,,,,,,,,,,,
26,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,27,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-01-05 17:07:58.132000,2021-01-05 16:33:18.000000,278.0,130.0,247.0,1071.0,903.0,2021-01-05 16:38:38.000000,0.13.6,,150476.0,70.0,760.0,660.0,63.0,https://pypi.org/project/ipyleaflet,MIT,2021-01-05 16:38:38.000000,98.0,12994.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-05 17:07:58.132000,576100.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-01-05 16:30:30.235000,2.0,127195.0,,,,,,,,
27,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-01-06 13:12:13.000000,2021-01-06 13:12:12.000000,137.0,93.0,87.0,961.0,281.0,2021-01-05 16:23:54.000000,0.6.2,,87202.0,34.0,1127.0,1075.0,23.0,https://pypi.org/project/ipympl,BSD-3-Clause,2021-01-05 16:23:54.000000,52.0,16965.0,,,,1.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2021-01-05 16:19:30.088000,,70237.0,,,,,,,,
28,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,26,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-01-14 04:18:20.000000,2021-01-14 03:53:19.000000,338.0,73.0,296.0,3109.0,4286.0,2021-01-14 04:18:20.000000,0.6.0,,1449.0,39.0,167.0,163.0,61.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-01-14 04:18:20.000000,4.0,466.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-01-08 07:02:49.503000,,983.0,,,,,,,,
29,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-01-09 19:37:03.000000,2020-12-08 15:52:28.000000,196.0,142.0,121.0,1520.0,921.0,2019-07-07 19:46:13.862000,0.5.2,,13980.0,45.0,416.0,364.0,38.0,https://pypi.org/project/ipyvolume,MIT,2020-06-10 12:48:25.000000,48.0,5526.0,https://anaconda.org/conda-forge/ipyvolume,2020-06-10 13:40:22.698000,249253.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2020-04-22 09:07:29.284000,4.0,3151.0,,,,,,,,
30,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2020-10-27 11:03:46.000000,2020-05-10 20:58:03.000000,223.0,92.0,36.0,1328.0,244.0,2020-05-02 15:29:58.000000,0.4.0,,11637.0,16.0,1338.0,1277.0,40.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,61.0,9890.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,92592.0,1.0,,,,,,,,,,,,,,,,,,
31,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,26,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2020-12-09 19:12:17.000000,2020-03-29 02:50:45.000000,157.0,161.0,259.0,989.0,2150.0,2019-12-04 15:06:08.000000,1.1.18,,14331.0,91.0,221.0,177.0,32.0,https://pypi.org/project/pixiedust,Apache-2.0,2019-12-04 15:03:43.000000,44.0,13087.0,https://anaconda.org/conda-forge/pixiedust,2020-10-15 18:31:42.882000,17426.0,2.0,,,,,,,,,,,,,,,,,,
32,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-01-07 08:26:56.626000,2021-01-02 20:37:06.000000,332.0,131.0,237.0,927.0,1079.0,2021-01-02 20:41:36.000000,0.18.0,,18321.0,45.0,203.0,169.0,49.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2020-11-18 04:17:49.000000,34.0,17737.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,23947.0,1.0,,,,,,,,,,,,,,,,,,
33,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-01-13 19:33:31.000000,2020-12-30 09:22:34.000000,162.0,76.0,338.0,765.0,1567.0,2020-12-24 10:39:39.000000,0.23.3,,12351.0,35.0,43.0,13.0,53.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2020-12-24 10:39:39.000000,30.0,10475.0,https://anaconda.org/conda-forge/jupyterlab-git,2020-12-24 12:08:48.622000,46900.0,1.0,,,,,,,,,,,,,,,,,,
34,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,25,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2020-10-16 00:01:07.915000,2020-09-07 19:41:20.000000,375.0,338.0,4172.0,2521.0,1687.0,2020-09-07 15:05:22.000000,2.0.1,31.0,14480.0,48.0,20.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2020-09-07 15:05:22.000000,20.0,1596.0,https://anaconda.org/conda-forge/beakerx,2020-10-16 00:01:07.915000,363303.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,21.0,243127.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776000,0.0,942.0,,,,,,,,
35,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,25,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-01-13 13:04:03.000000,2021-01-13 10:16:06.000000,247.0,173.0,262.0,1140.0,1991.0,2020-02-05 08:48:39.000000,0.11.0,,1532.0,13.0,119.0,95.0,91.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2020-02-05 08:48:39.000000,24.0,1532.0,,,,2.0,,,,,,,,,,,,,,,,,,
36,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,25,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2020-11-24 22:59:37.758000,2020-11-24 04:31:50.000000,60.0,13.0,26.0,474.0,70.0,2020-11-24 04:30:45.000000,2.1.0,,82568.0,19.0,909.0,847.0,14.0,https://pypi.org/project/watermark,BSD-3-Clause,2020-11-24 04:30:45.000000,62.0,79932.0,https://anaconda.org/conda-forge/watermark,2020-11-24 22:59:37.758000,134464.0,2.0,,,,,,,,,,,,,,,,,,
37,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,25,True,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-01-13 11:12:48.000000,2021-01-13 11:12:47.000000,35.0,32.0,59.0,327.0,433.0,2019-12-16 15:02:26.000000,0.9.5,,24531.0,18.0,1064.0,888.0,25.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-02-12 12:05:18.000000,176.0,22116.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,108710.0,2.0,,,,,,,,,,,,,,,,,,
38,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,25,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-01-07 11:52:59.000000,2020-12-14 09:53:23.000000,280.0,26.0,165.0,291.0,793.0,2020-11-30 11:35:59.000000,0.12.3,,7864.0,24.0,232.0,174.0,86.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2020-12-04 12:11:38.000000,58.0,7396.0,https://anaconda.org/conda-forge/oauthenticator,2020-12-04 15:19:49.591000,9830.0,1.0,,,,,,,,,,,,,,,,,,
