,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,updated_github_id,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,gem_id,hex_id,bitbucket_id
82,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,23,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-11-26 12:36:11.000000,2021-09-07 03:54:38.000000,1146.0,,212.0,51.0,194.0,12.0,,686.0,2020-08-01 16:46:23.000000,0.4.0,,8333.0,13.0,9.0,,102.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,8333.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
83,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-10-18 20:50:37.000000,2021-01-22 17:01:16.000000,119.0,,171.0,25.0,24.0,34.0,15.0,649.0,2021-01-22 17:07:52.000000,0.4.0,65.0,36030.0,12.0,1143.0,1130.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2021-01-22 17:02:58.000000,13.0,36027.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
84,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter/enterprise_gateway,,kernels,23,True,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-12-09 22:21:23.000000,2021-12-07 19:01:10.000000,1105.0,3.0,157.0,39.0,516.0,99.0,401.0,479.0,2021-12-09 23:07:29.000000,2.5.2,12468.0,814.0,28.0,1.0,,86.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,570.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
85,nbQA,"Run isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,23,True,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2022-01-11 11:39:30.000000,2022-01-11 11:37:44.000000,591.0,27.0,23.0,6.0,457.0,3.0,233.0,385.0,2022-01-11 11:39:30.000000,1.2.3,,15012.0,75.0,2.0,,23.0,https://pypi.org/project/nbqa,MIT,2022-01-11 11:39:30.000000,2.0,15012.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
86,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,23,True,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2022-01-05 19:27:44.000000,2022-01-05 19:27:44.000000,7500.0,1.0,28.0,8.0,27.0,60.0,1355.0,214.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,1592.0,1592.0,33.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
87,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,23,True,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2022-01-03 21:06:27.000000,2021-12-30 13:14:05.000000,484.0,103.0,49.0,9.0,112.0,21.0,68.0,47.0,2021-10-19 17:25:45.000000,1.0.5,,4574.0,11.0,33.0,33.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2021-10-19 17:25:45.000000,,4574.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
88,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,23,True,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2022-01-13 13:44:25.000000,2022-01-11 20:12:15.000000,2599.0,301.0,26.0,14.0,551.0,245.0,275.0,40.0,2021-12-23 19:15:41.000000,2.2.0,,289.0,10.0,,,25.0,https://pypi.org/project/jdaviz,BSD-3-Clause,2021-12-23 19:19:53.000000,,289.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
89,IHaskell,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,22,True,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2022-01-07 11:32:48.000000,2022-01-07 07:13:22.000000,2097.0,34.0,243.0,49.0,593.0,32.0,692.0,2322.0,2018-08-01 13:19:52.714000,0.0.6,,16.0,6.0,,,104.0,,MIT,,,,,,,2.0,,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714000,,16.0,,,,,,,,,,,
90,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,22,True,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36.000000,44.0,,220.0,20.0,37.0,42.0,30.0,1663.0,2021-06-11 15:17:12.000000,0.3.0,,9715.0,13.0,50.0,50.0,8.0,https://pypi.org/project/colabcode,MIT,2021-06-11 15:17:12.000000,,9715.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
91,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,22,True,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2022-01-12 23:07:13.000000,2022-01-05 20:19:46.000000,328.0,6.0,118.0,25.0,96.0,57.0,47.0,623.0,2021-10-12 17:42:50.869000,1.8.1,,9379.0,40.0,3.0,,20.0,https://pypi.org/project/witwidget,Apache-2.0,2021-10-12 17:42:30.000000,3.0,6160.0,,,,3.0,,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869000,,3219.0,,,,,,,,,,,
92,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,22,False,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,32.0,,61.0,21.0,7.0,16.0,40.0,453.0,2018-01-15 18:14:37.000000,0.9.0,,10995.0,10.0,230.0,208.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000000,22.0,10995.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
93,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,22,True,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2022-01-04 01:26:18.000000,2022-01-04 01:26:12.000000,389.0,42.0,57.0,27.0,42.0,24.0,139.0,383.0,2022-01-04 01:27:35.000000,0.34.0,9.0,8058.0,97.0,5.0,,17.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,8058.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
94,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,22,True,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06.000000,96.0,,65.0,25.0,8.0,3.0,49.0,383.0,2020-06-09 08:23:50.000000,0.8.0,,5148.0,16.0,314.0,292.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000000,22.0,2248.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190000,145005.0,2.0,,,,,,,,,,,,,,,,,,,,,,
95,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,22,True,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2021-12-07 19:27:26.000000,2021-12-07 19:27:26.000000,559.0,2.0,115.0,32.0,196.0,14.0,161.0,375.0,2021-08-25 00:19:46.000000,2.5.1,104.0,4304.0,27.0,6.0,,44.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2021-08-24 23:55:16.000000,6.0,4302.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
96,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,22,True,jupyter-xeus/xeus-python,xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,2018-10-12 13:18:30.000000,2022-01-13 14:07:53.829000,2022-01-13 10:05:03.000000,775.0,24.0,58.0,18.0,354.0,50.0,119.0,320.0,2022-01-13 10:57:51.000000,0.13.6,,31061.0,68.0,3.0,,17.0,https://pypi.org/project/xeus-python,BSD-3-Clause,2022-01-13 10:57:51.000000,3.0,5501.0,https://anaconda.org/conda-forge/xeus-python,2022-01-13 14:07:53.829000,945722.0,2.0,,,,,,,,,,,,,,,,,,,,,,
97,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,22,True,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-12-10 09:26:11.000000,2021-12-10 09:26:11.000000,228.0,31.0,84.0,28.0,71.0,24.0,36.0,309.0,2021-11-27 17:02:34.000000,3.0.1,,2001.0,23.0,4.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2021-11-27 16:59:30.000000,2.0,653.0,,,,2.0,,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2021-11-27 16:51:25.639000,,1348.0,,,,,,,,,,,
98,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,22,True,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2022-01-08 20:03:13.000000,2022-01-08 20:02:53.000000,8250.0,614.0,15.0,15.0,1.0,,,300.0,2020-07-31 19:39:55.000000,0.3.0,,1158.0,12.0,,,21.0,https://pypi.org/project/lfortran,MIT,2020-07-31 19:39:55.000000,,116.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722000,31273.0,2.0,,,,,,,,,,,,,,,,,,,,,,
99,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,22,True,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-12-06 09:55:23.000000,2021-12-06 09:55:23.000000,183.0,11.0,67.0,8.0,62.0,31.0,27.0,292.0,2021-12-06 09:34:12.000000,0.6.1,4.0,34286.0,5.0,3.0,,20.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2021-12-06 09:34:10.000000,3.0,12864.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,471292.0,2.0,,,,,,,,,,,,,,,,,,,,,,
100,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,22,True,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2022-01-08 15:40:51.016000,2022-01-08 00:53:47.000000,337.0,10.0,44.0,18.0,96.0,33.0,89.0,240.0,2022-01-08 01:09:14.000000,5.2.0,,22262.0,27.0,3.0,,18.0,https://pypi.org/project/dask-labextension,BSD-3-Clause,2022-01-08 00:59:54.000000,3.0,3756.0,https://anaconda.org/conda-forge/dask-labextension,2022-01-08 15:40:51.016000,490969.0,2.0,,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2022-01-08 01:00:06.053000,,2669.0,,,,,,,,,,,
101,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,22,True,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2022-01-11 09:19:17.000000,2022-01-11 09:19:17.000000,204.0,3.0,38.0,12.0,53.0,47.0,117.0,238.0,2021-08-06 11:26:20.000000,1.8.1,,35461.0,46.0,14.0,4.0,10.0,https://pypi.org/project/ipyvuetify,MIT,2021-08-06 11:26:20.000000,10.0,33218.0,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,67310.0,3.0,,,,,,,,,,,,,,,,,,,,,,
102,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,167.0,,149.0,18.0,72.0,58.0,77.0,169.0,2020-08-28 12:01:56.000000,1.3.2,,6340.0,9.0,92.0,85.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,5811.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,22772.0,2.0,,,,,,,,,,,,,,,,,,,,,,
103,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,22,True,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2022-01-04 04:00:17.000000,2022-01-04 04:00:15.000000,223.0,41.0,39.0,4.0,50.0,5.0,26.0,48.0,2021-11-15 20:11:03.000000,1.3.0,,2427.0,8.0,79.0,70.0,12.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2021-11-15 20:11:03.000000,9.0,2427.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
104,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-12-21 18:49:49.000000,2021-12-21 18:49:39.000000,634.0,2.0,558.0,41.0,242.0,52.0,39.0,5727.0,2020-10-27 19:53:29.453000,5.11.0,,456.0,71.0,3.0,3.0,27.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453000,,456.0,,,,,,,,,,,
105,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,True,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-11-22 20:42:15.000000,2021-11-22 20:42:15.000000,846.0,1.0,315.0,64.0,29.0,6.0,70.0,2393.0,2021-07-13 22:12:59.000000,0.13.2,,15618.0,4.0,,,10.0,,Apache-2.0,,,,,,,3.0,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,20.0,499784.0,,,,,,,,,,,,,,,,
106,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,21,True,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2022-01-01 19:43:39.000000,2021-12-22 12:59:20.000000,2597.0,17.0,304.0,78.0,816.0,273.0,442.0,2062.0,,,,,1.0,6.0,6.0,82.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,binderhub,,,
107,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,21,True,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2022-01-13 05:11:32.000000,2021-09-01 14:23:22.000000,989.0,,207.0,62.0,616.0,110.0,191.0,1419.0,,,1154.0,188.0,37.0,,,35.0,,BSD-3-Clause,,,,,,,2.0,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,13128.0,,,,,,,,,,,,,,,,
108,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,21,True,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-12-22 00:40:35.000000,2021-12-14 18:02:31.000000,295.0,1.0,58.0,19.0,104.0,60.0,56.0,464.0,2021-08-13 08:05:12.035000,0.5.0,,23512.0,22.0,16.0,3.0,10.0,https://pypi.org/project/ipysheet,MIT,2021-08-11 12:28:11.000000,13.0,19562.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,41153.0,3.0,,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2021-08-13 08:05:12.035000,,2807.0,,,,,,,,,,,
109,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,21,False,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24.000000,87.0,,44.0,5.0,26.0,4.0,5.0,396.0,2021-12-06 15:27:43.000000,1.2.0,,33391.0,19.0,111.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2021-12-06 15:27:43.000000,111.0,33391.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
110,itables,Pandas DataFrames and Series as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,21,True,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2022-01-10 07:14:57.000000,2022-01-10 07:13:16.000000,105.0,20.0,20.0,6.0,23.0,4.0,25.0,242.0,2022-01-10 07:14:57.000000,0.4.4,,2464.0,11.0,92.0,86.0,3.0,https://pypi.org/project/itables,MIT,2022-01-10 07:14:57.000000,6.0,2464.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
111,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,21,True,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37.000000,182.0,,23.0,18.0,41.0,24.0,25.0,227.0,2021-01-06 19:12:18.000000,0.4.2,,30777.0,7.0,105.0,88.0,11.0,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2021-01-06 19:12:18.000000,17.0,30777.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
112,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,21,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,209.0,,30.0,13.0,53.0,29.0,20.0,199.0,2021-03-29 11:25:34.632000,0.6.0,,26727.0,12.0,419.0,407.0,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,11.0,22016.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,229103.0,3.0,,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632000,1.0,389.0,,,,,,,,,,,
113,naas,"Schedule notebooks, run them like APIs, expose securely your assets: Jupyter as a viable Production environment.",https://github.com/jupyter-naas/naas,,notebook-tools,21,True,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000000,2022-01-13 03:36:12.000000,2022-01-11 14:47:14.000000,1515.0,57.0,11.0,3.0,153.0,77.0,38.0,153.0,2022-01-10 17:48:35.000000,2.1.12,,4729.0,459.0,3.0,3.0,13.0,https://pypi.org/project/naas,AGPL-3.0,2022-01-11 15:11:17.000000,,4729.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
114,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,21,True,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-12-20 09:52:04.000000,2021-12-20 09:52:04.000000,353.0,2.0,48.0,22.0,80.0,36.0,75.0,136.0,2020-09-21 17:37:11.000000,0.3.2,,59626.0,8.0,17.0,,24.0,https://pypi.org/project/jupyter_sphinx,BSD-3-Clause,2018-08-06 23:12:20.000000,17.0,59626.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
115,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,21,True,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-12-22 18:40:07.000000,2021-12-22 18:40:06.000000,219.0,26.0,66.0,12.0,55.0,24.0,42.0,86.0,2021-12-01 19:23:10.000000,2.0.1,,1161.0,12.0,35.0,35.0,19.0,https://pypi.org/project/jupyter-rsession-proxy,BSD-3-Clause,2021-12-01 19:23:10.000000,,1161.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
116,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-12-15 22:55:15.000000,2021-10-16 10:59:33.000000,2359.0,1.0,352.0,92.0,872.0,152.0,1094.0,3765.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,88.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
117,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,20,True,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2022-01-03 09:56:29.611000,2021-09-27 15:05:53.000000,470.0,,215.0,57.0,192.0,124.0,112.0,2057.0,,,,3590.0,15.0,,,20.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2022-01-03 09:56:29.611000,132857.0,2.0,,,,,,,,,,,,,,,,,,,,,,
118,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,20,False,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56.000000,264.0,,92.0,20.0,29.0,39.0,29.0,784.0,2017-11-16 17:59:43.000000,1.5.1,,4375.0,26.0,182.0,154.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000000,28.0,3617.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32613.0,3.0,,,,,,,,,,,,,,,,,,,,,,
119,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,20,True,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-11-12 01:33:42.000000,2021-11-12 01:33:42.000000,696.0,3.0,10.0,31.0,133.0,44.0,138.0,674.0,2021-08-17 16:20:34.000000,0.7.4,15.0,18.0,10.0,151.0,151.0,44.0,,MIT,,,,,,,2.0,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1528.0,,,,,,,,,,,,,,iruby,,
120,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,20,True,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-08-31 21:53:11.000000,2021-06-29 12:29:51.000000,101.0,,58.0,28.0,42.0,39.0,25.0,516.0,2021-04-29 10:22:28.814000,0.9.0,,3467.0,11.0,173.0,173.0,16.0,,BSD-3-Clause,,,,,,,1.0,,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814000,,3467.0,,,,,,,,,,,
121,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,False,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34.000000,41.0,,134.0,41.0,12.0,22.0,8.0,515.0,2021-01-22 17:06:54.671000,0.4.0,,11660.0,10.0,172.0,171.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000000,1.0,913.0,,,,1.0,,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671000,,10747.0,,,,,,,,,,,
122,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-09-30 00:15:47.000000,2021-09-28 17:02:12.000000,413.0,,60.0,15.0,103.0,49.0,54.0,512.0,2021-09-15 15:34:35.000000,3.1.0,,2505.0,16.0,3.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2021-09-15 15:34:16.000000,1.0,1024.0,,,,1.0,,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404000,,1481.0,,,,,,,,,,,
123,Code Formatter,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,20,True,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-09-15 11:30:58.000000,2021-04-02 15:15:07.000000,353.0,,40.0,8.0,94.0,23.0,115.0,495.0,2021-04-02 15:07:25.000000,1.4.10,,19077.0,54.0,3.0,,30.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2021-04-02 15:07:25.000000,3.0,14469.0,,,,2.0,,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2021-04-02 15:06:23.719000,,4608.0,,,,,,,,,,,
