,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,updated_github_id,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,gem_id,hex_id,bitbucket_id
43,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,28,False,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2022-01-13 13:49:09.000000,2022-01-13 13:47:10.000000,550.0,33.0,223.0,60.0,179.0,42.0,399.0,2912.0,2021-11-18 04:17:35.000000,1.61.1,,51657.0,141.0,289.0,278.0,19.0,https://pypi.org/project/dtale,LGPL-2.1,2021-11-18 04:17:35.000000,11.0,47209.0,https://anaconda.org/conda-forge/dtale,2021-11-18 04:41:08.411000,102324.0,2.0,,,,,,,,,,,,,,,,,,,,,,
44,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,28,False,man-group/dtale,dtale,,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2022-01-13 13:49:09.000000,2022-01-13 13:47:10.000000,550.0,33.0,223.0,60.0,179.0,42.0,399.0,2912.0,2021-11-18 04:17:35.000000,1.61.1,,47209.0,141.0,289.0,278.0,19.0,https://pypi.org/project/dtale,LGPL-2.1,2021-11-18 04:17:35.000000,11.0,47209.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,28,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-11-04 16:00:54.000000,2021-11-01 12:36:42.000000,970.0,19.0,213.0,53.0,113.0,177.0,127.0,1703.0,2019-07-07 19:46:13.862000,0.5.2,,29276.0,48.0,709.0,658.0,39.0,https://pypi.org/project/ipyvolume,MIT,2021-10-29 20:42:04.000000,48.0,21440.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,335813.0,2.0,,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194000,3.0,2145.0,,,,,,,,,,,
46,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,28,True,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000000,2022-01-08 22:02:48.000000,2022-01-08 22:02:48.000000,2323.0,157.0,89.0,20.0,363.0,124.0,256.0,1138.0,2022-01-01 02:38:14.000000,3.10.0,,7832.0,65.0,106.0,104.0,38.0,,BSD-3-Clause,,,,,,,1.0,,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-01-01 02:15:32.759000,2.0,7832.0,,jupyter-lsp/jupyterlab-lsp,,,,,,,,,
47,Stencila,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,28,True,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2022-01-13 01:57:23.000000,2022-01-10 19:55:35.000000,6863.0,927.0,38.0,24.0,797.0,71.0,490.0,617.0,2022-01-10 19:55:40.000000,0.138.0,1004.0,495.0,100.0,24.0,16.0,26.0,,Apache-2.0,,,,,,,2.0,,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059000,8.0,211.0,,,,,,,,,,,
48,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,28,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2022-01-12 14:28:19.000000,2022-01-12 14:28:18.000000,947.0,20.0,305.0,22.0,266.0,28.0,184.0,326.0,2021-07-19 12:33:35.000000,14.1.0,,34541.0,28.0,282.0,241.0,104.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-08-10 12:09:46.000000,41.0,33955.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,19346.0,1.0,,,,,,,,,,,,,,,,,,,,,,
49,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,2157.0,,162.0,41.0,374.0,164.0,260.0,1030.0,2021-02-01 03:34:36.000000,1.1.19,,16162.0,92.0,255.0,226.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,29.0,14833.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,34564.0,2.0,,,,,,,,,,,,,,,,,,,,,,
50,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,27,True,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48.000000,2054.0,,255.0,84.0,1291.0,228.0,667.0,968.0,2021-08-16 19:04:35.000000,1.2.20210816,,295237.0,19.0,12.0,,52.0,https://pypi.org/project/datalab,Apache-2.0,2020-03-25 23:36:46.000000,12.0,295237.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
51,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,27,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-12-16 10:14:18.000000,2021-12-16 10:14:18.000000,767.0,68.0,102.0,16.0,169.0,68.0,91.0,204.0,2021-11-29 23:46:53.000000,3.2.0,,59883.0,26.0,88.0,1.0,60.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2021-11-29 23:46:53.000000,87.0,43180.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-11-30 13:44:04.087000,584608.0,2.0,,,,,,,,,,,,,,,,,,,,,,
52,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,27,True,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2022-01-02 03:12:21.000000,2021-11-14 19:51:55.000000,568.0,3.0,123.0,22.0,118.0,57.0,82.0,186.0,2021-03-24 00:04:25.000000,6.4.0,,7787441.0,16.0,62.0,,57.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2021-12-15 16:07:19.993000,62.0,7787441.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
53,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,26,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-12-01 20:30:42.000000,2021-12-01 20:30:42.000000,330.0,5.0,169.0,41.0,41.0,62.0,174.0,1739.0,2021-11-15 23:43:33.000000,5.2.1,,3227.0,33.0,77.0,55.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644000,22.0,3227.0,,,,,,,,,,,
54,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,26,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-12-06 21:48:19.000000,2021-12-06 21:48:19.000000,1667.0,6.0,162.0,40.0,161.0,67.0,144.0,782.0,2021-02-26 14:01:21.000000,2.3.0,,38020.0,43.0,60.0,19.0,29.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2021-02-26 14:01:21.000000,34.0,28221.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,359900.0,2.0,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,7.0,4507.0,,,,,,,,,,,
55,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,26,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-12-17 06:28:54.000000,2021-11-27 18:36:06.000000,616.0,13.0,277.0,25.0,199.0,15.0,235.0,407.0,2021-07-22 10:16:21.000000,12.1.0,,5892.0,16.0,137.0,111.0,62.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2021-07-22 10:16:21.000000,26.0,5629.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475000,10031.0,2.0,,,,,,,,,,,,,,,,,,,,,,
56,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,26,True,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2022-01-05 15:51:17.000000,2022-01-05 15:51:17.000000,446.0,9.0,42.0,11.0,84.0,35.0,61.0,366.0,2020-07-30 10:58:32.000000,0.9.6,,77720.0,19.0,1459.0,1256.0,29.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-07-30 10:58:32.000000,203.0,74606.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,177512.0,2.0,,,,,,,,,,,,,,,,,,,,,,
57,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-12-15 15:31:39.634000,2021-12-02 13:02:55.000000,1112.0,41.0,74.0,19.0,101.0,26.0,113.0,265.0,2021-12-02 13:04:26.000000,0.28.2,12.0,24605.0,91.0,75.0,,29.0,https://pypi.org/project/metakernel,BSD-3-Clause,2021-12-15 15:31:39.634000,75.0,16898.0,https://anaconda.org/conda-forge/metakernel,2021-12-02 15:51:29.961000,531434.0,1.0,,,,,,,,,,,,,,,,,,,,,,
58,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,25,True,lux-org/lux,lux-api,conda-forge/lux-api,https://github.com/lux-org/lux,2020-01-08 04:53:29.000000,2022-01-06 22:21:42.000000,2021-11-13 21:31:01.000000,672.0,2.0,261.0,72.0,239.0,60.0,137.0,3233.0,2021-10-24 19:22:24.810000,0.1.10,,9554.0,16.0,67.0,67.0,19.0,https://pypi.org/project/lux-api,Apache-2.0,2021-09-10 22:25:02.000000,,8681.0,https://anaconda.org/conda-forge/lux-api,2021-09-11 19:00:33.437000,3442.0,2.0,,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,2021-10-24 19:22:24.810000,,561.0,,,,,,,,,,,
59,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,405.0,,369.0,90.0,100.0,152.0,125.0,2803.0,2020-04-07 16:43:54.000000,1.3.1,,50659.0,73.0,82.0,,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,81.0,42855.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,329253.0,2.0,,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,1.0,799.0,,,,,,,,,,,
60,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,25,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-12-23 19:33:57.295000,2021-12-11 18:18:15.000000,137.0,18.0,787.0,5.0,43.0,10.0,15.0,2385.0,2021-08-31 23:47:22.891000,3.0.1,,95507.0,96.0,86.0,9.0,4.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000000,,65.0,,,,2.0,,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-12-23 19:33:57.295000,77.0,95442.0,,,,,,,,,,,
61,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,25,True,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-12-23 19:33:57.295000,2021-12-12 18:44:52.000000,164.0,16.0,787.0,2.0,37.0,5.0,14.0,2385.0,2021-08-31 23:47:22.891000,3.0.1,,95769.0,96.0,87.0,9.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2020-12-31 23:08:14.000000,1.0,327.0,,,,2.0,,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-12-23 19:33:57.295000,77.0,95442.0,,,,,,,,,,,
62,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,25,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2022-01-11 23:36:49.000000,2022-01-11 23:36:48.000000,1948.0,26.0,789.0,90.0,832.0,23.0,269.0,2022.0,2022-01-05 22:49:25.000000,a8d5a4054bb279d816ccaa4c62c1de66eeae2f3cfd6e41fb54438d5c3b0c1ef7,,2372.0,57.0,,,144.0,,Apache-2.0,,,,,,,3.0,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-01-05 23:13:44.874237,157.0,192160.0,,,,,,,,,,,,,,,,
63,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,25,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2022-01-13 05:11:41.000000,2021-10-03 10:13:29.000000,3017.0,,275.0,42.0,752.0,204.0,579.0,1057.0,2021-05-08 15:44:14.000000,0.6.2,,3639.0,24.0,16.0,,84.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2021-05-08 15:42:11.000000,16.0,1897.0,https://anaconda.org/conda-forge/nbgrader,2021-09-25 00:23:03.383000,104569.0,2.0,,,,,,,,,,,,,,,,,,,,,,
64,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,25,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2022-01-04 05:10:16.030000,2022-01-04 01:51:00.000000,91.0,10.0,73.0,12.0,41.0,17.0,27.0,589.0,2022-01-04 02:01:41.000000,2.3.0,,45808.0,21.0,1395.0,1318.0,18.0,https://pypi.org/project/watermark,BSD-3-Clause,2022-01-04 02:01:41.000000,77.0,42754.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030000,192438.0,2.0,,,,,,,,,,,,,,,,,,,,,,
65,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,25,True,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2022-01-13 01:16:54.000000,2022-01-13 01:16:53.000000,6484.0,269.0,101.0,32.0,1711.0,653.0,5979.0,508.0,2021-08-17 23:55:18.000000,2021.8.12,,,18.0,,,242.0,,MIT,,,,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,,,
66,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-toolbox,,widgets,25,True,microsoft/responsible-ai-widgets,raiwidgets,,https://github.com/microsoft/responsible-ai-toolbox,2020-07-06 20:46:53.000000,2022-01-13 11:37:32.000000,2022-01-13 11:37:31.000000,812.0,164.0,91.0,17.0,919.0,47.0,169.0,382.0,2022-01-05 18:03:24.000000,0.16.0,,3690.0,31.0,20.0,18.0,24.0,https://pypi.org/project/raiwidgets,MIT,2022-01-05 15:23:45.000000,2.0,3690.0,,,,2.0,,,,,,,,,,,,,microsoft/responsible-ai-toolbox,,,,,,,,,
67,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,25,True,cytoscape/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2022-01-04 16:30:47.000000,2022-01-04 16:28:09.000000,650.0,20.0,48.0,29.0,151.0,55.0,89.0,174.0,2021-11-27 02:44:57.000000,1.3.0,3.0,1191.0,17.0,55.0,55.0,29.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,26218.0,2.0,,,,,,,,,,,,,,,,,,,,,,
68,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,25,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2022-01-11 02:41:28.000000,2021-12-28 14:32:11.000000,443.0,23.0,53.0,10.0,125.0,45.0,70.0,149.0,2021-09-02 23:38:11.000000,1.0.2,,6989.0,19.0,435.0,417.0,23.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2021-09-02 23:38:11.000000,18.0,6100.0,https://anaconda.org/conda-forge/nbgitpuller,2021-09-03 01:35:54.657000,27575.0,2.0,,,,,,,,,,,,,,,,,,,,,,
69,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,24,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-11-05 16:16:00.000000,2021-09-10 14:27:08.000000,1391.0,,485.0,92.0,426.0,156.0,401.0,1993.0,,,,21412.0,,7.0,7.0,86.0,,BSD-3-Clause,,,,,,,2.0,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,27.0,2419560.0,,,,,,,,,,,,,,,,
70,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2022-01-12 15:19:05.656025,2022-01-04 12:48:23.000000,588.0,5.0,288.0,61.0,138.0,55.0,501.0,1490.0,2022-01-03 22:04:04.000000,1.3,,12803.0,17.0,,,40.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,53976.0,1.0,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-01-12 15:19:05.656025,42.0,1153069.0,,,,,,,,IRkernel,,,,,,,,
71,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,24,False,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2021-12-15 15:42:57.506000,2019-07-22 06:22:45.000000,1380.0,,146.0,26.0,153.0,67.0,136.0,728.0,2019-07-21 08:49:48.715000,0.9.0,,19435.0,95.0,45.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2021-12-15 15:42:57.506000,44.0,13707.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,250873.0,2.0,,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1249.0,,,,,,,,,,,
72,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,24,True,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36.000000,221.0,,126.0,106.0,91.0,35.0,67.0,594.0,2019-06-03 21:24:10.000000,0.10.2,,12510.0,20.0,137.0,123.0,21.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000000,14.0,12510.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
73,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-12-01 14:29:47.000000,2021-12-01 08:29:48.000000,381.0,23.0,42.0,10.0,128.0,37.0,63.0,517.0,2021-12-01 08:33:39.000000,0.10.2,,7979.0,29.0,355.0,343.0,14.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2021-12-01 08:31:33.000000,12.0,6695.0,https://anaconda.org/conda-forge/ipycanvas,2021-12-01 13:09:01.830000,35970.0,2.0,,,,,,,,,,,,,,,,,,,,,,
74,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,24,True,nglviewer/nglview,nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,2015-11-09 16:48:57.000000,2022-01-13 01:42:47.000000,2021-12-23 17:47:07.000000,1403.0,2.0,100.0,23.0,590.0,25.0,390.0,509.0,2021-06-11 00:32:29.000000,3.0.3,203.0,9497.0,75.0,39.0,2.0,33.0,https://pypi.org/project/nglview,MIT,2021-06-11 00:32:29.000000,37.0,2694.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722000,394472.0,2.0,,,,,,,,,,,,,,,,,,,,,,
75,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,24,True,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2022-01-02 08:13:50.000000,2022-01-02 08:13:49.000000,544.0,12.0,55.0,30.0,293.0,14.0,81.0,319.0,2021-06-03 20:52:09.000000,3.5.0,,20441.0,38.0,82.0,,10.0,https://pypi.org/project/vega,BSD-3-Clause,2021-06-03 20:52:09.000000,82.0,13416.0,https://anaconda.org/conda-forge/vega,2021-11-18 16:21:37.805000,470723.0,2.0,,,,,,,,,,,,,,,,,,,,,,
76,retrolab,JupyterLab distribution with a retro look and feel.,https://github.com/jupyterlab/retrolab,,notebook-environments,24,True,jupyterlab/retrolab,retrolab,conda-forge/retrolab,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000000,2022-01-07 23:56:58.595000,2022-01-07 17:49:06.000000,576.0,112.0,37.0,14.0,191.0,43.0,84.0,219.0,2022-01-07 17:52:38.000000,0.3.16,334.0,1619.0,43.0,46.0,44.0,16.0,https://pypi.org/project/retrolab,BSD-3-Clause,2022-01-07 17:51:49.000000,2.0,882.0,https://anaconda.org/conda-forge/retrolab,2022-01-07 23:56:58.595000,5703.0,3.0,,,,,,,,,,,,,,,,,,,,,,
77,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,24,True,greenape/mknotebooks,mknotebooks,,https://github.com/greenape/mknotebooks,2018-09-18 08:13:25.000000,2022-01-11 11:10:29.000000,2022-01-11 11:08:00.000000,1188.0,207.0,19.0,1.0,699.0,14.0,25.0,90.0,2021-09-07 13:41:02.000000,0.7.0,,13466.0,589.0,163.0,144.0,13.0,https://pypi.org/project/mknotebooks,MIT,2022-01-11 11:08:54.000000,19.0,13466.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
78,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,24,True,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-12-29 22:39:59.000000,2021-12-29 22:39:59.000000,316.0,30.0,40.0,11.0,92.0,10.0,22.0,43.0,2021-11-15 18:05:32.000000,0.11.1,,201420.0,35.0,38.0,,22.0,https://pypi.org/project/jupyter-packaging,BSD-3-Clause,2021-11-15 18:04:49.000000,38.0,191636.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-11-15 22:16:59.924000,195683.0,3.0,,,,,,,,,,,,,,,,,,,,,,
79,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,23,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-09-01 00:27:04.000000,2021-09-01 00:27:04.000000,587.0,,639.0,187.0,317.0,130.0,166.0,4983.0,2021-01-20 07:28:10.000000,0.9.0,,1879.0,30.0,1.0,,60.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2021-01-20 07:28:10.000000,1.0,1879.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
80,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2022-01-09 15:20:57.000000,2022-01-09 15:16:57.000000,389.0,2.0,224.0,80.0,75.0,45.0,121.0,3143.0,2022-01-09 15:20:57.000000,0.7.4,40.0,1173.0,20.0,8.0,7.0,28.0,,MIT,,,,,,,2.0,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,84478.0,,,,,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2021-06-03 09:27:44.294000,1.0,,,,
81,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,488.0,,98.0,21.0,55.0,51.0,32.0,867.0,2018-12-29 12:36:16.000000,0.4.1,,273502.0,13.0,181.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,181.0,273502.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
